Index	Bogennummer	REDE_Namen	Sprache	tu	hinein	etwas	kohle	in1	den	ofen	dass	wird	die	milch	bald	zu	kochen	anfangen
bc	13372	Liebenau	1	Thu - - - - - - - - - - -	- - - -	- ock - - - - - - - -	Kohl'n - - - - - - -	in - -	d'n	Ufen - - - - - -	daß - -	- - - - - -	de	Milch -	bald - - - - - - - -	z' -	kuchen - -	anfängt - -
bc	1338	Dzidno	1	- - Mauk - - - - - - - - -	- - - -	- - - - - - - - - -	Kauhle - - - - - - -	i - -	dä	Auwe - - - - - -	dat - -	- - - - - -	dei	Melch -	bull - - - - - - - -	ne -	kauken - -	anfingt - -
bc	13529	Wang-Brückenberg	1	Thu - - - - - - - - - - -	- - - -	- ock - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	d'	Milch -	bal - - - - - - - -	zu -	kocha - -	oafängt - -
bc	13543	Pisarzowice	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	ei - -	a	Ufe - - - - - -	doaß - -	- - - - - -	die	Milch -	bal - - - - - - - -	ze -	koche - -	oafängt - -
bc	13559	Boguszow-Gorce	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	ei - -	a	Ufa - - - - - -	doaß - -	- - - - - -	die	Milch -	bale - - - - - - - -	zu -	kocha - -	oafängt - -
bc	13655	Niederleutersdorf/Leutersdorf	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	an - -	-	Ufen - - - - - -	daſſ - -	- - - - - -	de	Mölch -	bale - - - - - - - -	ze -	kachen - -	afängt - -
bc	13678	Rohnau (-)	1	Thu - - - - - - - - - - -	- - - -	- ock - - - - - - - -	Kohlen - - - - - - -	an - -	-	Uhfen - - - - - -	daß - -	- - - - - -	de	Milch -	bahle - - - - - - - -	zu -	koachen - -	ofängt - -
bc	13700	Rebiszow	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	d'	Milch -	bahl - - - - - - - -	zu -	kocha - -	ofängt - -
bc	13719	Siedlecin	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ei - -	a	Ufa - - - - - -	dos - -	- - - - - -	de	Milch -	bal - - - - - - - -	zi -	kocha - -	oafängt - -
bc	13727	Myslow	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	di	Milch -	bahl - - - - - - - -	zu -	kocha - -	oafängt - -
bc	13745	Jugowa	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	ei - -	-	Ufa - - - - - -	doß - -	- - - - - -	die	Milch -	bahld - - - - - - - -	zu -	kocha - -	oafängt - -
bc	13830	Wlodowice	1	Thu - - - - - - - - - - -	- - - -	- ock - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	de	Melch -	bale - - - - - - - -	zu -	kocha - -	ofängt - -
bc	13869	Biernacice	1	- - - Schmeiß - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	an - -	-	Ufa - - - - - -	daß - -	- wird - - - -	di	Milch -	bahle - - - - - - - -	- -	kocha - -	- - -
bc	13887	Rzymiany	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	ei - -	a	Ufen - - - - - -	doß - -	- - - - - -	die	Milch -	bale - - - - - - - -	zu -	kochen - -	onfängt - -
bc	13898	Szadurczyce	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhlen - - - - - - -	ei - -	a	Ufen - - - - - -	doß - -	- - - - - -	de	Millich -	bahle - - - - - - - -	- -	kocht - -	- - -
bc	13929	Stoszowice	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ei - -	a	Uwa - - - - - -	doß - -	- - - - - -	die	Milch -	bale - - - - - - - -	zu -	kocha - -	oafängt - -
bc	13996	Lutomia Gorna	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	ei - -	a	Uwe - - - - - -	doaß - -	- - - - - -	de	Milch -	bahl - - - - - - - -	zu -	kocha - -	oafängt - -
bc	14023	Roztocznik	1	Thut - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	eia - -	-	Ufa - - - - - -	doß - -	- - - - - -	die	Milch -	bale - - - - - - - -	zu -	kocha - -	ofängt - -
bc	1403	Dobieszewo	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kaohla - - - - - - -	in - -	na	Aowa - - - - - -	dat - -	- - - - - -	dei	Melk -	ball - - - - - - - -	t -	kaken - -	anfenkt - -
bc	14034	Lipowa	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ei - -	a	Ufa - - - - - -	doas - -	- - - - - -	di	Milch -	bale - - - - - - - -	zu -	kocha - -	oanfängt - -
bc	14074	Michalow	1	- - - Schmaß - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	-	Ufen - - - - - -	doas - -	- - - - - -	de	Milch -	- - geſchwinde - - - - - -	- -	kocht - -	- - -
bc	14092	Karczow	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	a	Ufen - - - - - -	oß - -	- - - - - -	die	Milich -	bahld - - - - - - - -	zu -	kochen - -	onfingt - -
bc	14159	Jutrzyna	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	ei - -	a	Ufen - - - - - -	doß - -	- - - - - -	die	Millich -	bale - - - - - - - -	zu -	kochen - -	onfängt - -
bc	1417	Rydzewo	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	in - -	de	Awe - - - - - -	datt - -	- - - - - -	dei	Melk -	ball - - - - - - - -	tau -	kaken - -	afängt - -
bc	14234	Brzoza	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	ei - -	a	Ufen - - - - - -	doaß - -	- - - - - -	die	Milch -	bale - - - - - - - -	zu -	kochen - -	oanfängt - -
bc	14250	Jaczkowice	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	ei - -	a	Uwen - - - - - -	daß - -	- - - - - -	die	Milich -	bale - - - - - - - -	zu -	kochen - -	anfängt - -
bc	14275	Piastowice	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	a	Ufen - - - - - -	dos - -	- - - - - -	die	Milich -	- - - - - - - - -	zu -	kochen - -	anfängt - -
bc	14305	Bozanow	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	die	Milch -	baale - - - - - - - -	zu -	kocha - -	ohfängt - -
bc	1432	Rzepowo	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kaula - - - - - - -	id - -	dä	Auwa - - - - - -	dat - -	- - - - - -	de	Mlek -	ball - - - - - - - -	to -	koken - -	afänkt - -
bc	14321	Rogow Sobocki	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	de	Milch -	bale - - - - - - - -	zu -	kocha - -	oafängt - -
bc	14382	Wölfelsdorf (Wilkanów)	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ofa - - - - - -	doß - -	- - - - - -	die	Melch -	bale - - - - - - - -	zu -	kocha - -	ofängt - -
bc	1442	Lubowo	1	- - - Schmiet - - - - - - - -	- - - -	- - - - - - - - - -	Kôhle - - - - - - -	in - -	ne	Ôwe - - - - - -	dat - -	- - - - - -	dei	Melk -	bald - - - - - - - -	tau -	koke - -	afingt - -
bc	14449	Thröm (Trebom)	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ni - -	a	Ofn - - - - - -	dos - -	- - - - - -	de	Mellch -	bal - - - - - - - -	zu -	kochn - -	onfengt - -
bc	14458	Szczytna	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	d	Melch -	bale - - - - - - - -	zu -	kocha - -	ofängt - -
bc	14471	Jaszkowa Gorna	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	de	Melch -	bale - - - - - - - -	zo -	kocha - -	ofängt - -
bc	14486	Nadziejow	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ei - -	de	Ufa - - - - - -	doß - -	- - - - - -	die	Melch -	bald - - - - - - - -	zu -	kocha - -	onfängt - -
bc	145	Smardzko	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahle - - - - - - -	i - -	de	Owe - - - - - -	dat - -	- - - - - -	dei	Melk -	ball - - - - - - - -	tau -	koaken - -	afängt - -
bc	14505	Piorunkowice	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	dos - -	- - - - - -	die	Milch -	balde - - - - - - - -	zu -	kocha - -	ohnfängt - -
bc	1451	Steinforth (Brodźce)	1	- - Moak - - - - - - - - -	- - - -	- - - - - - - - - -	Koala - - - - - - -	id - -	dä	Oawä - - - - - -	datt - -	- - - - - -	d	Mellj -	ball - - - - - - - -	nä -	koakät - -	anfinngt - -
bc	14537	Bielice	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ofa - - - - - -	doß - -	- - - - - -	de	Melch -	bale - - - - - - - -	zu -	kocha - -	ofängt - -
bc	14560	Siemianowice Slaskie	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	die	Milch -	bale - - - - - - - -	zu -	kocha - -	ofängt - -
bc	1461	Wegorzewo Szczecineckie	1	- - Mauk - - - - - - - - -	- - - -	- - - - - - - - - -	Kaula - - - - - - -	i - -	dä	Auwä - - - - - -	dat - -	- - - - - -	dei	Melk -	ball - - - - - - - -	tu -	kauken - -	anfängt - -
bc	14613	Nohfelden	1	- - - - Schepp - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	in - -	de	Awe - - - - - -	es - -	- - - - - -	die	Melch -	bal - - - - - - - -	ze -	koche - -	anfängt - -
bc	14635	Erzweiler	1	- Leg - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	de	Owe - - - - - -	daß - -	- - - - - -	die	Milch -	ball - - - - - - - -	ſ' -	koche - -	anfängt - -
bc	14670	Nussbach	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	de	Owi - - - - - -	daß - -	- - - - - -	die	Millich -	ball - - - - - - - -	ſu -	koche - -	anfingt - -
bc	14693	Dannenfels	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	en - -	de	Owe - - - - - -	daß - -	- - - - - -	die	Milch -	bald - - - - - - - -	ſe -	koche - -	anfangt - -
bc	14724	Monsheim	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	d	Owe - - - - - -	daß - -	- - - - - -	die	Milich -	bal - - - - - - - -	s -	koche - -	anfangt - -
bc	14752	Sankt Matthias	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	enn - -	den	Owen - - - - - -	dat - -	- - - - - -	de	Melig -	bahl - - - - - - - -	ze -	kochen - -	onfänkt - -
bc	14955	Bescheid	1	Döi - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	än - -	de	Owen - - - - - -	dat - -	- - - - - -	döi	Mölich -	baal - - - - - - - -	ſe -	koachen - -	unfänkt - -
bc	14971	Allenbach	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhle - - - - - - -	en - -	de	Uwe - - - - - -	det - -	- - - - - -	di	Melich -	ball - - - - - - - -	ze -	koche - -	anfängt - -
bc	1499	Stara Rzeka	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koala - - - - - - -	in - -	da	Oawa - - - - - -	dat - -	- - - - - -	de	Melj -	- - - - - - - - -	to -	koaken - -	anfingt - -
bc	14999	Berschweiler bei Kirn	1	Thou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhle - - - - - - -	in - -	de	A(?)we - - - - - -	doß - -	- - - - - -	die	Millich -	ball - - - - - - - -	ſe -	koche - -	onfängt - -
bc	15018	Bad Sobernheim	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhle - - - - - - -	in - -	de	Uwe - - - - - -	daß - -	- - - - - -	die	Milich -	ball - - - - - - - -	ſe -	koche - -	anfängt - -
bc	15042	Neu-Bamberg	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	de	Owe - - - - - -	deß - -	- - - - - -	die	Millich -	ball - - - - - - - -	ſe -	koche - -	onfängt - -
bc	15066	Bechtolsheim	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	en - -	de	Owe - - - - - -	daß - -	- - - - - -	die	Millich -	ball - - - - - - - -	ſe -	koche - -	afängt - -
bc	15088	Bollendorf	1	Dih - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhlen - - - - - - -	?n - -	den	Ufwen - - - - - -	dat - -	- - - - - -	d'	Melich -	bal - - - - - - - -	ze -	koachen - -	unfingt - -
bc	15096	Preist	1	Die - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koalen - - - - - - -	an - -	den	Uefen - - - - - -	dat - -	- - - - - -	de	Mölch -	- - - - - - - - -	ze -	kooch - -	afängt - -
bc	15118	Pohlbach	1	Dhu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	ann - -	den	Owen - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	zu -	kogen - -	ohnfängt - -
bc	15137	Kautenbach	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhle - - - - - - -	in - -	de	Uwe - - - - - -	dat - -	- - - - - -	dei	Melich -	ball - - - - - - - -	ſe -	koche - -	anfängt - -
bc	15334	Kirchberg (Hunsrück)	1	Dhu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	de	Ue - - - - - -	datt - -	- - - - - -	die	Millich -	ball - - - - - - - -	ze -	koche - -	anfängt - -
bc	15349	Ellern (Hunsrück)	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhle - - - - - - -	in - -	de	Ue - - - - - -	daß - -	- - - - - -	die	Milich -	- - - - - - - hordig -	ſe -	koche - -	anfingd - -
bc	1536	Heidlauken (Bugorki)	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	in̅̅ - -	e	Oawe - - - - - -	dat - -	- - - - - -	di	Melk -	bol - - - - - - - -	to -	koake - -	anfangt - -
bc	15365	Bingen am Rhein	1	Dhu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	de	Owe - - - - - -	daß - -	- - - - - -	die	Milich -	ball - - - - - - - -	zu -	koche - -	anfängt - -
bc	15394	Finthen	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Owe - - - - - -	daß - -	- - - - - -	die	Milich -	ball - - - - - - - -	zu -	koche - -	anfängt - -
bc	1540	Heinrichswalde	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	in - -	e	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	te -	kake - -	anfangt - -
bc	15418	Schneeberg (Sněžník)	1	- Lä(j) - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofen - - - - - -	daß - -	- - - - - -	die	Milch -	bald - - - - - - - -	- -	kucht - -	- - -
bc	15503	Zettel (Sedlo)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhl'n - - - - - - -	in - -	-	Uf'n - - - - - -	doß - -	- - - - - -	de	Milch -	ball - - - - - - - -	z'e -	kuch'n - -	onfängt - -
bc	1552	Pazuizen	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kochle - - - - - - -	en - -	ne	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bohl - - - - - - - -	to -	kahke - -	anfankt - -
bc	15538	Wisterschan (Bystřany)	1	- - - - - - - - - - - Gab	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	'n	Ufen - - - - - -	doß - -	tut - - - - -	die	Milich -	- - - - - - - - -	- -	kuch'n - -	- - -
bc	15550	Malschen (Malečov)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouln - - - - - - -	ain - -	-	Ufn - - - - - -	doß - -	- - - - - -	die	Milch -	bald - - - - - - - -	zu -	kuch'n - -	ofängt - -
bc	15638	Lukawetz (Lukavec)	1	- Lej - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouln - - - - - - -	in - -	-	Ufn - - - - - -	doß - -	- - - - - -	de	Milich -	balde - - - - - - - -	zu -	kuchn - -	onfängt - -
bc	1565	Gierver Lauken	1	- - - - Sche(ö)dd - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	e(ö)n - -	ne	Owe - - - - - -	datt - -	- - - - - -	de	Melk -	bool - - - - - - - -	to -	kake - -	anfängt - -
bc	15681	Neudorf (Vrchběla)	1	Tu - - - - - - - - - - -	- - - -	- ock - - - - - - - -	Kôôln - - - - - - -	an - -	-	Ufn - - - - - -	doß - -	- - - - - -	de	Milch -	bald - - - - - - - -	zou -	kôchn - -	oofangt - -
bc	15685	Gastorf (Hoštka)	1	- - - - - - - - - - - Gib	- - - -	- - - - - - - - - -	Kouln - - - - - - -	ein - -	-	Ufen - - - - - -	doß - -	- - - - - -	de	Milich -	bald - - - - - - - -	zu -	kuchn - -	ofängt - -
bc	15690	Wegstädtl (Štětí)	1	- - - - - - - - - - - Ga	- - - -	- - - - - - - - - -	Kouhln - - - - - - -	ain - -	-	Ufn - - - - - -	doß - -	- - - - - -	de	Milich -	bald - - - - - - - -	zu -	kuchn - -	ofängt - -
bc	1571	Schmalleningken	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	en - -	ne	Oawe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	to -	koake - -	anfankt - -
bc	15725	Nixdorf (Mikulášovice)	1	Tu - - - - - - - - - - -	- - - -	- ok - - - - - - - -	Kouln - - - - - - -	an - -	-	Ufn - - - - - -	doß - -	- - - - - -	do	Milch -	baldo - - - - - - - -	zo -	kochn - -	ofängt - -
bc	1573	Groß Dirschkeim (Donskoye)	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kole - - - - - - -	en - -	ne	Owe - - - - - -	datt - -	- - - - - -	de	Melk -	bold - - - - - - - -	to -	koke - -	anfangt - -
bc	15751	Rückersdorf (Dolní Řasnice)	1	Tu - - - - - - - - - - -	- - - -	- ok - - - - - - - -	koln - - - - - - -	an - -	-	uf(e)m - - - - - -	dos - -	- - - - - -	d'	mölch -	bal - - - - - - - -	- -	kocht - -	- - -
bc	1578	Rantau (Zaostrov'Ye)	1	- - - - Schud - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	èn - -	dèn	Oawe - - - - - -	datt - -	- - - - - -	de	Mellk -	bol - - - - - - - -	te -	koake - -	ànfangt - -
bc	158	Polczyn-Zdroj	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	i - -	de	Awe - - - - - -	datt - -	- - - - - -	dei	Melk -	ball - - - - - - - -	tau -	kaken - -	anfeengt - -
bc	1580	Schulstein (Vol'Noe)	1	- - - - Sched - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	in - -	e	- Kachel - - - - -	dat - -	- - - - - -	de	Melk -	bold - - - - - - - -	to -	koake - -	anfangt - -
bc	15807	Kamnitz-Neudörfl (Kamenická Nová Ví	1	Tu - - - - - - - - - - -	- - - -	- ok - - - - - - - -	Kouln - - - - - - -	ein - -	-	Ufen - - - - - -	doß - -	- - - - - -	die	Milch -	bald - - - - - - - -	zu -	kuchn - -	ofängt - -
bc	15824	Zwickau (Cvikov)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	en - -	'n	Ufn - - - - - -	doß - -	- - - - - -	de	Meilch -	bale - - - - - - - -	zu -	koachn - -	oafe(?)ngt - -
bc	15847	Christophsgrund (Kryštofova Údolí)	1	Tu - - - - - - - - - - -	- - - -	- ok - - - - - - - -	Kuhln - - - - - - -	en - -	-	Ufn - - - - - -	doß - -	- - - - - -	de	Mölch -	bale - - - - - - - -	- -	kocht - -	- - -
bc	15858	Gränzendorf (Hraničá)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koul'n - - - - - - -	ann - -	-	Uf'n - - - - - -	doaß - -	- - - - - -	de	Mölch -	bale - - - - - - - -	zu -	koachen - -	ofängt - -
bc	1588	Alt Susimilken (Tarassowka)	1	- - - Schmiet - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	ne	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	te -	koke - -	anfangt - -
bc	15971	Puletschnei (Pulečný)	1	- Le' - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouln - - - - - - -	- - -	-	uf - - - - - -	doß - -	- - - - - -	dö	Mölch -	bale - - - - - - - -	zu -	kochn - -	ofangt - -
bc	15975	Graber (Kravaře)	1	- - - - - - - - - - - Gib	- - - -	- ok - - - - - - - -	Koh'ln - - - - - - -	ain - -	-	Ufn - - - - - -	doſſ - -	- - - - - -	de	Milch -	bald - - - - - - - -	zu -	kuchn - -	ôfängt - -
bc	15989	Thammühl (Staré Splavy)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouln - - - - - - -	ein - -	-	Ufn - - - - - -	daß - -	- - - - - -	de	Milch -	balde - - - - - - - -	z -	kuchn - -	anfängt - -
cd	15995	Proschwitz (Česká Proseč)	1	- - - - - - - - - - - Gib	- - - -	- ok - - - - - - - -	Kuhln - - - - - - -	an - -	-	Ufen - - - - - -	doß - -	- - - - - -	do	Melch -	bale - - - - - - - -	zu -	kochen - -	ofängt - -
cd	16007	Harrachsdorf (Harrachov)	1	- Lej - - - - - - - - - -	- - - -	- ok - - - - - - - -	Kohln - - - - - - -	an - -	-	Ufn - - - - - -	doß - -	- - - - - -	de	Melch -	bale - - - - - - - -	zu -	kochn - -	ofängt - -
cd	16015	Witkowitz (Vítkovice)	1	Tu - - - - - - - - - - -	- - - -	- ok - - - - - - - -	Kohln - - - - - - -	an - -	-	Ûfn - - - - - -	doß - -	- - - - - -	de	Melch -	bâl - - - - - - - -	ze -	kochn - -	ofängt - -
cd	16050	Forst (Fort)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	ei - -	a	Ufn - - - - - -	doß - -	- - - - - -	de	Melch -	boll - - - - - - - -	zo -	kochn - -	ofängt - -
cd	16063	Gabersdorf (Libeč)	1	Tu - - - - - - - - - - -	- - - -	- ok - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	die	Melch -	bal - - - - - - - -	zu -	kocha - -	ofängt - -
cd	16083	Bodisch (Bohdašin)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	daß - -	- - - - - -	die	Milch -	bal - - - - - - - -	zo -	kucha - -	ofängt - -
cd	16139	Zwitschin (Zvičina)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ei - -	a	Ufa - - - - - -	doß - -	- - - - - -	de	Melch -	boll - - - - - - - -	ze -	kocha - -	ofängt - -
cd	16154	Großbock (Velká Bukovina)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	ai - -	a	Ufa - - - - - -	doß - -	- - - - - -	de	Melch -	boll - - - - - - - -	zu -	kocha - -	ofängt - -
cd	16179	Schmiedeberg (Kovářská)	1	Tu - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Kuhln - - - - - - -	en - -	-	Ufn - - - - - -	deß - -	- - - - - -	da	Milch -	boll - - - - - - - -	ze -	kochn - -	afängt - -
cd	1626	Tulpeningken (Zarečnoe)	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	em - -	-	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	to -	kake - -	anfängt - -
cd	16276	Waitzengrün (Loučná)	1	Tau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouhln - - - - - - -	in - -	-	Oufn - - - - - -	daß - -	- - - - - -	d'	Mülli -	bald - - - - - - - -	zin -	kochn - -	anfangt - -
cd	1628	Wisborienen (Livny)	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahle - - - - - - -	em - -	-	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	tu -	koake - -	anfängt - -
cd	16298	Sittmesgrün (Mezirolí)	1	Tou - - - - - - - - - - -	- ei - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	-	Uaf'n - - - - - -	daß - -	- - - - - -	-	Mlch -	boal - - - - - - - -	zan -	kochn - -	uafängt - -
cd	16322	Petersdorf (Petrov)	1	Ta' - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuh?? - - - - - - -	in - -	-	Uafn - - - - - -	daß - -	- - - - - -	T	millich -	beu - - - - - - - -	- -	- ſatt -	- - -
cd	16338	Podletitz (Podlesice)	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kulln - - - - - - -	in - -	-	Ufn - - - - - -	daß - -	- - - - - -	d'	Milich -	boll - - - - - - - -	zu -	kochn - -	ofängt - -
cd	16442	Kropitz (Krapice)	1	- - - - Schia - - - - - - -	- eini - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	-	Uafn - - - - - -	da - -	- - - - - -	d'	Milch -	bal - - - - - - - -	- -	- ſöid -	- - -
cd	16470	Ebersfeld (Podlesi)	1	Tou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhel - - - - - - -	in - -	den	Ufn - - - - - -	daß - -	- - - - - -	-	Milch -	bald - - - - - - - -	z -	kochen - -	anfängt - -
cd	16491	Rabensgrün (Haje)	1	Tou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	-	Uafn - - - - - -	daß - -	- - - - - -	d'	Milch -	bal(d) - - - - - - - -	z -	kochn - -	anfengt - -
