Index	Bogennummer	REDE_Namen	Sprache	tu	hinein	etwas	kohle	in1	den	ofen	dass	wird	die	milch	bald	zu	kochen	anfangen
lm	41365	Rimbach-Près-Guebwiller	1	Dua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kola - - - - - - -	in - -	d'r	Ofa - - - - - -	daß - -	- - - - - -	d'	Melch -	bol - - - - - - - -	a -	kocha - -	afangt - -
lm	4142	Stoki	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koal'n - - - - - - -	in - -	-	- - - - - - 'Kach'lan	dat - -	- - - - - -	di	Melk -	balle - - - - - - - -	tu -	koak'n - -	anfängt - -
lm	41460	Rixheim	1	Düa - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	en - -	dr	Ofe - - - - - -	as - -	- - - - - -	d'	Milch -	bol - - - - - - - -	z' -	koche - -	anfangt - -
lm	4152	Stoleczna	1	- - Mo(a)g - - - - - - - - -	- - - -	- - - - - - - - - -	ko(a)hlen - - - - - - -	in - -	'n	- - - - - - Kachlah	dat - -	- - - - - -	die	Melk -	bald - - - - - - - -	to -	ko(a)ken - -	anfängt - -
lm	41566	Ranspach-Le-Bas	1	Thüa - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chola - - - - - - -	in - -	d'r	Ofa - - - - - -	ass - -	- - - - - -	d'	Milch -	boll - - - - - - - -	z -	chocha - -	afoht - -
lm	41598	Lörrach	1	Duä - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chole - - - - - - -	in - -	dr	Ofe - - - - - -	daß - -	- - - - - -	d'	Milch -	bald_bald - - - - - - - -	z' -	chocha - -	afangt - -
lm	4161	Glazow	1	Doh' - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahlen - - - - - - -	in - -	den	Oawe - - - - - -	dat - -	- - - - - -	de	Melk -	ball - - - - - - - -	to -	koake - -	anfängt - -
lm	41623	Hütten	1	Due - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chole - - - - - - -	in - -	-	Ofe - - - - - -	aß - -	- - - - - -	d'	Milch -	bald - - - - - - - -	z' -	choche - -	afangt - -
lm	41653	Largitzen	1	Thue - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	d'r	Ofe - - - - - -	aß - -	- - - - - -	d'	Milch -	bol - - - - - - - -	z' -	- - wälle	afangt - -
lm	4171	Okunie	1	Duch - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koln - - - - - - -	in - -	den	Owen - - - - - -	dat - -	- - - - - -	de	Melk -	- - - - - - - - -	to -	koken - -	anfängt - -
lm	41714	Lucelle	1	Thüa - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chola - - - - - - -	in - -	d'r	Ofa - - - - - -	das - -	- - - - - -	d'	Milch -	bol - - - - - - - -	z' -	chocha - -	afot - -
lm	41785	Höhenrain	1	Dua - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Koin - - - - - - -	an - -	-	Ofa - - - - - -	das - -	- - - - - -	d'	Mili -	bald - - - - - - - -	z' -	kocha - -	anfang - -
lm	41801	Grosshöhenrain	1	Thua - - - - - - - - - - -	- ei - -	- - - - - - - - - -	- - Holz - - - - -	- - -	-	- - - - - - -	daß - -	- - - - - -	d	Milli -	boi - - - - - - - -	- -	- ſiadt -	- - -
lm	41811	Tattenhausen	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koin - - - - - - -	an - -	-	Ofa - - - - - -	da - -	- - - - - -	d	Milö -	boi - - - - - - - -	s -	kocha - -	ofang - -
lm	41819	Ollarzried	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	den	Ofa - - - - - -	daß - -	- - - - - -	die	Mil -	bald - - - - - - - -	zu -	kocha - -	afängt - -
lm	41836	Kaufbeuren	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	d'a	Ofe - - - - - -	daß - -	- - - - - -	d'	Millch -	bald - - - - - - - -	- -	koachet - -	- - -
lm	41845	Denklingen	1	Dua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d	Milli -	bald - - - - - - - -	- -	- ſiadt -	- - -
lm	41855	Raisting	1	Thua - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Kolln - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d	Milli -	bald - - - - - - - -	z -	kochn - -	afangt - -
lm	41872	Baiernrain	1	Dua - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Koin - - - - - - -	in - -	-	Ofa - - - - - -	das - -	- - - - - -	d	Milch -	baid - - - - - - - -	s -	kocha - -	afangt - -
lm	41932	Huglfing	1	Theants - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Kohl - - - - - - -	an - -	-	Of'n - - - - - -	daß - -	- - - - - -	d'	Milli -	- glei - - - - - - -	- -	- ſiet -	- - -
lm	41939	Penzberg	1	Thus - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kui - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	d	Milli -	bold - - - - - - - -	s -	kocha - -	afangt - -
lm	41948	Reichersbeuern	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	dn	Ofn - - - - - -	daß - -	- - - - - -	d'	Milch -	bald - - - - - - - -	- -	- ſieat -	- - -
lm	41953	Parsberg	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	die	Mili -	boald - - - - - - - -	z' -	kocha - -	afangt - -
lm	41963	Kirchdorf am Inn	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koin - - - - - - -	in - -	-	Of'n - - - - - -	daß - -	- - - - - -	d	Mili -	- - - - - - - - -	- -	- ſiat -	- - -
lm	41969	Aschau im Chiemgau-Niederaschau	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Milch -	bald - - - - - - - -	z' -	kocha - -	ofangt - -
lm	41971	Betzigau	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d	Mill -	bald - - - - - - - -	z -	kocha - -	afangt - -
lm	41980	Sulzschneid	1	(D)Thue - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	-	Ofe - - - - - -	daß - -	- - - - - -	d	Mill -	- glei - - - - - - -	- -	- ſuit -	- - -
lm	41986	Steingaden	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	d'n	Ofen - - - - - -	daß - -	- - - - - -	d'	Miehl -	bald - - - - - - - -	z' -	kochen - -	afangt - -
lm	42039	Bayerniederhofen	1	Thum - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Milch -	bald - - - - - - - -	z' -	- ſieda -	- anhebt -
lm	42049	Jachenau	1	Tua - - - - - - - - - - -	- eihi - -	- - - - - - - - - -	Kohln - - - - - - -	an - -	-	Ofn - - - - - -	daß - -	- - - - - -	d	Mülch -	bal's - - - - - - - -	- -	kochn - -	ofangt - -
lm	42056	Unterjoch	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Ofen - - - - - -	daß - -	- - - - - -	d	Milch -	bald_bald - - - - - - - -	z -	kochen - -	anfängt - -
mn	42062	Oberau	1	Dua - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Kuln - - - - - - -	an - -	-	Ofn - - - - - -	daß - -	- - - - - -	d'	Mili -	bol - - - - - - - -	z' -	kochn - -	ufangt - -
mn	42070	Eggstätt	1	Dua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koin - - - - - - -	an - -	-	Ofa - - - - - -	da - -	- - - - - -	d'	Mili -	boid - - - - - - - -	z' -	kocha - -	anfangt - -
mn	42076	Traunwalchen	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohin - - - - - - -	an - -	-	Ofa - - - - - -	da - -	- - - - - -	d'	Milli -	baid - - - - - - - -	's -	kocha - -	onfangt - -
mn	42084	Kirchanschöring	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	- - Holz - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Mile -	bal - - - - - - - -	- -	- ſiadt -	- - -
mn	42116	Ruhpolding	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koihn - - - - - - -	in - -	-	Of'n - - - - - -	daß - -	- - - - - -	d'	Mili -	baid - - - - - - - -	s' -	kochn - -	- a'höbt -
mn	42118	Anger	1	Thua - - - - - - - - - - -	- ahi - -	- - - - - - - - - -	- - Hoiz - - - - -	an - -	-	Ofa - - - - - -	das - -	- - - - - -	d'	Milli -	baid - - - - - - - -	- -	- ſiat -	- - -
mn	42132	Ramsau bei Berchtesgaden	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Mili -	bald - - - - - - - -	z' -	kocha - -	anfangt - -
mn	42140	Hachiville	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuollen - - - - - - -	an - -	den	Uowen - - - - - -	dat - -	- - - - - -	-	Melch -	bal - - - - - - - -	ze -	kachen - -	afengt - -
mn	42166	Niederwampach	1	Deu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koolen - - - - - - -	an - -	den	Uofen - - - - - -	dat - -	- - - - - -	-	Melech -	- - geschwenn - - - - - -	ze -	kachen - -	ufengt - -
mn	42180	Neidhausen	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuellen - - - - - - -	an - -	den	Uowen - - - - - -	dat - -	- - - - - -	-	Melech -	- - - - - - - - -	ze -	kachjen - -	afenkt - -
mn	42236	Ettelbrück	1	Dûong - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kûolen - - - - - - -	ăn - -	dén	Ũowen - - - - - -	dat - -	- - - - - -	-	Méléch -	bāl - - - - - - - -	zé -	kāchen - -	ûofenkt - -
mn	42254	Rambrouch	1	De - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuolen - - - - - - -	an - -	dan	Uofen - - - - - -	dat - -	- - - - - -	-	Melech -	bal - - - - - - - -	ze -	kachen - -	ufengt - -
mn	42302	Eischen	1	De - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuehn - - - - - - -	an - -	den	Ueven - - - - - -	dat - -	- - - - - -	-	Melech -	- - geschwenn - - - - - -	se -	kachen - -	ufengt - -
mn	42316	Hünsdorf	1	Dit - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuelen - - - - - - -	an - -	den	Ueven - - - - - -	dat - -	- - - - - -	-	Melech -	- - geschven - - - - - -	ze -	kachen - -	ufengt - -
mn	42341	Biwer	1	De - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuohlen - - - - - - -	an - -	den	Uowen - - - - - -	dat - -	- - - - - -	-	Melech -	- - geschwen - - - - - -	ze -	kachen - -	ufengt - -
mn	42414	Uewerkuer	1	Dei - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuolen - - - - - - -	an - -	den	Uoven - - - - - -	daß - -	- - - - - -	d'	Melech -	- - geschven - - - - - -	ze -	kachen - -	ufengt - -
mn	42431	Peppange	1	Dong - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuelen - - - - - - -	an - -	den	Uewen - - - - - -	daß - -	- - - - - -	d'	Melech -	- gleich - - - - - - -	ze -	kachen - -	ufängt - -
mn	42469	Schwarzenbach an der Pielach	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofa - - - - - -	dass - -	- - - - - -	d'	Müch -	bald - - - - - - - -	zan -	kocha - -	anfangt - -
mn	42470	Lehenrotte	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in´ - -	-	Ofa - - - - - -	daß - -	- - - - - -	d	Mili -	bold - - - - - - - -	z -	kocha - -	unfungt - -
mn	42472	Thal	1	- - - - - - - - - - Hoaz -	nach - - -	- - - - - - - - - -	- - - - - - - -	- - -	-	- - - - - - -	daß - -	- - - - - -	d'	Müli -	bald - - - - - - - -	zum -	kocha - -	anfangt - -
mn	42477	Grillenberg	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koin - - - - - - -	in - -	-	Ofa - - - - - -	das - -	- - - - - -	d'	Müli -	boid - - - - - - - -	zan -	kocha - -	aufaungt - -
mn	42520	Schneebergdörfl	1	- - - - - - - - - - Hoaz -	- ein - -	- - - - - - - - - -	- - - - - - - -	- - -	-	- - - - - - -	daß - -	- - - - - -	d'	Müli -	bald - - - - - - - -	is -	kocha - -	anfangt - -
mn	42527	Mollram	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	- - -	-	Ofn - - - - - -	doß - -	- - - - - -	dö	Mülch -	bold - - - - - - - -	zan -	Kochan - -	anfongt - -
mn	42532	Frein an der Mürz	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	-	Milch -	bald - - - - - - - -	zan -	kocha - -	anfangt - -
mn	42571	Massing	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	in - -	-	Of'n - - - - - -	dass - -	- - - - - -	d'	Mülch -	bald - - - - - - - -	za -	koch'n - -	anfangt - -
mn	42573	Semmering	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhl'n - - - - - - -	in - -	-	Of'n - - - - - -	das - -	- - - - - -	d'	Müli -	bol - - - - - - - -	zan -	kocha - -	onfangt - -
mn	42587	Feistritz am Wechsel	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuin - - - - - - -	in - -	-	Ofm - - - - - -	daß - -	- - - - - -	d'	Müch -	boid - - - - - - - -	zan -	kocha - -	onfongt - -
mn	42612	Gleichenbach	1	- - - - - - - - - - Hoaz -	noach - - -	- - - - - - - - - -	- - - - feiſt - - -	- - -	-	- - - - - - -	daß - -	- - - - - -	d'	Müli -	boid - - - - - - - -	- -	- aufſuid -	- - -
mn	42635	Weiden am See	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Müli -	bold - - - - - - - -	zan -	- ſui'n -	ao'faongt - -
mn	42637	Nickelsdorf	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuihln - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Mülli -	- - - - - - - - -	zum -	- ſuidn -	anfangt - -
mn	42640	Siegersdorf	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	dö	Müli -	bald - - - - - - - -	zum -	Koch'n - -	anfangt - -
mn	42647	Stotzing	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Müli -	bold - - - - - - - -	zan -	- ſuin -	onfongt - -
mn	42670	Wieselburg (Mosonmagyaróvár)	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Khuin - - - - - - -	in - -	ten	Oufn - - - - - -	tas - -	- - - - - -	ti	Mülich -	poid - - - - - - - -	zum -	kouchn - -	aufaungt - -
mn	42688	Andau	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	- auf -	m	Ofa - - - - - -	daß - -	- - - - - -	die	Müli -	bold - - - - - - - -	zum -	- ſuidn -	ofongt - -
mn	42691	Wiesen	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Müli -	bald - - - - - - - -	- -	- ſoit -	- - -
mn	42701	Baumgarten	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koln - - - - - - -	in - -	d	Ofa - - - - - -	dass - -	- - - - - -	d	Mülch -	bold - - - - - - - -	zum -	- siedn -	anfangt - -
mn	42706	Apetlon	1	Tui - - - - - - - - - - -	- - - -	- noch - - - - - - - -	- schiern - - - - - -	in - -	-	Eoufa - - - - - -	doß - -	- - - - - -	die	Mülli -	bold - - - - - - - -	- -	- soidt -	- - -
mn	42722	Horitschon	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhln - - - - - - -	in - -	den	Ofm - - - - - -	da? - -	- - - - - -	die	Mülli -	bold - - - - - - - -	zu -	kauche - -	anfaungt - -
mn	42728	Holling (Fertőboz)	1	Tui - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuln - - - - - - -	in - -	-	Oufa - - - - - -	tass - -	- - - - - -	d'	Mülli -	pold - - - - - - - -	zan -	- suin -	aufangt - -
mn	42748	Frasnacht	1	Tue - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chohle - - - - - - -	in - -	-	Ofe - - - - - -	dass - -	- - - - - -	d'	Milch -	bald - - - - - - - -	- -	choche - -	afangt - -
mn	42821	Rietli	1	Tö - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chohle - - - - - - -	in - -	-	Ofe - - - - - -	dass - -	- - - - - -	d'	Milch -	- - - - - - - - -	- -	- süt -	- - -
mn	42843	Hohenems	1	- - - - - - - - Würf - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	- denn -	ſüt - - - - -	d'	Milch -	bald - - - - - - - -	- -	- - -	- - -
mn	42850	Bizau	1	Toor - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlo - - - - - - -	in - -	-	Ofo - - - - - -	das - -	- - - kunt - -	d'	Milk -	bold - - - - - - - -	z' -	- ſüdina -	- - -
mn	42856	Riezlern	1	Dua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Chola - - - - - - -	en - -	-	Ofa - - - - - -	daß - -	- - - - - -	d	Milch -	bold - - - - - - - -	z' -	- ſieda -	afod - -
mn	42908	Gamprin	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Melch -	bal - - - - - - - -	z' -	- süda -	afangt - -
mn	42926	Röns	1	Dua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	- - Herd - - - -	daß - -	- - - - - -	d'	Milk -	bald - - - - - - - -	- -	- ſüdt -	- - -
mn	4293	Brielow	1	Duch - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	dän	- - - - - - Kachelahn	det - -	- - - - - -	die	Mlek -	balle - - - - - - - -	tu -	kochen - -	anfangt - -
mn	42933	Buchboden	1	Dua - - - - - - - - - - -	- - - -	- - - - - - - - - -	- - Holz - - - - -	in - -	-	Oafa - - - - - -	dass - -	- - - kommt - -	d	Milch -	boald - - - - - - - -	zum -	- Süda -	- - -
mn	42939	Lech	1	- - muäſchd - - - - - - - - -	- - - -	- - - - - - - - - -	Kollä - - - - - - -	in - -	d'	Offä - - - - - -	daß - -	- - - - - -	d'	Milch -	- - gſchnällei - - - - - -	z -	- 'ſiädä -	- - -
mn	42970	Sargans	1	Tuä - - - - - - - - - - -	- - - -	- - - - - - - - - -	Choulä - - - - - - -	in - -	-	Oufä - - - - - -	ass - -	- - - - - -	d'	Milch -	- gli - - - - - - -	- -	- süüdä -	afout - -
mn	42977	Schruns	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d’	Milk -	bald - - - - - - - -	z’ -	kocha - -	afocht - -
mn	42985	Vils	1	Thua - - - - - - - - - - -	- eini - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	N	Ofa - - - - - -	daß - -	- - - - - -	t	Milch -	bald - - - - - - - -	ze -	kocha - -	afocht - -
mn	43004	Hinterhornbach	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	kohle - - - - - - -	in - -	-	Ofe - - - - - -	daß - -	- - - - - -	d	Milch -	bald - - - - - - - -	z -	- ſiade -	afangt - -
mn	43013	Rinnen	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	-	Ofe - - - - - -	daß - -	- - - - - -	-	Milch -	- glei - - - - - - -	- -	- ſuidet -	- - -
mn	43021	Ehrwald	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Milch -	ball - - - - - - - -	z' -	kocha - -	a'facht - -
mn	43022	Leutasch	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	-	Ofen - - - - - -	daß - -	- - - - - -	d	Milch -	- - - - - - - - -	z -	kochn - -	ufongt - -
mn	43027	Bach	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	dass - -	- - - - - -	-	Milch -	bald - - - - - - - -	- -	kocha - -	anfangt - -
mn	43037	Silzerberg	1	- - - - Schür - - - - - - -	- - an -	- - - - - - - - - -	- - - - - - - -	- - -	-	- - - - - - -	daß - -	- - - - - -	die	Milch -	bald - - - - - - - -	- -	- ſieden -	- anhöbt -
mn	43055	Hatting	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofen - - - - - -	daß - -	- - - - - -	die	Milch -	boald - - - - - - - -	z' -	- siedn -	onfongt - -
mn	4306	Deetz	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahlen - - - - - - -	in - -	'e	- - - - - - Kachelahn	dät - -	- - - - - -	de	Mlek -	balle - - - - - - - -	tu -	kochen - -	anfangt - -
mn	43070	Mils bei Imst	1	Tua - - - - - - - - - - -	- iha - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	-	Ofa - - - - - -	daß - -	- - - - - -	d'	Milch -	bold - - - - - - - -	z' -	kocha - -	- ohöbet -
mn	43122	Unterried	1	Tua - - - - - - - - - - -	- inhi - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	die	Milch -	bold - - - - - - - -	zu -	- ſiaden -	anföcht - -
mn	43133	Holdernach	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohla - - - - - - -	in - -	-	Ofa - - - - - -	as_amol - -	- - - - - -	dia	Milch -	- - - - - - - - -	- -	- suidat -	- - -
mn	43152	Kauns	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koula - - - - - - -	in - -	-	Oufa - - - - - -	daß - -	- - - - - -	d	Mülch -	bold - - - - - - - -	d -	- ſiada -	- ounhöbt -
mn	43161	Unterberg	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohl'n - - - - - - -	in - -	-	Of'n - - - - - -	daß - -	- - - - - -	die	Milch -	bald - - - - - - - -	z' -	kochn - -	anfangt - -
mn	43162	Pertisau	1	Tua - - - - - - - - - - -	- emi - -	- - - - - - - - - -	- - Hoiz - - - - -	in - -	-	- - Hea(r)schd - - - -	daß - -	- - - - - -	die	Milch -	bål̃d - - - - - - - -	- -	- - -	uñfångt - -
mn	43173	Brixlegg	1	Tua - - - - - - - - - - -	- eichi - -	- - - - - - - - - -	Koin - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	d'	Milch -	boid - - - - - - - -	- -	koch'n - -	ufong - -
mn	43183	Penningdörfl	1	Thua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	d	Milch -	boid - - - - - - - -	z -	kochn - -	onfongt - -
mn	4321	Fahrland	1	Duch - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahlen - - - - - - -	in - -	den	- - - - - - Kachahn	det - -	- - - - - -	die	Melk -	balle - - - - - - - -	tu -	kochene - -	anfanget - -
mn	43210	Innsbruck	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	n	Ofen - - - - - -	daß - -	- - - - - -	die	Milch -	båld - - - - - - - -	- -	kochn - -	ånfångt - -
mn	43224	Kolsassberg	1	Tua - - - - - - - - - - -	- eini - -	- - - - - - - - - -	Kohln - - - - - - -	an - -	-	Ofn - - - - - -	daß - -	- - - - - -	d’	Milch -	bold - - - - - - - -	zu -	kochn - -	- unhebt -
mn	43251	Aschau im Zillertal	1	Tu - - - - - - - - - - -	- eine - -	- - - - - - - - - -	Kohlen - - - - - - -	an - -	-	Ofn - - - - - -	daß - -	- - - - - -	die	Milch -	bald - - - - - - - -	- -	- ſied'n -	- oahebt -
mn	43280	Krimml	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koon - - - - - - -	an - -	-	Ofn - - - - - -	das - -	- - - - - -	d'	Müch -	- dlei - - - - - - -	zann -	kochn - -	ufangt - -
mn	43285	Trins	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofn - - - - - -	aß - -	- - - - - -	die	Milch -	bold - - - - - - - -	zu -	kochn - -	- unhöbt -
mn	43288	Dornauberg	1	Tue - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kole - - - - - - -	eni - -	-	Ofen - - - - - -	aß - -	- - - - - -	de	Milch -	- - - - - - - - -	ze -	- ſiedn -	- uhöft -
mn	4329	Steglitz	1	Duch - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koaln - - - - - - -	in' - -	-	- Kacheln - - - - -	det - -	- - - - - -	de	Melk -	balle - - - - - - - -	tu -	kochen - -	anfangt - -
mn	43297	Schmirn	1	Tu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koöhlen - - - - - - -	in - -	-	Ofn - - - - - -	aß - -	- - - - - -	de	Milch -	- glei - - - - - - -	ze -	- ſiedn -	- unhöbt -
mn	43301	Kitzbühel	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koin - - - - - - -	an - -	-	Ofn - - - - - -	daß - -	- - - - - -	d'	Moich -	boid - - - - - - - -	z' -	kochn - -	onfeng - -
mn	43303	Hochfilzen	1	Tuck - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	d	Müch -	baold - - - - - - - -	z' -	koch'n - -	- uhebt -
mn	43310	Saalfelden am Steinernen Meer	1	Dua - - - - - - - - - - -	- ei(n)hi - -	- - - - - - - - - -	Koin - - - - - - -	an - -	-	Ofm - - - - - -	das - -	- - - - - -	d'	Müich -	baid - - - - - - - -	- -	kocht - -	- - -
mn	43315	Werfen	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koin - - - - - - -	in - -	-	Ofn - - - - - -	daß - -	- - - - - -	d'	Milch -	bao'd - - - - - - - -	z' -	koch'n - -	afangt - -
mn	43331	Bramberg am Wildkogel	1	Tua - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koihn - - - - - - -	an - -	-	Ofn - - - - - -	daß - -	- - - - - -	d’	Müich -	båid - - - - - - - -	- -	- soit -	- - -
