Index	Bogennummer	REDE_Namen	Sprache	tu	leg	mach	schmeiß	schütt	stopp	steck	gooi	wirf	krieg	holz	gib	Kohle	Scheid	Holz	Grüß	Feuer	Glut	Brand	Torf	in	op	bei	den	Ofen	Kachel	Herd	Stoof	Küche	Feuer2	Kachelofen	dass	dann	damit	tut	wird	soll	kann	beginnt	geht	die	Milch	Rahm	bald	gleich	geschwind	gauw	schnell	rasch	enta	hortig	vlug	zu	mit	kochen	sieden	wellen	anfangen	anheben	ankommen
de	1842	Warupönen (Fëdorovka)	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k a - l e -	-	-	-	-	-	-	-	e n	-	-	d e n	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k a - k e - -	-	-	a n - f ä ng - t -	-	-
de	18432	Dietmanns	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	o n - f o ng - t -	-	-
de	18441	Schirmannsreith	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - ll i - -	-	b o i d - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s oi n	-	a - - f a ng - t -	-	-
de	18454	Hofern	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	185	Jelnia	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k au - l a -	-	-	-	-	-	-	-	i	-	-	d ä	- au - w a - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b u ll - - -	-	-	-	-	-	-	-	-	t o	-	k au - k e n -	-	-	a - - f ä ng - t -	-	-
de	18508	Gerstenfeld (Ječmeniště)	1	d ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - ll i - -	-	- - - - - -	-	-	-	-	-	-	-	-	z u n	-	k o - ch a - -	-	-	a n - f o ng - t -	-	-
de	18525	Franzen	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b a l - - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	18534	Rosenburg	1	- - -	-	-	-	-	-	-	-	-	-	-	g i b	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
de	18554	Oberdürnbach	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - ll i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z o	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
de	18559	Aspersdorf	1	- - -	l e	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	z u m	-	k o - ch a - -	-	-	au n - f au ng - t -	-	-
de	18607	Damnitz (Damnice)	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d e	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	o n - f o ng - t -	-	-
de	18627	Tracht (Strachotín)	1	- - -	l e ch	-	-	-	-	-	-	-	-	-	-	k u - l - n	-	-	-	-	-	-	-	i n	-	-	-	- u - f - r -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	t i	m ü - l i - -	-	p o l t - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ui t	-	- - - - - - - - -	-	-
de	18637	Saitz (Zajecí)	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k u - l - n	-	-	-	-	-	-	-	i n	-	-	-	- u - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m ü - ll i - -	-	b o l d - -	-	-	-	-	-	-	-	-	-	-	k u - ch - t -	-	-	- - - - - - - - -	-	-
de	18642	Höflein an der Thaya (Hevlín)	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k o - l - -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l e - -	-	b o l d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	o n - f o ng - t -	-	-
de	18672	Stützenhofen	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	-	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	i n s	-	k o - ch a - -	-	-	o - - f o ng - t -	-	-
de	18686	Bernhardsthal	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l - ch -	-	b o l d - -	-	-	-	-	-	-	-	-	z e n	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
de	18701	Pyhra	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	i n s	-	k o - ch a - -	-	-	o m - f a ng - t -	-	-
de	18707	Wilfersdorf	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	n	-	-	-	- o - f e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - - - ch -	-	b o l - - -	-	-	-	-	-	-	-	-	z u m	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
de	18716	Palterndorf	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m ü - ll i - -	-	- - - - - -	g l ei	-	-	-	-	-	-	-	z u m	-	k o - ch a - -	-	-	a n - f o ng - t -	-	-
de	18753	Münchwies (Vrícko)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k auh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- au - f - m -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d a	m i - l i - -	-	- - - - - -	g l ei	-	-	-	-	-	-	-	-	-	k au - ch - t -	-	-	- - - - - - - - -	-	-
de	18759	Bettelsdorf (Solka)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k o - - j n	-	-	-	-	-	-	-	n	-	-	-	- ou - w - n -	-	-	-	-	-	-	d o	-	-	-	-	-	-	-	-	d	m e - l e ch -	-	p o j - - -	-	-	-	-	-	-	-	-	z uo	-	k o - ch - n -	-	-	o - - w e ng - t -	-	-
de	18763	Oberstuben (Horná Stubna)	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	m	-	-	-	- o - f - m -	-	-	-	-	-	-	d o s	-	-	-	-	-	-	b i t	-	d i	m e - l i x -	-	p a l - - -	-	-	-	-	-	-	-	-	-	-	k o - x - ŋ -	-	-	- - - - - - - - -	-	-
de	18767	Krickerhäu (Handlová)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - -	-	-	-	-	-	-	-	ei n	-	-	-	- o - w e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d e	m e - l i ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z o m	-	k o - ch - n -	-	-	- - - - - - - - -	o n h e b t	-
de	18773	Deutsch-Litta (Kopernica)	1	t au -	-	-	-	-	-	-	-	-	-	-	-	k uh - l - -	-	-	-	-	-	-	-	a n	-	-	-	j u - f - n -	-	-	-	-	-	-	d o ß	-	-	-	-	-	-	-	-	d i	m i - l i ch -	-	b o l d - -	-	-	-	-	-	-	-	-	-	-	k u - ch - t -	-	-	- - - - - - - - -	-	-
de	18774	Hochwiesen (Vel'Ké Pole)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k au - l - -	-	-	-	-	-	-	-	a n	-	-	-	- uh - f - n -	-	-	-	-	-	-	d o ß	-	-	-	-	-	-	-	-	d j	m ä - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch - n -	-	-	ou - - w a ng - t -	-	-
de	18786	Sankt Georgen bei Obernberg am Inn	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - m -	-	-	-	-	-	-	d a ß	-	-	-	w i r d	-	-	-	-	d	m i - ll i - -	-	b a l - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia d a t	-	- - - - - - - - -	-	-
de	18800	Hochburg	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	- - - - - -	sch ei d l n	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m i - l i - -	-	- - - - - -	g l ei	-	-	-	-	-	-	-	-	-	- - - - - - -	s i r t	-	- - - - - - - - -	-	-
de	18805	Pischelsdorf am Engelbach	1	t u n	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f e n -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b ö - d - -	-	-	-	-	-	-	-	-	z o n	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	18846	Niederkappel	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f - m -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m ü - l o - -	-	b a l - - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
de	18855	Niederwaldkirchen	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	e n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l - - -	-	b a l - - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s öi d n	-	- - - - - - - - -	ah e b t	-
de	18902	Dorf an der Pram	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f e n -	-	-	-	-	-	-	d a s	-	-	-	w i r d	-	-	-	-	d	m i - l i - -	-	b o l - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s oi d a t	-	- - - - - - - - -	-	-
de	18910	Michaelnbach	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	w i r d	-	-	-	-	d	m i - l i - -	-	b a l - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ö j a t	-	- - - - - - - - -	-	-
de	18923	Alkoven	1	- - -	-	-	sch m ei ß	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - m -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b å i d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	aů - - f au ng - t -	-	-
de	1895	Königlich Damerau	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t e	-	k o - k e - -	-	-	a n - f a nk - t -	-	-
de	18984	Arnberg	1	t u d	-	-	-	-	-	-	-	-	-	-	-	k öa - - - n	-	-	-	-	-	-	-	a n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b o i - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia t	-	- - - - - - - - -	-	-
de	18987	Rackering	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - m -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b aö i d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia t	-	- - - - - - - - -	-	-
de	19003	Pennewang	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - l ö - -	-	b a l - - -	-	-	-	-	-	-	-	-	z o n	-	- - - - - - -	s öa d n	-	a n - f e b - t -	-	-
de	19011	Sipbachzell	1	t ue -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s iöe n	-	a n - f a ng - t -	-	-
de	1904	Pesseln	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oa - l e -	-	-	-	-	-	-	-	ö n	-	-	n e	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e - -	-	-	a n - f a ng - t -	-	-
de	19070	Reichenau im Mühlkreis	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - m -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d	m üi - - - - -	-	b å i - - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s oi n	-	- - - - - - - - -	a n h ö b t	-
de	19080	Gutau	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m üh - l - - -	-	b a l d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	19085	Hackstock	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	au - - f a ng - t -	-	-
de	19096	Traunstein	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	w i r d	-	-	-	-	-	m ü - - - ch -	-	- - - - - -	g l ei	-	-	-	-	-	-	-	-	-	- - - - - - -	s oi d a t	-	- - - - - - - - -	-	-
de	19138	Maria Laah	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - ll i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z u m	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	19144	Haag	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	w i r d	-	-	-	-	d	m ü - - - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s oia t	-	- - - - - - - - -	-	-
de	19154	Amstetten	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - - - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	19163	Wieselburg	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	t	m ü - l i - -	-	b a l - - -	-	-	-	-	-	-	-	-	z u m	-	- - - - - - -	s ie d n	-	- - - - a ng - t -	-	-
de	1919	Groß Gerlauken (Vjazovka)	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	ö n	-	-	d e n	- a - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t o	-	k a - k e - -	-	-	a n - f a ng - t -	-	-
de	19225	Steyregg	1	- - -	l ö g	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f - m -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l - - -	-	b a l - - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s ia n	-	a n - f a ng - t -	-	-
de	19233	Schwertberg	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oio - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m üih - - - - -	-	b ao i d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
de	1924	Pakallnischken (Suvorovo)	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e - -	-	-	a n - f a ng - t -	-	-
de	19245	Bad Kreuzen	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	w i r d	-	-	-	-	d	m i - ll i - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ie d a t	-	- - - - - - - - -	-	-
de	19257	Altenmarkt	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	w i r d	-	-	-	-	d	m ü - l - ch -	-	b o l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s oi d a d	-	- - - - - - - - -	-	-
de	19301	Els	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b a l - - -	-	-	-	-	-	-	-	-	i n s	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
de	19311	Gneixendorf	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	s o n	-	k o - ch a - -	-	-	o - - f o ng - t -	-	-
de	19322	Fels am Wagram	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	e n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	z n	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
ef	19334	Oberhautzental	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oah - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d o s	-	-	-	-	-	-	-	-	d ie	m ü - l i - -	-	b oa l d - -	-	-	-	-	-	-	-	-	z u n	-	k o - ch a - -	-	-	oa - - f oa ng - t -	-	-
ef	19401	Schönbühel an der Donau	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s ia d n	-	a n - f a ng - t -	-	-
ef	19404	Karlstetten	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - - i n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s oi d n	-	a n - f a ng - t -	-	-
ef	19419	Würmla	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k o - - ih n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - ll i - -	-	b ou i d - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s ia d n	-	aou - - f o ng - t -	-	-
ef	19429	Ried am Riederberg	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
ef	19479	Mank	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	- - - - - -	-	-	-	-	-	-	-	-	z a n	-	- - - - - - -	s ia d n	-	a n - f a ng - d -	-	-
ef	19486	Wilhelmsburg	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
ef	19492	Stollberg-Siedlung	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
ef	1953	Pillau	1	d oo -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- a - w e - -	-	-	-	-	-	-	d a tt	-	-	-	-	-	-	-	-	d ee	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t oo	-	k a - k e - -	-	-	a nn - f a ng - t -	-	-
ef	19541	Grub	1	- - -	-	-	-	-	-	-	-	-	-	h oa z	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d ie	m ü - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	- - - - - - - - -	-	-
ef	1956	Patersort (Beregovoe)	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	e n	-	-	e	- a - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t ou	-	k a - k e - -	-	-	a n - f ä ng - t -	-	-
ef	19564	Obergänserndorf	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z u n	-	- - - - - - -	s oi d n	-	o n - f o ng - t -	-	-
ef	19607	Raggendorf	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - ll i - -	-	b o l d - -	-	-	-	-	-	-	-	-	z u m	-	k o - ch a - -	-	-	o n - f o ng - t -	-	-
ef	1962	Bergau (Tzwetkowo)	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	ö n	-	-	n e	- a - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k a - k e - -	-	-	a n - f a ng - t -	-	-
ef	19621	Stillfried an der March	1	t ui -	-	-	-	-	-	-	-	-	-	-	-	k oi - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l - ch -	-	b oi l d - -	-	-	-	-	-	-	-	-	z u n	-	k o - ch a - -	-	-	ao n - f a ng - t -	-	-
ef	19640	Grünau (Grinava)	1	- - -	l e ch	-	-	-	-	-	-	-	-	-	-	kh o - l - n	-	-	-	-	-	-	-	i n	-	-	d e n	- ou - w - n -	-	-	-	-	-	-	t a ß	-	-	-	-	-	-	-	-	t i	m i - l i - -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	k ou - ch - t -	-	-	- - - - - - - - -	-	-
ef	19642	20 Bezirk-Brigittenau	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d	m ü - ll i - -	-	- - - - - -	-	-	-	-	-	-	-	-	z a n	-	k o - ch - n -	-	-	a n - f a ng - t -	-	-
