Ort::REDE_GIDs	Ort::Longitude	Ort::Latitude	Bogennummer	Ort::Name	Ort::Sprache	Transliteration WS34
542985	14,93221691	50,77197058	15847	CHRISTOPHSGRUND (KRYￅﾠTOFOVA ￃﾚDOLￃﾍ)	1	- Dos - Wurt - kom n - - von Harzen. - -
541010	15,15829159	50,77890432	15858	GRￃﾄNZENDORF (HRANIￄﾌￃﾁ)	1	- Do[a?]s - Wurt - ko͜a’ m - - von Harz’n. - -
541608	21,36986045	54,92959481	1588	ALT SUSIMILKEN (TARASSOWKA)	1	- Dee - Wort - kem em - - von Herze - -
543079	15,16928862	50,67533905	15971	PULETSCHNEI (PULEￄﾌNￃﾝ)	1	- Dos - Wurt - kom’ m - - vun Harzn. - -
543083	14,39168331	50,63206481	15975	GRABER (KRAVAￅﾘE)	1	- Dôs - Wôrt - kôm ihm - - vun Harzn! - -
543108	14,62813223	50,58543476	15989	THAMMￃﾜHL (STARￃﾉ SPLAVY)	1	- Dos - Wort - kom ihm - - vun Harzn. - -
543114	14,90460482	50,62283086	15995	PROSCHWITZ (ￄﾌESKￃﾁ PROSEￄﾌ)	1	- Dos - Wurt - kom’ n - - vorn Harzo. - -
543126	15,42528858	50,77531258	16007	HARRACHSDORF (HARRACHOV)	1	- Dos - Wurt - kom’ m - - vu Harzn. - -
543132	15,53	50,68	16015	WITKOWITZ (VÍTKOVICE)	1	- Dos - Wôrt - kô̬m’ n - - von Harzn. - -
543165	15,69389245	50,59885819	16050	FORST (FORT)	1	- Dos - Wort - kōm͡ em - - vo Hazn! - -
543176	15,94353338	50,59404379	16063	GABERSDORF (LIBEￄﾌ)	1	- Dos - Wurt - kom ihm - - vom Herze. - -
543192	16,19811359	50,59375748	16083	BODISCH (BOHDAￅﾠIN)	1	- Dos - Wot - kom - - - vom Heze! - -
543232	15,68710662	50,45583613	16139	ZWITSCHIN (ZVIￄﾌINA)	1	- Dos - Wort - kom ihm - - vo Herza! - -
543256	15,95476147	50,41624184	16154	GROￃﾟBOCK (VELKￃﾁ BUKOVINA)	1	- Dos - Wort - kom (em - - vom Herza. - -
541285	13,05587082	50,43936341	16179	SCHMIEDEBERG (KOVￃﾁￅﾘSKￃﾁ)	1	- Des - Wort - kåm a - - von Harzn. - -
541640	22,56764471	54,97028491	1626	TULPENINGKEN (ZAREￄﾌNOE)	1	- Dat - Woord - köm em - - von Herze! - -
543362	12,57748601	50,27813882	16276	WAITZENGRￃﾜN (LOUￄﾌNￃﾁ)	1	- Söl - Wort - koum ihm - - vom Herzn. - -
541641	22,74958463	54,93330301	1628	WISBORIENEN (LIVNY)	1	- Dat - Woet - kem em - - von Herze! - -
543381	12,81664271	50,27172568	16298	SITTMESGRￃﾜN (MEZIROLￃﾍ)	1	- Däs - Wuat - is nan - - van Herz’n kumma -
543403	13,07091971	50,29350573	16322	PETERSDORF (PETROV)	1	- Des - Wurt - kinnt - - - fann Herzn. - -
543417	13,33150857	50,28046432	16338	PODLETITZ (PODLESICE)	1	- Dés - Wort - is’ n - - van Herzn kumma. -
545775	12,31495822	50,12170839	16442	KROPITZ (KRAPICE)	1	- Dös - Woat - is nan - - vn Heaz’n kumma. -
545875	12,5660173	50,11207273	16470	EBERSFELD (PODLESI)	1	- Dös - - - håt er - - vom Herzn gsågt. -
545897	12,81723239	50,11499453	16491	RABENSGRￃﾜN (HAJE)	1	- Des - Wurt - is ihn - - vån Herzn kumma. -
545929	13,06282229	50,10501819	16523	LINTSCH (HLINEￄﾌ)	1	- S - Wuat - is n - - van Herz’n kumma -
541763	20,82988029	54,91975148	1654	POSTNICKEN (ZALIVNOE)	1	- De - Woat - kem em - - von Herze! - -
547005	13,28661929	50,01766262	16602	KLOTANTSCHEN (KOTANEￄﾌ)	1	- Des - Wojt - kim[t?] ih - - vn Hejzn. - -
547083	13,35918004	50,44766083	16610	TSCHERNOWITZ (ￄﾌERNOVICE)	1	- Das - Wort - ist - - - vusan Herzen kumme. -
547097	13,59572928	50,44732335	16625	HAWRAN (HAVRAￅﾇ)	1	- Des - Woet - kimmt n - - vun Herzn. - -
547107	13,83616126	50,45194726	16636	LIEBSHAUSEN (LIBￄﾌEVES)	1	- Dos - Wort - is’ n - - vun Harzen kumm -
540911	21,06375338	54,89622754	1664	LABAGIENEN/HAFFWINKEL (ZALIVINO)	1	- De - Woat - kem em - - von Harte - -
544619	13,74314777	50,35326555	16670	PRIESEN (BￅﾘEZNO)	1	- Des - Wort - iss n͂ - - von Herzň kumma. -
544637	13,62176599	50,29310664	16689	LIBESCHITZ (LIBￄﾚￅﾠICE)	1	- Des - Wort - is n - - vŏn Herzn kumme -
544671	13,35397155	50,12209626	16725	LESCHKAU (LEￅﾽKY)	1	- Des - Wo̊rd - is ih - - van Härzn kumma -
544773	13,59466133	50,10758345	16739	PSCHOBLIK (PￅﾠOVLKY)	1	Er - - - - hot - - - auß’n Herz’n rausgred! -
544698	14,38722099	50,064376	16751	PRAG-SMICHOW (SMￃﾍCHOV)	1	- Dos - Wort - kam ihm - - vom Herzen. - -
544699	16,994619	50,411871	16755	WEIￃﾟBACH (BￃﾍLￃﾝ POTOK)	1	- Doas - Wurt - ko͜am͜’ m - - vom Hatze.koam - -
544714	16,31555194	50,30491688	16770	SCHEDIWY (ￅﾠEDIVINY)	1	- Dos - Waat - koom m - - vo Harza! - -
540583	16,48013663	50,26863043	16775	FRIEDRICHSWALD (ORLICKￃﾉ ZￃﾁHOￅﾘￃﾍ)	1	- Do͡as - - - ko͡am’ m - - vo Haza. - -
534177	17,24183624	50,25517092	16801	BￃﾖHMISCHDORF	1	- Dos - Wort - kom [e/n?]an - - vo Hazn! - -
