Index	Bogennummer	REDE_Namen	Sprache	IM	DES	-	WINTER	FLIEGEN	DIE	TROCKENEN	BLATTER	LAAB	DURCH	IN	LUFT	HERUM	UMEINANDER	RUND	UMBEI	__parsed_extra
uv	8075	Langebrück	1	Ü m	-	-	W i n d e r - -	f l i e g ̆ n - - - - -	d r	t r e u n g	B l ä t t ' r	-	-	i n	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8092	Frankenthal	1	I m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d i e	t r e u c h e n	B l ä t t e r	-	d ö r c h	-	L u f t	h r ö m - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	821	Bukowiec	1	E m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d e	d r ä g e	B l ä d e	-	d ö r c h	-	L o f t	h ' r e m m e - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8272	Fuchshain	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8289	Nerchau	1	I m	-	-	W i n d e r - -	f l ie g e n - - - - - -	d e	d r e i g e n	B l ä d d e r	-	d u r c h	-	L u f d	h r u m - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	83	Charzykowy	1	J m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d a i	d r ö g e	B l ä d e	-	d ö h	-	L u f t	u m - h ä - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8305	Limbach	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e	t r o i g n	B l ä t t e r	-	d u r c h	-	L u f t	d a r i m - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8321	Mergendorf	1	I n	-	-	W i n d e r - -	f l ie g - n - - - - - -	d e	d r e u c h n	B l ä d d e r	-	d u r c h	-	L u f d	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8345	Rostig	1	I m	-	-	W ie n t e r - -	f l ie g e n - - - - - -	d r	t r e u g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8358	Steinborn	1	I n	-	-	W i n t e r - -	f l ie h - n - - - - - -	d e r	t r o i g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8368	Bernbruch	1	I m	-	-	W i n d e r - -	f l i - e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8505	Dretschen	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o i g e n	B l ä t t e r	-	-	a	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8519	Kittlitz	1	A h n	-	-	W i n t - r - -	f l ie g - n - - - - - -	d d e r	t r o i g ' n	B l a t l	-	-	a	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8532	Kunnerwitz	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8546	Siekierczyn	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d r	d r e u g ’ n	B l ä d d e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8560	Wolbromow	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d ' r	t r e u g ' n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8574	Pieszkow	1	I m	-	-	W ie n t e r - -	f l ie g a - - - - - - -	d i e	t r ä u j a	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8590	Prusice	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d ĭ	t r e u g a	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8614	Ogonowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8716	Förstgen	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r o c k n e n	B l a t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8726	Ober Horka I	1	E n	-	-	W i n t e r - -	f l i e ' n - - - - - -	d e r	t r e u g ' n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8736	Wegliniec	1	E m m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	h e r i m m ! - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8740	Kierzno	1	I m	-	-	W i ng t e r - -	f l ie g e n - - - - - -	d i e	t r o i g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8751	Szczytnica	1	I m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8762	Göllschau (Goliszów)	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d ' r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8777	Bieniowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i	t r o i g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	880	Strzeczona	1	I m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d e i	d r ö g e	B l ä d e	-	d ö	-	L u f t	a r ü m m e - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8852	Klein Priebus	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r e u g e n	B l ä d d e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8858	Okraglica	1	A n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d a r	t r o i g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8865	Koberbrunn	1	A	-	-	W i n t e r - -	f l ie g e n - - - - - -	d r .	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8870	Armadebrunn (Studzianka)	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e h	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8878	Trzmielow	1	I m	-	-	W i n t e r - -	f l ei g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8888	Skladowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	d r e u g e n	B l ä t t e r	-	-	n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	895	Jelencz	1	I m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d e i	d r ö g e	B l ä d e	-	d ö e	-	L u f t	- - - h e r ü m e - - - -	- - - - - - - - - - - -	-	-	-
uv	8972	Cantdorf	1	I m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d i e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8981	Eichwege	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	899	Iwiec	1	J m	-	-	W i n t ä - - -	f l e i g ä - - - - - -	d ä	d r ö g ä	B l ä d ä	-	-	i	L u f t	r ü m ä - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8990	Jedrzychowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9000	Kunzendorf (Kunice)	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	r i m r - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	9015	Chichy	1	A	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o i g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m̄ - - - - -	- - - - - - - - - - - -	-	-	-
uv	9025	Przeclaw	1	I m	-	-	W ij̆ n t e r - -	f l ie g e n - - - - - -	d '	t r o i g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9036	Jakubow	1	E m	-	-	W i n t a r - -	f l ie g e n - - - - - -	d e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9052	Rzeczyca	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r ä g	B l ä t t e r	-	-	e	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	906	Busnia	1	E m	-	-	W i n t e - - -	f l e g e - - - - - - -	n e	d r e g e	B l ä d e	-	-	e n	L o f t	r e m m e - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	9143	Mehlen	1	I m	-	-	W i ng t e r e -	f l i e e n - - - - - -	d i e	t r e h e n	B l a t t e r e	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9152	Dluzek	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e g e	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9163	Bialowice	1	A n ' n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d ĭ	d i r r e n	B l ä t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	9179	Broniszow	1	A	-	-	W i n t e r - -	f l ie g - n - - - - - -	d '	t r e u g '	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9193	Alt Tschau (Stare Żabno)	1	A	-	-	W i n t e r - -	f l ie g e n - - - - - -	d '	t r e u g e	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	920	Lisie Katy	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	d e	d r e g e	B l ä d e r	-	d ö r c h	-	L o f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9200	Grochowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d a r	t r ä g e n	B l ä t t e r	-	-	e	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	9207	Konradowo	1	I m	-	-	W i nn t e r - -	f l ie g e n - - - - - -	d i e	t r a g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9274	Staakow	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	t r e e n	B l ë t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9280	Kaltenborn	1	I m	-	-	W i ng t e r e -	f l ie h - n - - - - - -	d a r	t r e e n	B l a t t e r e	-	-	i n	L u f t	r ĭ m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	9288	Czeklin	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	930	Goczalki	1	E m	-	-	W e n t e r - -	f l ie j e - - - - - - -	d e	t r o c k n e	B l e t t e r	-	d o r c h	-	L o f t	h e r o m m e r - - - - -	- - - - - - - - - - - -	-	-	-
uv	9303	Lubiatow	1	I m	-	-	W ie n t e r - -	f l ie h - n - - - - - -	d i	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r ü mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	9314	Zielona Gora	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9323	Zabor	1	A	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	9335	Ciosaniec	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r u mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	9400	Miloszyce	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9417	Prietzen	1	A m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d r	t r e u g e	B l ä t t e r	-	-	a	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9433	Ujazd Gorny	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d e r	t r e u g a	B l ä t t e r	-	-	e i '	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	9453	Lisowice	1	A	-	-	W i n t e r - -	f l ie g e n - - - - - -	d ' r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9558	Ligota Piekna	1	E m m	-	-	W ie nn d - r - x	f l ie g e n - - - - - -	d i	t r e u g n	B l i ä t t r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	9579	Jenkowice	1	I m	-	-	W ie n t e r - -	f l ie g e n - - - - - -	d e r	t r o i g e n	B l ä t t e r	-	-	e	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9592	Jemielna	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9612	Prawikow	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	9622	Warzyna	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9717	Domanowice	1	E m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	9739	Kamien	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r u k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9760	Krzelow	1	I m	-	-	W i ng t e r - -	f l ie g e n - - - - - -	d e r	t r o i g e n	B l ä t t e r	-	-	ä	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	9775	Staszowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9799	Lazy Wielkie	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e	t r e u g ' n	B l ä t t ' r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	983	Gromaden	1	J m	-	-	W i n t ä - - -	f l e h g ä - - - - - -	d è	d r ö h j ä	B l ä d ä	-	d ö ä c h	-	L u f t	u m h e i h ä - - - - - -	- - - - - - - - - - - -	-	-	-
vw	984	Friedberg	1	I m	-	-	W i n t ä - - -	f l ei j ä - - - - - - -	d ä	d r ö j ä	B l ä d ä	-	-	e	L u f t	- - - - - r ü mm ä - - - -	- - - - - - - - - - - -	-	-	-
vw	9848	Godnowa	1	I m	-	-	W i n t e r - -	f l ei g e n - - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9877	Chroscina	1	A h	-	-	W i n t e r - -	f l ie g - n - - - - - -	d a r	t r e u g ' n	B l ä t t e r	-	-	e	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9891	Gosciejewice	1	I m	-	-	W ie n t e r - -	f l ie g e n - - - - - -	d i e	t r e u g n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e rr i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	99	Trumiejki	1	O e m m	-	-	W i n t e r - -	f l e g ĕ - - - - - - -	d e	d r e g ĕ	B l ä d e r	-	d ö r c h	-	L o f t	- - - - - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	990	Walownica	1	I m	-	-	W i n t e - - -	f l ee g e - - - - - - -	d '	d r ö g e	B l ä d	-	d ö r c h	-	L u f	- - - h e r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
vw	9903	Sonnenfeld (Orpischewo)	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	9919	Wierzowice Male	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	9926	Wodniki	1	I m	-	-	W i n t e r - -	f l i é g e n - - - - -	d i e	t r e u g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
vw	994	Kabat	1	E m	-	-	W i n t e - - -	f l e g e - - - - - - -	d e	d r ö g e	B l ä d n	-	d ö r c h	-	L u f t	r ö m m e - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	9984	Morkowo	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d '	t r e u g	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
vw	54872	Reval	1	J n	-	-	W i n tt e r - -	w l i e j e n - - - - -	-	t r o c k n e s	P l ä ´ t t ä r	-	-	i n	L u f f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
vw	52353	NA	1	E m	-	-	W i n t e r - -	f l ei g e - - - - - - -	d e i	d r e g e	B l ä d e r	-	d ö r c h	-	L o f t	- - - h e r o m - - - - -	- - - - - - - - - - - -	-	-	-
vw	30173	Ajoncourt	2	E n	h i v e r	-	f o ï l l e s	c h a c h e s	-	l ' è r e	-	-	-	-	-					
vw	30197	Vaxy	2	E n	h i v e r ,	-	v e n t	f â	-	f o u i l l a t t e s	-	-	-	-	-					
vw	30214	Bénestroff	2	E n	h i v e r	-	f u y a t s	v o l a n t	-	-	-	-	-	-	-					
vw	30225	Attilloncourt	2	E n	h i v e r	-	s a c h e s	s ' e n v o l e n t	-	-	-	-	-	-	-					
vw	30248	Bezange-La-Petite	2	O n	i v e r	-	f o u i a t t e s	s a c h e s	-	l ' a ī r	-	-	-	-	-					
vw	30254	Maizières-Lès-Vic	2	E n	i v è r e	-	f o u y a t t e s	m ô t c h '	-	l ' â r	-	-	-	-	-					
vw	30268	Richeval	2	D o n s	l ' h i v e r ,	-	f o u i o t t e s ,	c h o c h e s	-	l ' a r	-	-	-	-	-					
vw	30285	Lommerange	2	E n	h u v e r	-	f e u i l l e s	c h o s c h e s	-	l ' a i r	-	-	-	-	-					
vw	30314	Argancy	2	D a n s	l ' h i v è r e	-	f e i l l e s	c h â c h e s	-	l ' a â r e	-	-	-	-	-					
vw	30325	Vernéville	2	L e s	f e u i l l e s	-	v a u l e n t	d a n s	-	h u v e r	-	-	-	-	-					
vw	30351	Ancy-Sur-Moselle	2	E n	h u v e r	-	f o ï l l e s	c h o c h e s	-	l ’ â r	-	-	-	-	-					
vw	30361	Orny	2	E n	h u v e r ,	-	f e y e s	c h a c h e s ,	-	l ' a r	-	-	-	-	-					
vw	30374	Hémilly	2	E n	h i v é r	-	f o ï	s â c h e	-	l ' â r	-	-	-	-	-					
vw	30379	Champenay	2	Ä	l i w ä r	-	F u j o t t	S c h ŏ f f	-	l ' A r	-	-	-	-	-					
vw	30410	La Petite Lièpvre	2	È	l ͜ e v ͜ i è	v o l e n t	s a t c h	f ͜ o u i ̈ ͜ a t t	e n	l ' a i r .	h i v e r	l e s	f e u i l l e s	s è c h e s	l ' a i r					
vw	30421	Montreux-Vieux	2	L e s	f e u i l l e s	-	v o u l a n t	s e i n	-	l ’ h u v i e	-	-	-	-	-					
vw	30429	Xhoffraix	2	O	l ’ h i v e r	-	s è t c h è s	f o ï e s	-	v e n t	-	-	-	-	-					
vw	30436	Pont	2	O	l ' î v i è r ,	-	s è t c h è	f o ï e	-	l '	-	-	-	-	-					
vw	30058	Karkelbeck	3	Z i e m o j e	l ē k e	-	L a p a i	O r ę	-	-	-	-	-	-	-					
vw	30068	Kinten	3	Ź i e m o j	l a k i o j a	-	L a p a i	O r ę	-	-	-	-	-	-	-					
vw	30078	Rudienen	3	Ź i e m ô j è	l ę k	-	L a p a i	p e r	-	-	-	-	-	-	-					
vw	30083	Kolleschen (Kolletzischken)	3	S z i e m o j e	l a k o j	-	L a p a i	i	-	-	-	-	-	-	-					
vw	-54895	Warszawa	10	i m	-	-	w i n t ę r - -	f l ī ̨ e n - - - - - -	d ̥ ē ̨ ə	t r i g ə n ə	b ̥ l ę t ə r	-	-	i n	l i f d	ę r ı ̇ ́ m - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	9746	Kobyla Gora	10	i m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d i e	t r ü c k e n e	B l ä t t e r	-	d u r c h	-	L ü f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
vw	46572	Nebel	11	A m	-	a m b i	W o n t e r a m	f l æ - - - - - - - - -	a	d r ü g	B l æ d e n	-	-	û n	L o g h t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	46636	Hooge	11	J n n a	-	a m b e i	W o n t e r - -	f l i e n a - - - - - -	d e a	d r ü g a	B l ä a	-	d ö e r	-	L o c h t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	46640	Wobbenbüll	11	Ö n e	-	a m b e i	W o n t e r - -	f l i e n e t - - - - -	d e	d r ü g e	B l e e r e	-	d o r c h	-	L o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	46699	Horsbüll	11	A h n e	-	-	W a n t e r - -	f l e h e - - - - - - -	r e	d r ü g e	B l ä r e	-	d ö r	-	L a f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
vw	46759	Oland	11	I n n e	-	a m b e i	W o n t e r - -	f l i n - - - - - - - -	d ö	d r u g g e	B l e h e	-	d ö r	-	L o c h t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	46773	Mönkebüll	11	Ö u n e	-	a m b e i	W o n t e r - -	f l i n n e - - - - - -	d e	d r ö g g e	B l e j e	-	d ö r	-	L o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	46888	Archsum	11	Ö n	-	o m b i	W u n t e r - m	f l o - - - - - - - - -	d e	d r ü g h	B l e e d ’ e n	-	d ö ö r	-	L o g h t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	47862	Helgoland	11	Ū n d e	-	ǒ ́ m b ě ́	W ó n t e r - -	f l ě ́ d d e - - - - -	n e	-	B l ē ́ n	-	-	ū n	l ŏ ̀ c h	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	48241	Wangerooge	11	I n ’ n	-	-	W i n t e r - -	f l u i g e t - - - - -	t	d r u g	B l o d e r	-	d ö r	-	L u f t	h e r d u m - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	F002p	Hindeloopen	11	-	-	-	W i n t e s - -	f l è è n e - - - - - -	d e	f e d r o e g e	b l ò d d e n	-	t r o g	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	B079p	Zurich	11	Y n é	-	-	w i n t e r - -	f l e a n e - - - - - -	d e	d r o e g e	b l ê d d e r	-	t r o c h	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	F036p	Oudemirdum	11	ĭ ́ n e	-	-	w i n t ə r - -	f l é ̲ a n ə - - - - -	d ə	d r o e g ə	b l ḕ d ə n	-	t r ọ ̆	-	l ọ ̆ f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	F003p	Woudsend	11	I e n d e	-	-	w i n t e r - -	f l í e n e - - - - - -	d e	d r ú g e	b l e ̀ ̂ d e n	-	t r ò c h	-	l ò f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	B084p	Wommels	11	I n ' e	-	-	w i n t e r - -	f l e a n e - - - - - -	d e	d r o e g e	b l i d d e n	-	t r o c h	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	F013c	Oudehaske	11	I e n e	-	-	w i n t e r - -	f l e a n e - - - - - -	d e	d r o e g e	b l e d d e n	-	t r o c h	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	B094p	Grou	11	I n ə	-	-	ʋ ɩ n t ə r - -	f l ɩ ' ə n ə - - - - -	d ə	d r u g ə	b l ε : d ə n	-	t r o χ	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	B024b	Wijns	11	I n ə	-	-	w i n t ə r - -	f l ɪ ə n ə - - - - - -	d ə	d r u Ʒ ə	b l e d ə n	-	t r o c h	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	B099a	Opeinde	11	Y n è	-	-	w i n t e r - -	f l e a n e - - - - - -	d e	d r o e g e	b l ê d e n	-	t r o c h	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
vw	B035a	Zwagerbosch	11	Y n d e	-	-	w i n t e r - -	f l ê ê n e - - - - - -	d e	d r o e g e	b l e d d e n	-	t r ò	-	l o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
