Index	Bogennummer	REDE_Namen	Sprache	WS1::TransliterationWS1
st	55109	Kondrajec Szlachecki	1	Em Winter flejen de dreeje Bleder ene Loft rom.
st	-55110	Kicin	1	Em Winta flejer de dröjer Bladä in dä Loft rümmer.
st	55111	Szostka	1	Im Winter jagt der Wind die trockenen Blätter herum.
st	-55113	Kujawka	1	Im Winder fliehn die truckne Blädder in der Luft rum.
st	55116	Osiek	1	Em Winte flege de drege Bläde ene Loft hereme.
st	-55117	Nowe Karwosieki	1	Em Winte flege dei dräche Bliede ene Loft hereme.
st	-55129	Lenie Male	1	Em Winte fleege drege Bläde ene Loft heremme.
st	-55133	Meczenino	1	Em Winter flegi di druckeni Bleder eni Loft herom.
st	-55135	Dzierzaznia	1	Im Winter flieg die trockne Blätter in die Luft umher.
st	-55137	Konary	1	Em Winte feje de dreje Bleade enne Loft rem.
st	-55139	Kozy	1	Im Winte fleege de dröje Bläde in nŏ Luft rümmŏ.
st	55140	Zglowiaczka	1	Altsiedler u. Wolhynier: Im Winter fliegen die trocknen Blätter in der Luft rum. Umsiedler aus Bessarabien: Em Wendar fliagat die trugene Bleddar en dar Luft rom.
st	55163	Grabkowo	1	In Winto flogo de dringe blädo in de Luft rümmer.
st	-55164	Wieslawice	1	Em Winte fleje dej dreje Bläde enne Loft remme.
st	-55166	Budy Borowickie	1	Em Winte fleje de dreje Blede enne Loft rem.
st	-55169	Orszymowo	1	Em Winte fleege dröge Bleede ene Loft remme.
st	-55171	Nowy Dwór Mazowiecki	1	Em Winte fleege de dreege Bläde äne Loft römm.
st	-55173	Kozie Glowy	1	In Winter flen de trege Blätter in de Luft rim.
st	-55177	Brdow	1	Im Winde fluigne die druckene Bladln in de Luft umadum.
st	-55181	Psary	1	Im Winte flēije̊ dēi dröje̊ Bläde̊ inne̊ Luft rümme̊.
st	-55187	Nowa Wies	1	Em Winte flege de drege Bläde enne Loft remme.
st	-55189	Miszory	1	Em Winte fläge de dräge Bläder [e/i?]n ne Loft remm
st	5519	Berka v.d. Hainich	1	Öm Wöunter flih'n de Blötter durch de Loft röm
st	-55191	Secymin Polski	1	(nicht übersetzt)
st	55210	Niechcianow	1	Im Winter fliegen die trockne Blätter in die Luft rum.
st	-55216	Kaptury	1	Em Winter fleje de drej Bliäde en ne Loft römme.
st	-55218	Stare Miasto	1	Im Winter fliehn die trägen Blätter in die Luft rüm.
st	-55226	Tarnowka	1	Im Winter fliegen die trockenen Blätter in der Luft herum.
tu	-55238	Zychlin	1	Im Winter fliegen die vertrockneten Bletter in der Luft herum.
tu	-55240	Kopojno	1	Im Winter fliegen die tregen Blätter in die Luft rum.
tu	55244	Natalia	1	Im Winter fliegen die tre|in Blätter in der Luft herum.
tu	55252	Potrzaskow	1	"Im Winter fliege die trockne Blädder in der Luft herum. "
tu	-55254	Szamow	1	Im Winter flieget die truckene Blätter in der Luft rum.
tu	-55258	Wierzchy	1	Im Winter fliehn die treegen Bläter in die Luft rum.
tu	-55261	Gadowskie Holendry	1	Im Winter flieh'n die trögen Blätter in die Luft riem.
tu	-55262	Turek	1	Im Winter fliegen die trockenen Blätter in der Luft herum.
tu	-55266	Sarbice	1	In Winter fliege de dreje Bläder in de Luft rinne.
tu	-55269	Zimne	1	Im Winte flöge d' dröge Bläde jne Luft reme.
tu	-55270	Leczyca	1	Im Windr fliehen die trockene Blädder in de Luft rum.
tu	55271	Piatek	1	Im Winter fliehen die truckene Blätter herum.
tu	-55300	Goliszew	1	Im Winter fliege die truckne Blätter in de Luft herum.
tu	55305	Poroze	1	Im Winter fliegn die treege Blätter in Wind rim.
tu	-55306	Rzymsko	1	(nicht übersetzt)
tu	-55308	Baldrzychow	1	Im Winter fliegen die trockenen Blätter in die Luft rum
tu	55320	Sanie	1	In Winta fliegn die trockne Blätta in die Luft 'rum.
tu	-55322	Marianow	1	Im Winter fliegen die trocknen Blätter in der Luft herum.
tu	-55326	Jozefow	1	Im Winter fliehn die trege Blätter in der Luft herum.
tu	55330	Morawki	1	In winti flegn drukne Blale in de Luft um
tu	-55331	Rzepiszew	1	In Winter fliegen die trockne Blätter in die Luft herum.
tu	-55338	Justynow	1	Im Winter fliegen de derren Bletter in der Luft rum.
tu	-55344	Slomkow Suchy	1	Im Winter fluingt Bläken i da Luft.
tu	-55349	Markowka	1	Im Winta fliegn die trockne Blätta in die Luft rum.
tu	-55350	Rzgow	1	Im Winter flien die truckene Blädr in der Luft rum.
tu	-55354	Laznowska Wola	1	Truckne Blätter fliegn im Winter in der Luft rum
tu	-55359	Kiebitztal (Kuznica)	1	Im Winter fliegen die trocknen Blätter in der Luft herum.
tu	-55360	Ostrow	1	Im Winter treibt der Wind die trockenen Blätter in die Höhe.
tu	-55361	Wielka Wies	1	Im Winter fliegen die trockenen Blätter in der Luft herum
tu	-55362	Suchcice	1	Di. abgetrocknetn Blätter fallen runtr.
tu	-55363	Siemkowice	1	Im Winter fliegen die truck'nen Blätter in dr Luft herum.
tu	-55365	Dobroslaw	1	Im Winter fliegen die trocknen Blätter in der Luft herum.
tu	-55366	Belchatów	1	Die trocknen Blätter tun im Winter in der Luft herumfliegen.
tu	-55373	Luszczanowice	1	Die trocknen Blätter fliegen im Winter in der Luft herum.
tu	-55375	Ozarow	1	Im Winter fliegen die trockenen Blätter in der Luft herum
tu	-55376	Jaworzno	1	Im Winter fliegen die vertrocknete Blätter in der Luft herum.
tu	-55377	Natolin	1	Am Winter fliegn die treuge Blätter ei der Luft rim.
tu	-55382	Czarny Las	1	Im Winter fliegen die truckene Blätter im Wind herum.
tu	-55383	Huta Stara A	1	Am Winter fliegn de treign Bleeter a de Luft rimm
tu	55384	Myszkow	1	Im Winter fliegn die trockenen Blätter in der Luft herum.
tu	55387	Dabrowa Gornicza	1	Im Winter wirbeln die trocknen Blätter in der Luft herum.
tu	-55389	Kwaczala	1	Im Winter fliehen die druckene Blädder in d'r Luft rom.
tu	-55394	Freistadt (Fryštát)	1	Im Spätherbst wirbeln die trockenen Blätter in der Luft herum.
tu	-55408	Bistritz (Bystrice Nad Olsí)	1	Im Winter fliegt das trockene Laub in der Luft herum.
tu	-55411	Radziechowy	1	Im Winter flejen die truknen Blaler in der Luft umerdum
tu	-55415	Skomlin	1	Im Winter fallen die gelben Blätter all ab
tu	-55416	Kamesznica	1	Im Winter flöig'n die trucknä Plalä in der Luft um.
tu	-55418	Schönwalde (Wrzosy)	1	Em Winte flöche de Bläde em Loft reme.
tu	-55425	Wyszewo	1	Im Wienter fleige dei dröge Bläre inne Luft rümme.
tu	-55522	Nojewo	1	Die trocknen Blätter fliegen im Winter in der Luft herum.
tu	5717	Illeben	1	Im Wäinter fliegen die trocknen Blätter därch die Loft rem.
tu	573	Lykowo	1	Im Wînter fleige dei drö̂ge Blä̂re inne Luft rümme.
tu	5730	Gebesee	1	I’ Winter flein d’ drock’n Blädd’r dorch d’ Loft rem.
tu	5752	Thalborn	1	Im Winter flein die trokn Blätter in der Loft remm.
tu	5774	Nirmsdorf	1	En Winter flein de drocknen Blötter en dr Loft remm.
tu	5810	Crölpa-Löbschütz	1	In Winter fliegen d trucken Blätter in dr Luft rim̄.
tu	5827	Krössuln	1	I Winter fliegen de trucknen Bletter i dr Luft rim.
tu	584	Dunowo	1	Jm Winte fleiga de dröga Bläde dürch dei Luft dürch.
tu	5863	Michelwitz	1	In Wenter fliegen de därrn Blätter dorch de Luft rümhar.
tu	5867	Hollenbach	1	Im Weinder fliegen d'trocknen Blätter in d'r Luft herrimm.
tu	5875	Schlotheim	1	Im Winter flieg'n die därrn Blätter dörch die Luft rim.
tu	6074	Obertopfstedt	1	I Winter fläigĕn de trocken Bletter därch de Loft rimm.
tu	6089	Etzleben	1	I'Winter fleg'n dé trocknen Blätter derch de Loft rim.
tu	6105	Allerstedt	1	In Winter flaihn de drockn'n Blätter dorch de Luft rimm.
tu	6116	Gleina	1	Im Winter flei'n d'e trock'n Blätter in d'r Luft rim.
tu	6129	Kleinkayna/Kleinkaina	1	In Winter flei'n d'e trocknen Blätter durch de Luft rim.
tu	6168	Rehbach	1	In Winter fliegen die trocken Blätter duech die Luft eum.
tu	6171	Mengelrode	1	Im Winter fliegen die triegen Bletter derch die Luft rimmer.
tu	6185	Kirchworbis	1	Im Winter fliegen die trihen Bletter därch die Luft rimm.
tu	6196	Grosswenden	1	In'n Winter fliegen de1) trockn-n Blätter därch de1) Luft umha2)r (härim.)
tu	6341	Auleben	1	Im Winter fliegen dĕ trockn Bletter därch dĕ Luft herim.
tu	6359	Hackpfüffel	1	Im Winter fliëgen d'e trock'n Bletter därch die Luft rim.
tu	6371	Mittelhausen	1	In Winter fliegen dä̆ trocken Bletter in dr Luft rumhar.
tu	6388	Stedten	1	In Winter flei'n d'e trocknen Blatter dorch d'e Luft rum.
tu	6400	Ammendorf	1	I' Winter fliegen die trocknen Blätter dorch de Luft rum.
tu	6418	Glesien	1	Im Winter fliehen die tregen Blätter durch die Luft herum.
tu	6426	Zwinge	1	In Wintere fleiht de drühn Bloa in de Luft rümmer.
tu	6472	Stolberg (Harz)	1	In Winte[r?] fliegen de Bletter derch die Luft umher. (rim̄her.)
tu	6577	Walkenried	1	Jn' Winter flieg'n de trühn'n Blätter in' Liften rimhar.
tu	6593	Königerode	1	In Winder fleg'n d' druck'n Bledd(e)r därch d' Lufd rimmär.
tu	6610	Vatterode	1	In Winter fliegen de trucken'n Bletter in d'r Luft rum.
tu	6630	Freist	1	Im Winter fliegen die trockene Blätter durch die Luft rum.
tu	6656	Drehlitz	1	Im Winter flien die dreen Blätter durch die Luft herum.
tu	6660	Möst	1	Im Winter fliegen die trehen Blätter in der Luft herum.
tu	6682	Ramsin	1	In Winter fliehn d'e dreh'n Bletter indr Luft rum.
tu	6690	Braunlage	1	Jm Winter fleien de dregen Bläder dorch de Luft erum.
tu	6705	Rieder	1	Im WInter fleien de drēen Bläder dorch de Luft rum (rumhär).
tu	6793	Riefensbeek	1	Jm Wintere fleijet dä drögen Bläere in der Luft herüm.
tu	6801	Neuwerk	1	Jn Winter fleihn de drehen Blädere dorch de Luft rum.
tu	6821	Aschersleben	1	Jm Winter flaigen de truckenen Blätter in de Luft rum.
tu	6831	Gröna	1	Im Winter flieen de dreen Blätter durch dei Luft rumher.
tu	6848	Elsdorf	1	Im Winter flien die treen Blätter durch de Luft rum.
tu	688	Pregowo Zulawskie	1	Em Winter fleege de dreege Bläder dorch de Lofft heromm.
tu	6891	Danstedt	1	Jn Winter fleiht de dröhen Blähre in der Luft rum.
tu	6960	Abbenrode	1	In Winter fleihet de drehen Bläer dorch de Luft rum.
tu	6981	Emersleben	1	Jn'n Winter fleiet deh dröen Bläder dorch deh Luft rumher.
tu	6995	Egeln	1	In (In'n) Winter fleien di dröjen Bläder dorch di Luft rum.
tu	7007	Eickendorf	1	Im Winter fleigen de drockenen drögen Bläder dorch de Luft herum.
tu	7022	Kämeritz	1	Jn'n Winter fleh'n die dröhe Bläder dorch die Luft herum.
tu	7033	Natho	1	In'n Winter flehn die treen Bläder inne Luft rum.
uv	7180	Liemehna	1	Im Winter fliegen die dreegen Blätter durch de Luft rimm.
uv	7198	Röcknitz	1	Im Winter fliegen die trocken Blätter durch die Luft rum.
uv	7212	Lausa	1	Im Winter fliegen die trögen Bletter durch die Luft.
uv	7225	Kosilenzien	1	Im Winter fliegen die treegen Blätter durch die Luft rimm.
uv	7246	Kahla	1	Im Winter flieg'n die tregen Blätter durch die Luft herrim.
uv	7253	Ruhland	1	Im Winter fliechen die trocknen Bletter durch die Luft herum.
uv	7263	Lauta	1	Im Winter fliegen die trocknen Blätter in der Luft rum.
uv	7363	Brösa	1	Im Winter fliegen die trögen Blätter in der Luft rum.
uv	7371	Falkenberg	1	In Winter fliegen die dregen Blätter durch die Luft herim.
uv	7384	Rosenfeld	1	Im Winter fliegen trege Blätter in der Luft rum.
uv	7394	Wiederau	1	In n Winter fliegen di treegen Blätter in die Luft rimmer.
uv	74	Gwiezdzin	1	Jm Wintä fleije'd dröhgä Blähde dööd Luft
uv	7412	Lugau	1	Im Winter flien die tregen Blätter durch die Luft herum.
uv	7427	Dollenchen	1	Im Winter fliehn die trugen Blätteo durch die Luft rumm.
uv	743	Rudki	1	Im Winti flege de dröga Bläide döch de Luft herüm.
uv	7435	Petershain/Neupetershain	1	Im Winter fliehn die tregen Blätter durch die Luft rum.
uv	748	Budy	1	Im Wintä flige de dröge Bleide döch de Luft rümme.
uv	7529	Schleesen	1	In'n Winter fli[e?]hen deh drehen Blätter in deh Luft 'rum.
uv	7546	Bleddin	1	In'n Winter fliegen die drehen Blätter durch dę Luft 'rum. (in)
uv	7562	Klossa	1	In'n Winter fliegen de drehen Blätter durch de Luft rimm.
uv	7576	Werchau	1	Im Winter flien die dree̯ Blätter in die Luft imrint.
uv	7586	Wendisch Drehna/Walddrehna	1	In Winter fliehn de drehe Blättere in de Luft rim̄er.
uv	7596	Schlabendorf	1	Im Winter fliehn die treen Blätter durch die Luft rummer.
uv	760	Zakrzewo	1	Im Winta fleige dei dröga Bläde döö dei Luft a rümme.
uv	7688	Straach	1	Im Winter fle-en 1) de dre-en Bläder durch de Luft rum.
uv	769	Nowy Dwor	1	Im Winter fleija dei dröga Bläda döch dei Luft rümma.
uv	7696	Rahnsdorf	1	In Winter flien die träen Blätter in die Luft rum.
uv	7710	Rohrbeck	1	In'n Winter fliehn de dröen Blädere dörch de Luft umme'ring.
uv	7721	Wahlsdorf	1	In dän Winter flien die dreijen Blädere dörch die Luft herum.
uv	7732	Hohendorf	1	In Winter fliehen die dreîen Blätter durch die Luft rum.
uv	7747	Treppendorf	1	Im Winter fliehn die tree[e?]n Blätter durch die Luft rum.
uv	7758	Sacrow	1	In Winter fliehn die truckne Blätter durch die Luft rum.
uv	7964	Zedtlitz	1	Im Wanter fliegen die tereichen Blätter in dar Luft [h/f?]inchar.
uv	7979	Hohnbach	1	In Winter fliegen die treuchen Blätter durch die Luft daorim.
uv	80004	Grindelwald	1	Im Winter fleigen di trockenen Bletter in der Luft umha.
uv	80023	Bosco	1	Ém Wéntar fleigan di trocknu Blattar i dér Luft ummar.
uv	8011	Ziegra	1	In Winter flign de troigen Blätter in der Luft rüm.
uv	803	Lunawy Male	1	Im Winte flege de drege Bläde dörch de Luft herüm
uv	8032	Rausslitz	1	In Winder flieg'n de treuchen Blätter (Blädder) inter Luft 'rimm.
uv	8055	Coswig	1	In Winter fliegn (flieng) de troing Blätter durch de Luft rim.
uv	8075	Langebrück	1	Üm Winder flieğn die treung Blätt'r indr Luft rimm.
uv	8092	Frankenthal	1	Im Winter fliehn die treuchen Blätter dörch die Luft hröm.
uv	821	Bukowiec	1	Em Winte fleige dei dräge Bläde dörch de Loft h'remme.
uv	8272	Fuchshain	1	Im Winter fliegen de tregen Blätter durch de Luft rum.
uv	8289	Nerchau	1	Im Winder fliegen de dreigen Blädder durch de Lufd hrum.
uv	83	Charzykowy	1	Jm Winte fleige dai dröge Bläde döh dai Luft umhä.
uv	8305	Limbach	1	Im Winter flieg'n de troign Blätter durch de Luft darim.
uv	8321	Mergendorf	1	In Winder fliegn de dreuchn Blädder durch de Lufd rüm.
uv	8345	Rostig	1	Im Wienter fliegen die treugen Blätter indr Luft rimm.
uv	8358	Steinborn	1	In Winter fliehn die troigen Blätter in der Luft rim.
uv	8368	Bernbruch	1	Im Winder flien die treugen Blätter in der Luft rim.
uv	8505	Dretschen	1	In Winter fliegen die troigen Blätter a der Luft rüm.
uv	8519	Kittlitz	1	Ahn Wint'r flieg'n de troig'n Blatl adder Luft 'rüm.
uv	8532	Kunnerwitz	1	Im Winter fliegen die treugen Blätter ei der Luft rim.
uv	8546	Siekierczyn	1	Im Winter fliegen de dreug’n Blädder ei dr Luft rimm
uv	8560	Wolbromow	1	Im Winter fliegn d' treug'n Blätter ei d'r Luft 'rim.
uv	8574	Pieszkow	1	Im Wienter fliega die träuja Blätter durch die Luft rim.
uv	8590	Prusice	1	Eim Winter fliega dĭ treuga Blätter durch dĭ Luft rimm.
uv	8614	Ogonowice	1	Im Winter fliegen die trucknen Blätter durch die Luft herim.
uv	8716	Förstgen	1	Im Winter fliegen die trocknen Blatter durch die Luft herum.
uv	8726	Ober Horka I	1	En Winter flie'n de treug'n (troig'n) Blätter ei der Luft rim.
uv	8736	Wegliniec	1	Emm Winter fliegen die treugen Blätter durch de Luft herimm!
uv	8740	Kierzno	1	Im Wingter fliegen die troigen Blätter durch die Luft 'rüm.
uv	8751	Szczytnica	1	Im Winter fliega die treugen Blätter durch die Luft rim.
uv	8762	Göllschau (Goliszów)	1	Im Winter fliegn die treugen Blätter eid'r Luft rim.
uv	8777	Bieniowice	1	Im Winter fliegen di troigen Blätter durch di Luft rim.
uv	880	Strzeczona	1	Im Winte fleige dei dröge Bläde dö dei Luft arümme.
uv	8852	Klein Priebus	1	Im Winter fliegen die treugen Blädder durch de Luft rim.
uv	8858	Okraglica	1	An Winter fliegen die troigen Blätter ei dar Luft rimm.
uv	8865	Koberbrunn	1	A Winter fliegen die treugen Blätter ei dr. Luft rimm.
uv	8870	Armadebrunn (Studzianka)	1	Im Winter fliegen die treugen Blätter eh der Luft herüm.
uv	8878	Trzmielow	1	Im Winter fleigen die treugen Blätter ei der Luft rüm.
uv	8888	Skladowice	1	Im Winter fliegen die dreugen Blätter n der Luft rim.
uv	895	Jelencz	1	Im Winte fleige dai dröge Bläde döe dei Luft herüme.
uv	8972	Cantdorf	1	Im Winter fliehen die trucknen Blätter durch die Luft rum.
uv	8981	Eichwege	1	Im Winter fliegn die tregen Blätter durch die Luft rum.
uv	899	Iwiec	1	Jm Wintä fleigä dei drögä Blädä idä Luft rümä.
uv	8990	Jedrzychowice	1	Im Winter fliegen die tregen Blätter durch die Luft herum.
uv	9000	Kunzendorf (Kunice)	1	Im Winter flien die tregen Blätter durch die Luft rim[r?].
uv	9015	Chichy	1	A Winter fliegen de troigen Blätter ei der Luft rim̄.
uv	9025	Przeclaw	1	Im Wij̆nter fliegen d' troigen Blätter durch d' Luft rim.
uv	9036	Jakubow	1	Em Wintar fliegen de treugen Blätter durch de Luft rim.
uv	9052	Rzeczyca	1	Im Winter fliegen die träg Blätter e der Luft rim.
uv	906	Busnia	1	Em Winte flege de drege Bläde enne Loft remme.
uv	9143	Mehlen	1	Im Wingtere flieen die trehen Blattere durch die Luft herim.
uv	9152	Dluzek	1	In Winter fliegen die trege Blätter durch die Luft rüm.
uv	9163	Bialowice	1	An'n Winter flieg'n dĭ dirren Bläter durch dĭ Luft rimm.
uv	9179	Broniszow	1	A Winter fliegn d'treug' Blätter durch d'Luft rim.
uv	9193	Alt Tschau (Stare Żabno)	1	A Winter fliegen d' treuge Blätter durch d' Luft herim.
uv	920	Lisie Katy	1	Em Winter flege de drege Bläder dörch de Loft herüm.
uv	9200	Grochowice	1	Im Winter fliegen die trägen Blätter e dar Luft rimm
uv	9207	Konradowo	1	Im Winnter fliegen die tragen Blätter durch die Luft rim.
uv	9274	Staakow	1	Im Winter flien die treen Blëtter durch die Luft rum.
uv	9280	Kaltenborn	1	Im Wingtere fliehn die treen Blattere in dar Luft rĭme.
uv	9288	Czeklin	1	Im Winter fliegen die trucknen Blätter durch die Luft herum.
uv	930	Goczalki	1	Em Wenter flieje de trockne Bletter dorch de Loft herommer.
uv	9303	Lubiatow	1	Im Wienter fliehn di treugen Blätter durch di Luft rümm.
uv	9314	Zielona Gora	1	Im Winter flieg'n di trucknen Blätter durch die Luft rum.
uv	9323	Zabor	1	A Winter fliegen die treugen Blätter in der Luft rim.
uv	9335	Ciosaniec	1	Im Winter fliegen die treugen Blätter ei der Luft rumm.
vw	9400	Miloszyce	1	Im Winter fliegen die trucknen Blätter durch die Luft 'rum.
vw	9417	Prietzen	1	Am Winter fliehn die treuge Blätter a dr Luft rum.
vw	9433	Ujazd Gorny	1	Eim Winter fliega d' treuga Blätter ei' der Luft rimm.
vw	9453	Lisowice	1	A Winter fliegen di treugen Blätter ei d'r Luft rim.
vw	9558	Ligota Piekna	1	Emm Wienndrx fliegen die treugn Bliättr durchdi Luft rimm (iä sehr kurz)
vw	9579	Jenkowice	1	Im Wienter fliegen die troigen Blätter e der Luft rim.
vw	9592	Jemielna	1	Im Winter fliegen die trucknen Blätter durch die Luft herum.
vw	9612	Prawikow	1	Im Winter fliegen die treugen Blätter eder Luft rimm.
vw	9622	Warzyna	1	Im Winter flieg'n die treugen Blätter durch die Luft herüm.
vw	9717	Domanowice	1	Em Winter fliegen de treugen Blätter durch de Luft rimm.
vw	9739	Kamien	1	Im Winter fliegen die truknen Blätter durch die Luft rum.
vw	9760	Krzelow	1	Im Wingter fliegen de troigen Blätter ä der Luft rimm.
vw	9775	Staszowice	1	Im Winter fliegen die treugen Blätter durch die Luft herim.
vw	9799	Lazy Wielkie	1	Im Winter flieg'n de treug'n Blätt'r durch de Luft rim.
vw	983	Gromaden	1	Jm Wintä flehgä de dröhjä Blädä döäch dè Luft umheihä /:rümmä:/
vw	984	Friedberg	1	Im Wintä fleijä dei dröjä Blädä e dä Luft rümmä.
vw	9848	Godnowa	1	Im Winter fleigen die treugen Blätter durch die Luft herim.
vw	9877	Chroscina	1	Ah Winter flieg'n die treug'n Blätter e dar Luft rim.
vw	9891	Gosciejewice	1	Im Wienter fliegen die treugn Blätter durch die Luft herrim.
vw	99	Trumiejki	1	Oemm Winter flegĕ de dregĕ Bläder dörch de Loft römm.
vw	990	Walownica	1	Im Winte fleege de dröge Bläd dörch d'Luf herümme.
vw	9903	Sonnenfeld (Orpischewo)	1	Im Winter fliegen die treugen Blätter durch die Luft.
vw	9919	Wierzowice Male	1	Im Winter fliegen die treugen Blätter durch die Luft herim.
vw	9926	Wodniki	1	Im Winter fliégen die treugen Blätter durch die Luft rim.
vw	994	Kabat	1	Em Winte flege de dröge Blädn dörch de Luft römme.
vw	9984	Morkowo	1	Im Winter flieg'n die treug Blätter durch d' Luft rimm.
vw	54872	Reval	1	Jn Wintter wliejen trocknes Plä´ttär in Lufft erum (Wenn Wintter is ….)
vw	52353	NA	1	"Em Winter fleige dei drege Bläder dörch dei Loft herom. "
vw	30173	Ajoncourt	2	En hiver les foïlles chaches volent dans l'ère.
vw	30197	Vaxy	2	En hiver, lo vent fâ volait les fouillattes saches.
vw	30214	Bénestroff	2	En hiver les fuyats volant dans l'air.
vw	30225	Attilloncourt	2	En hiver lesfeuies saches s'envolent en l'air.
vw	30248	Bezange-La-Petite	2	On iver les fouiattes saches volont dans l'aīr
vw	30254	Maizières-Lès-Vic	2	En ivère lé fouyattes môtch' volon dans l'âr.
vw	30268	Richeval	2	Dons l'hiver, les fouiottes, choches tonoyont don l'ar.
vw	30285	Lommerange	2	En huver les feuilles chosches volent en l'air.
vw	30314	Argancy	2	Dans l'hivère les feilles châches voleur dans l'aâre.
vw	30325	Vernéville	2	Les feuilles choches vaulent dans l'ar en huver.
vw	30351	Ancy-Sur-Moselle	2	En huver les foïlles choches volent dans l’âr.
vw	30361	Orny	2	En huver, les feyes chaches, volent dans l'ar.
vw	30374	Hémilly	2	En hivér les foï sâche volont dans l'âr
vw	30379	Champenay	2	Ä liwär li Fujott Schŏff wolon don l'Ar.
vw	30410	La Petite Lièpvre	2	È l͜ev͜iè lé satch f͜ouï͜att volo è l'air. En hiver les feuilles sèches volent en l'air.
vw	30421	Montreux-Vieux	2	Les feuilles saches voulant sein l’air pendant l’huvie.
vw	30429	Xhoffraix	2	O l’hiver les sètchès foïes volent à vent.
vw	30436	Pont	2	O l'îvièr, lè sètchè foïe twèrtchè o l' air.
vw	30058	Karkelbeck	3	Ziemoje lēke ſauſieji Lapai Orę aplink.
vw	30068	Kinten	3	Źiemoj lakioja sausi Lapai Orę aplinku.
vw	30078	Rudienen	3	Źiemôjè lęk ſauſiejie Lapai per Orà.
vw	30083	Kolleschen (Kolletzischken)	3	Sziemoje lakoj ſauſieje Lapai i Ora aplinku.
vw	-54895	Warszawa	10	im wintęr flį̄en (į̄ stark nach ē!) d̥ī trigənə b̥lętər in d̥ę̄ə lifd ęrı̇́m.
vw	9746	Kobyla Gora	10	Die trückene Blätter fliehen im Winter durch die Lüft herum.
vw	46572	Nebel	11	Am Wonteram flæ a drüg Blæden ûn a Loght ambi.
vw	46636	Hooge	11	Jnna Wonter fliena dea drüga Bläa döer dea Locht ambei.
vw	46640	Wobbenbüll	11	Öne Wonter flienet dü drüge Bleere dorch de Loft ambei.
vw	46699	Horsbüll	11	Ahne Wanter flehe dä drüge Bläre dörre Laft herem.
vw	46759	Oland	11	Inne Wonter flin dö drugge Blehe dör dö Locht ambei.
vw	46773	Mönkebüll	11	Öune Wonter flinne de drögge Bleje dör de Loft ambei.
vw	46888	Archsum	11	Ön Wunterm flo de drügh Bleed’en döör (ön) de Loght ombi.
vw	47862	Helgoland	11	Ūn de Wónte(r) flě́dde drī Blḗn ūnne lŏ̀ch ǒ́mbě́/
vw	48241	Wangerooge	11	In’n Winter fluiget dr drug Bloder dört Luft herdum.
vw	F002p	Hindeloopen	11	Wintes (den) flèène de fedroege 1) blòdden trog de loft.
vw	B079p	Zurich	11	Yn é winter fleane de droege blêdder troch de loft.
vw	F036p	Oudemirdum	11	ĭ́n e wintər flé̲anə də droegə blḕdən trọ̆ də lọ̆ft.
vw	F003p	Woudsend	11	Ien de winter flíene dè drúge blè̂den tròch de lòft (och wel lùcht).
vw	B084p	Wommels	11	In 'e winter fleane de droege blidden troch de loft
vw	F013c	Oudehaske	11	Ien e winter fleane de droege bledden troch de loft.
vw	B094p	Grou	11	In ə ʋɩntər flɩ'ənə də drugə blε:dən troχ (d)ə loft.
vw	B024b	Wijns	11	In ə wintər flɪənə də druƷə bledən troch də loft
vw	B099a	Opeinde	11	Yn è winter fleane de droege blêden troch de loft
vw	B035a	Zwagerbosch	11	Yn de winter flêêne de droege bledden trò de loft.
vw	B014p	Paesens	11	Yn e winter fleane de droege bledden troch de loft.
vw	G001b	Appelscha	11	In de winter flenne de droege bledder trog de [Subbstantiv in Scan nicht  lesbar]
vw	46905	Westre	12	Om Wiinter flüer de tör Blad om i Luft.
vw	46914	Sophiental	12	Om Winter fly'er de tör Blǟȫ egjömmel e Luft.
vw	46932	Sonderburg (Sønderborg)	12	I ĕ Winte flüe di tö Blei rundt i e Luft.
vw	46938	Lysabbelholz (Lysabildskov)	12	I e Winder flöie di tör Blad rondt om i n Wä
vw	46939	Toftum	12	Om Winter flyvv'er e' tórr Blaei om i e' Loft.
vw	46948	Hönning (Hønning)	12	NEU (Buchstaben korrigiert): Om Winter flyvver di tór Blai om i æ Luft.
vw	46957	Beftoft (Bevtoft)	12	Om Winter flye de törr Blai omkring a e Luft.
vw	46968	Norder Wilstrup (Nørre Vilstrup)	12	NEU (Buchstaben korrigiert): Om Vinter flyer di tór Blaei om i æ Luft.
vw	47006	List	12	J Winder flyer e tör Blai om i e Loft.
vw	47007	Jerpstedt (Hjerpsted)	12	NEU (Buchstaben korrigiert): Om Winter flyer æ tör Blāi omkring i æ Luft.
vw	47016	Ellum	12	NEU (Buchstaben korrigiert): Om Vinter flÿvver di tör Blaii om i æ Luft.
vw	47029	Kassöe/Kassö (Kassø)	12	NEU (Buchstaben korrigiert): Om Vinter flyer di tór Bläi rundt om i e Luft.
vw	47040	Feldstedtholz (Feldstedskov)	12	Om Winder fly'e de tör Blaed om i ed Luft.
vw	47048	Hagenberg (Havnbjerg)	12	NEU (Buchstaben korrigiert): Om Winde flöie di tö Blai om i e Luft.
vw	47052	Hellwitt (Helved)	12	I e Winter flóie de tór Blai om i e Luft.
vw	47057	Kamptrup (Kamtrup)	12	NEU (Buchstaben korrigiert): Om Vind=deren flÿv=er di tör Blaa=ei omkring egjemmel æ Luft.
