Index	Bogennummer	REDE_Namen	Sprache	WS9Transliteration
fg	23271	Kehrum	1	Ek sin - be de Frau gewest on - heb et - ör - geſeit on - se - - sei - - se - - woll - et - - ör Dochter - ok - segge - -
fg	23284	Hamminkeln	1	Eck bönn - bej de Frau geweßt on - hebb et - öhr - gesaggt un - se - - sagg - - se - - woll - et ok - öhr Dochder - - - seggen - -
gh	23293	Erle	1	Ick bün - bi de Frou wäst un - heb t - öah - sacht un - se - - sach - - se - - woll - t oock - öahre Doachter - - - seggen - -
gh	23343	Göttingen	1	Jck sin - be de Frugge wierst un - häww et - ihr - sagt un - sei - - sag - - se - - woll - t o[a?]k - ihrer Doachter - - - seggen - -
gh	2338	Wenslowischken (Voznesenskoye)	1	Eck sie - bie de Fru gewese onn - hebb et - er - gesegt onn - se - - säd - - se - - wull - ett ok - ere Dochter - - - segge - -
gh	23402	Holtwick	1	Ik sün - bie de Frau wäßt u - hebbe et - öhr - seggt - - - - - - - - se - - woll - eck ohk - ähre Dochter - - - seggen - -
gh	23412	Seppenrade	1	Ick sinn - bi de Frau wiest und - hev t - üähr - seggt und - se - - sag - - se - - wull - t auk - ähre Dochter - - - seggen - -
gh	23419	Davensberg	1	Jit sin - bi de Frau west un - hef t - üöhr - segt un - se - - seg - - se - - woll - et ok - üöhre douchter - - - seggen - -
gh	23426	Vorhelm	1	Jk sin - bi de Frau wiest un - häw et - iähr - segt un - se - - säg - - se - - wull - et auk - iähre Doachter - - - seggen - -
gh	23435	Stromberg	1	Jck sinn - bee de Frau wirsen un - häwe ett - eir - sägt un - se - - sägg - - se - - wull - et auk - er Dochter - - - seggen - -
gh	23453	Stockum bei Coesfeld	1	Jck sinn - bih deh Frau wiäst un - hewwe et - ür - seggt un - seh - - sagh - - seh - - wull - et auk - öre Dochter - - - seggen - -
gh	23466	Nottuln	1	Jck sin - bi de Frau weßt un - hef t - öhr - segt un - se - - sag - - se - - wull - t auk - öhr Dochter - - - seggen - -
gh	23471	Münster	1	Jk bin - bi de Frau wehst un - hew ’t - ehr - seggt un - se - - sagg - - se - - woll - ’t auk - ehre Dochter - - - seggen - -
gh	23478	Einen	1	Ich sinn - bieh de Frau west un - havv t - iah - segt un - se - - segg - - se - - woll - t aouk - iehre Dochter - - - seggen - -
gh	23483	Greffen	1	Jck sin - bie de Frau weßt un - häww et - iähr - säggt un - se - - sägg - - se - - wull - et auk - iahre Dochter - - - säggen - -
gh	23494	Speelberg	1	Ék sin - bej de frau gewäst en - hĕb et - ȫr - geseit en - se - - sei - - se - - woll - et ōk - ör dochter - - - segge - -
gh	23498	Hemden	1	Jk bün - bie de Frau ewest un - heb et - öhr - esegt un - se - - säh - - se - - woll - et ok - öhre Dogter - - - seggen - -
gh	23507	Weseke	1	Ik bün - bi de Frou west un - häbe et - īher - sägt un - se - - säh - - se - - woll - t ok - ära Togter - - - säggen - -
gh	23545	Tüddern	1	Ech bön - bie de Frou geweest en - höbb et - höhr - gesaagt en - sǐe - - sǎgt - - sie - - woll - het ooch - hör Dǒchter - - - segge - -
gh	23566	Porselen	1	Ich bön - be de Frau geweß un - han et - heur - geſaug - - - - - - - - sie - - welt - et och - heur Dochter - - - sage - -
gh	23602	Holzweiler	1	Ech bön - be der Frau gewéß on - han et - ör - gesǟt on - se - - sät - - se - - wöll - et och - ür Dó̄ter - - - sagé - -
gh	23630	Evinghoven	1	Ech bön - bei der Frau gewäs un - hänn et - ihr - gesäht un - se - - säht - - se - - wüll - et och - ihrer Dohter - - - sage - -
gh	23817	Reusrath	1	Ech bön - beï de Frau gewese on - han et - ihr - geseht on - sie - - set - - sie - - wöl - et och - ihre Doter - - - sage - -
gh	23843	(Stolzenberg)	1	Ech bön - bei der Frau geweĕsen on - han et - er - gesäit on - se - - säiht - - se - - wöhl - et och - ehrem Weiten - - - sagen - -
gh	23858	Oberklüppelberg	1	Eck si - bei der Fraue west un - hevve et - ere - saggt un - sei - - saggde - - sei - - wüll - et ock - ehrer Dochter - - - säen - -
gh	23873	Valbert	1	Ieck sie - bie der Frauen wiäst un - heww et - iäre - sagt un - sei - - saggte - - sei - - wüll - et ock - iärer Doggter - - - sien - -
gh	23885	Sporke	1	Jëck sin - bie der Frau wiäst un - heww e´t - ér - saggt un - se - - sagte - - se - - wöll - 't okk - iärrer Dochter - - - sieen - -
gh	23902	Schmallenberg	1	Jck sehi - bäi der Frugge wiäst un - hewwe - - der - sacht un - se - - sachte - - säu - - wöll - t äuk - iährer Dochter - - - siegen - -
gh	23906	Elmpt	1	Ech bönn - be|i de Frau gewäß en - häb et - öhr - geſoug en - sej - - ſoug - - sej - - wou - et og för öhr Dogter - - - se|iggen - -
gh	23922	Helenabrunn	1	Ich bön - be dö Frau gewäes un - haff et - ör - geseit un - sie - - seit - - se - - wo[e?] - et och - är Dauter - - - sagen - -
gh	23933	Weißenberg	1	Éch bön - bëi der Frau gewäß on - han et - er - geseit on - se - - seit - - se - - woll - et och för er Dauter - - - sage - -
gh	2398	Mertensdorf (Tjomkino)	1	Ik sie - bi de Fru gewese on - heb et - er - gesegt on - se - - sed - - se - - wull - et - - er Dochta - ok - sege - -
gh	2409	Trausen (Lipnyaki)	1	I͡Eck sie - bie a Fru gewese uonn - hi|ebb ett - ä - gesi|echt uonn - se - - sed - - se - - wull - ett ock - ära Du͡achta - - - si͡agge - -
gh	24107	Hubbelrath	1	Ech sinn - bei der Frau gewäst on - han et - er - geseiht on - se - - seiht - - se - - woul - et och - üörer Dauter - - - sage - -
gh	24134	Barmen	1	Eck sin - bi de Frau gewesen on - häff et - ähr - geseit on - se - - sait - - se - - woll - et ok - ähre Dauter - - - seinn - -
gh	24156	Delle	1	Eck si - bi dr Frau ewiäst un - häww et - ehr - esacht un - sä - - sachte - - sä - - wöll - ´t ok - iërer Dochter - - - siäggen - -
gh	24167	Altena	1	Īěk sēǐ - bēǐ de Frau wi͡ähn un - hawwe et - i͡är - saggt un - se - - saggte - - se - - woll - et a͡uk - iar Dochter - - - saggen - -
gh	24180	Stockum	1	Jek sëi - bëi diar Frau wiäst un - hewwe et - ier - saggt un - sei - - saggte - - sei - - woll - t ok - iärer Dochter - - - seggen - -
gh	24208	Wall	1	Ek ben - bei de Frau gewähs un - hab et - ühr - geseit un - se - - seit - - se - - wollt - et ok für ihr Dauter - - - seggen - -
gh	24218	Vennikel	1	Ek bönn - b[ei?] de Frau geweß on - höbb et - ohr - gesach on - se - - säi - - se - - woll - et ok - öhr Dohchter - - - seggen - -
gh	2426	Groß Pentlack (Kamenka)	1	Oek sie - be n Weih gewese un - hebb et - er - gesägt un - se - - säd[de?] - - se - - wull - et ok - ehre Dochter - - - säge - -
gh	24336	Berghausen	1	Ech sein - bei där Frae gewäst un - hon s - är - gesaet un - sie - - saet - - sie - - will - 's ö - ährer Dochter - - - san - -
gh	2436	Kowarren (Zaozernoye)	1	Eck si - bi de Fru gewese on - heb et - är - geseggt on - se - - seggt - - se - - wull - et ok - äre Dochter - - - segge - -
gh	24360	Bottendorf	1	Ech sein - bei där Frä gewäh - - - - - - - - - - se hott - gesät - - se - - will - s - - ährer Dochter - öch - sprechen - -
gh	24380	Bergfreiheit	1	Ech benn - bei der Fraa gewä un - hon z - er - gesaat un - se - - saat - - se - - will - s a - ährer Dochter - - - saan - -
gh	24412	Roppershain	1	Ich benn - bei der Fröäh gewäst un - hunn s - r - gesäht un - sei - - säht - - sai - - wäll - s - - ärem Mäjen - ö - sprächen - -
gh	24431	Konnefeld	1	Ich wi͡enn - be͡i der Froh g̰ewähn un - honn s - ähr - g̰esäht - - se - - säht - - se - - wull - s - - ährem Mahnge - öh - sähng - -
gh	24454	Berneburg	1	Ech ben - bi der Frei gewesen on - han es - er - gesähet on - se - - sähte - - se - - well - es au - ehrer Tachter - - - sägen - -
gh	24466	Lüderbach	1	Ich bin - bie där Frau gewäßt un - hon s - err - gesäht un - seh - - säht - - seh - - willt - s au - ährer Tochter - - - säge - -
gh	24490	Züschen	1	Jeck sie - bie derr Frogge wiäst unn - höww et - derr - siägt unn - sai - - siägte - - se - - wöll - t auk - iärrer Dochder - - - sieggen - -
gh	2452	Kleschowen (Kutusowo)	1	Eck sie - bie de Fru gewäse un - heb et - är - gesegt un - se - - säd - - se - - wull - et ok - äre Dochter - - - segge - -
gh	24636	Rhadern	1	Ek sie - bie derr Frogge gewest un - hawwe ett - err - gesecht un - se - - sachte - - se - - wöll - et auch - errer Dochter - - - sägen - -
gh	24659	Buhlen	1	Ech benn - bi da Frogge geweist on - hon s - ’r - gesuit on - seh - - seit - - s‘ - - will - s au - ährer dochter - - - sein - -
gh	2466	Tolkmicko	1	Ök si - bi a Fru gewese onn - heww et - äa - geseggt onn - se - - säd - - se - - wull - e't ok - ära Dochta - - - segge - -
gh	24677	Metze	1	Ech bänn - bi därr Froche gäweist onn - honn s - ähr - gäseit onn - sä - - seidä - - sä - - wolld - äs äu - ährer Dochder - - - seihn - -
gh	24695	Wattenbach	1	Ech bän - bi där Frugge gewähn onn - honn s - ähr - g´sätt onn - sä - - säte - - sä - - woll - 's - - ährer Dōgder - au - sähn - -
gh	24715	Vockerode	1	Ich ben - bie der Frei gwähn oun - hawe äs - err - gseid oun - se - - seide - - se - - weih - es - - ährer Dochder - ei - seien - -
gh	24737	Grosstöpfer	1	Ich benn - bie dähr Fräu gewähst un - hann es - err - gesäht un - seh - - sähte - - seh - - wulle - es äh - ehrer Tochter - - - säge - -
gh	2474	Pierzchaly	1	Ek si - bi a Fru gewese und - hew et - a - gesegt on - se - - säd - - se - - wull - et - - ära Dochta - - - sägge - -
gh	2482	Peterswalde (Piotrowiec)	1	Ek si - bi dena Fru gewese on - hebb et - a - gesegt on - se - - säd - - se - - wull - et uck - era Dochta - - - segge - -
gh	24884	Olsberg	1	Ik sei - bei d'r Frugge waist un - heww et - d'r - sagt un - sai - - sagte - - se - - wöll - t ok - äirer Dochter - - - säggen - -
gh	24901	Sudeck	1	Ick sih - bi der Frugge west un - haww 'et - ehr - 'eseggt un - sei - - seggte - - se - - wöll - t - - ehrer Dochter - auk - segen - -
gh	24917	Braunsen	1	Ick si - bi der Frugge west un - haww et - ehre - segt un - se - - segte - - se - - wöll - t auk - ehrer Dochter - - - sägen - -
gh	24926	Zierenberg	1	Eck bin - bi der Frugge gewest un - hawe et - ihr - gesägt und - se - - sägte - - se - - wolle - et auk - erer Tochter - - - säggen - -
gh	2494	Saruny	1	Öck sie - bi a Fru gewese en - hew et - ä - gesegt on - sö - - söd - - sö - - wull - et ok - ähra Dochta - - - segge - -
gh	24942	Speele	1	Jch ben - bi der Froge geweist - ich ha s - er - geseit und - se - - seite - - se - - wöl - s och - ähren Maichen - - - sein - -
gh	24959	Hermannrode	1	Ek si - be der Fröwe west un - hewe et - öhre - segt un - sei - - seh - - sei - - wolle - et - - öhrer Tochter - ouk - seggen - -
gh	2507	Wojciechy	1	Öck sie - bi a Fru gewese on̄ - hebb et - är - geseggt on - se - - säd - - se - - wull - et ok - ähra Dochda - - - seggn - -
gh	25113	Meiste	1	Jk sin - bui diär Frugge wiäsen un - hewwe et - iähr - saggt un - sai - - saggte - - sai - - wöll - t ok - iährer Dochter - - - seggen - -
gh	25131	Fürstenberg	1	Jck syë - by der Frogge wiëst un - häww et - ihre - sacht un - sei - - sachte - - sei - - wöll - et auk - ihrer Dochter - - - seggen - -
gh	25136	Scherfede	1	Jck säin - bäi dier Frugge wiest un - haww et - ihr - siegt un - säi - - siegte - - säi - - wöll - et ahk - ihrer Dochter - - - sähen - -
gh	25150	Körbecke	1	Jk se͡-i - be͡-i di͡er Fruggen wi͡äst un - habbe et - irr - si͡ägt un - se - - si͡ägte - - se - - wolle - et auk - irre Dochter - - - sähn - -
gh	25163	Gottstreu	1	Ick sü - bi de Frue west und - häwe et - ühr - sägt un - sei - - sü - - sei - - wolle - et ak - ihrer Tochter - - - säggen - -
gh	25179	Esebeck	1	Jk bin - bi dei Fröuen ewest un - heww et - seie - ßecht un - sei - - sä - - sei - - woll - et ok - ihrer Dahter - - - sechen - -
gh	25197	Ebergötzen	1	Eck sinn - bē dä Frouen newest un - hewwe et - seie - secht un - sei - - seh - - sei - - wolle - et āk - ō̈hrer Dochter - - - segg'n - -
gh	25214	Bönninghausen	1	Jk sinn - bui der Froggen wiäsen unn - hew et - iär - sagt unn - se - - sachte - - se - - woll - t ock - iärer Dochter - - - seggen - -
gh	25223	Kirchborchen	1	Jk seī - beī de Froggen wiäst und - häiwe et - ehr - sagt un - se - - sagte - - se - - woll - et auk - ehrer Dochter - - - säggen - -
gh	25343	Siebenstern	1	Jk sin - biä dai Fruggen wäst und - häww et - ihr - siägt und - sei - - säh - - sei - - woll - iät ak - irrer Dochter - - - seggen - -
gh	25354	Bruchhausen	1	Jk sin - bä r Fruggen wiäst un - hewwe et - ur - seggt un - se - - seh - - se - - wull - et auk - örer Dochter - - - seggen - -
gh	25363	Schönhagen	1	Ek [b?]in - bi der Fruen ewest un - hefo et - ör - eseggt un - se - - sê - - se - - wolle - et ok - örer D[a?]chter - - - seggen - -
gh	25373	Oldenrode	1	Ek sin - bei-i de Friun west un - hew et - er - segt un - sei - - sië - - sei - - woll - et ak - ühre Dochter - - - seggen - -
gh	25391	Marke	1	Eck sin - b(äi) der Fr(üu)en west un - hewwe et´t - er - segt un - sei - - s(eä) - - sei - - woll - et - - ührer Dochter - (öau)k - seggen - -
gh	25407	Westerwiehe	1	Jk sin - bi de Fruggen wiäsen un - häww et - iär - sägt un - se - - sägte - - se - - wull - t - - iär Löüt - - - seggen - -
gh	25514	Haustenbeck	1	Eck sinn - bü der Frugjen west un - häw et - ehr - segt un - se - - seh - - se - - woll - et auk - ehrer Dochter - - - seggen - -
gh	25522	Heesten	1	Eck sin - büi der Fruggen west un - heww et - ühr - segt un - seu - - seh - - seu - - woll - t auk - ührer Dochter - - - seggen - -
gh	25543	Rischenau	1	Eck sin - bo͡-i der Fri͡-un wesen un - häw̄e ät - är - säggt un - seu - - seh - - seu - - woll - ät auk - ärer Dochter - - - säggen - -
gh	25560	Lobach	1	Eck sin - beu dä Fruen west un - höbe et - ähr - segt un - sei - - sä - - sei - - woll - t - - ühre Dochter - - - seḡen - -
gh	25579	Wenzen	1	Eck sinn - bäi der Friuen west un - hewwe ´t - ´r - seggt un - se - - se-e - - se - - woll' - ett auk - öhrer Dochter - - - seggen - -
gh	25596	Ackenhausen	1	Eck sinn - beui der Fruien west un - heww et - sei - segt un - sei - - sähe - - sei - - wolle - et auk - ühre Dochter - - - seggen - -
gh	25607	Wolfshagen im Harz	1	Eck bin - bä͡i dĕ Fri͡u ͡ĕwest un - hĕw et - sei - seggt un - sei - - sähĕ - - sei - - woll - et u͡͡ok - ehrer Dochter - - - seggen - -
gh	25798	Kell	1	Ech wor - bei de Fra jewes un - han et - ihr - jesoht un - se - - soht - - se - - wöll - et - - ehrem Mädche - - - sohn - -
gh	25824	Stromberg	1	Ech sein - bei derr Frau gewese on - hann - - ihr ett gesot und - sei - - sote - - sei - - well - et och - ihrer Dochter - - - sohn - -
gh	25845	Staudt	1	Ech sein - bei dea Frau gewest un - hon et - iha - gesoht un - se - - soht - - se - - woll - et och - ihr(a) Doogta - - - sohn - -
gh	2586	Jurkiszki	1	Eck sie - bi de Fru gewese un - heb ött - er - gesägt un - se - - säd - - se - - wöll - ött ok - äre Dochter - - - sägge - -
gh	25876	Steinbach	1	Eich sinn - bei derr Fra gewese un - hun es - ehr - gesa(ut un - se - - sat - - se - - woulle - es ach - ihrer Tochter - - - san - -
gh	25904	Höfen	1	Ich bön - beï derr Frau geweßt on - han ät - herr - gesaat on - siä - - saat - - se - - wööt - ät ooch - dem Mättchen - - - san - -
gh	25914	Gemünd	1	Ich sė - bei de Frau gewäeß on - haan et - ihr - gesaat on - he͡i - - saat - - se - - woll - et ooch - ihrer Do͡etter - - - saage - -
gh	2602	Maciejowieta	1	Jck si - bi de Fru gewese un - heb et - er - gesegt un - se - - s(ä)d - - se - - wull - et ok - äre Dochter - - - segge - -
gh	26141	Iversheim	1	Ich sen - bei däe Frau gewäes on - han et - iä - jesaht on - se - - saht - - se - - wöll - et ochch - ihre Doechte - - - saje - -
gh	26155	Gelsdorf	1	Ech senn - be de Frau geweas on - han et - - - gesad un - se - - sad - - se - - wöll - et - - ihre Tuechte - - - sage - -
gh	26178	Ohlenberg	1	Ech senn - bei der Frau jewes on - han et - ihr - gesoht on - sie - - soht - - se - - woll - 'et och - ihrer Dochter - - - sohn - -
gh	26205	Seifen	1	Ech sen - bei der Frau jeweßt un - han et - ihr - jesoht un - se - - sohte - - se - - wöll - et och - ihrer Doochter - - - sohn - -
hi	26228	Gehlert	1	Ich sei' - bei der Fra gewest en - hun es - ihr - gesät en - sei - - sa't - - se - - wollte - es auh - ihrer Tochter - - - sa'n - -
hi	26261	Waigandshain	1	Äich sei - bëi d'r Fra gewäst enn - hon et - - - gesoat enn - se - - soat - - se - - will - t ach - ihrem Madche - - - sohn - -
hi	26283	Sinn	1	Aich sei - bei derr Fra g'west on - ho es - ihr - gesaht - - - - - - - - se-i - - wollt - es āch - ihrem Madge - - - son - -
hi	26312	Venwegen	1	Ech bön - bei de Frau gewäs on - han et - ehr - gesaht on - sä - - saht - - se - - wöh - et och - de Dohter - - - sage - -
hi	26324	Üdingen	1	Ich bön - beï dia Frau gewiäß on - han öt - ihr - gesaht on - seï - - saht - - seï - - wöhl - et och - ihre Duate - - - sahn - -
hi	26351	Borr	1	Ech bönn - bei däa Frau gewäß on - hann et - e - gesàt on - sei - - säht - - se - - wöll - et och - ihre Tohete - - - sage - -
hi	26578	Roisdorf	1	Ech benn - beī dä Frau gewäß onn - hann et - ihe - gesät onn - se - - sät - - se - - wol - et och - ihre Doichte - - - sage - -
hi	26604	Geistingen	1	Ech senn - bei där Frau gewäs on - hann et - ihr - gesaht on - se - - säht - - sie - - wöll - et och - ihrer Doochter - - - sage - -
hi	26627	Herchen	1	Ech siehen - bei der Frau gewehes o - hän et - ieher - gesoht on - sie - - soht - - sie - - wöll - et och - ihrer Dogter - - - sägen - -
hi	26642	Mittelhof	1	Ech senn - bi dr Frau jewerst on - hann et - dr - jesat on - sie - - sa - - se - - woll - et - - ihrer Dochter - - - san - -
hi	26664	Wilden	1	Ech säng - bej d'r Frau geweäst on - hahn et - ehr - gesät on - sie - - säde - - se - - well - et och - ehrer Dochter - - - säh - -
hi	26683	Straßebersbach	1	Ech sei - bei dr Fraa gewäst on - ho s - r - gesaat on - se - - sad - - se - - wehl - s ach - ihrm Madche - - - sa - -
hi	26712	Mariagrube	1	Ich benn - be)i de Fraů gewähe onn - hann et - hör - geſaht on - se)i - - ſaht - - se - - wöll - het - - hör To)eter - - - saagn - -
hi	26734	Niederzier	1	Ich ben - bei däa Frau gewées on - han et - ihr - geſat on - sei - - ſät - - se - - wot - et och - ihrer Doader - - - sage - -
hi	26753	Horrem	1	Ich benn - beei der Frau gewäeß onn - hann et - ihr - gesaht onn - se - - säht - - se - - wöll - et och - ihrer Dohter - - - sahge - -
hi	2676	Rygarby	1	Öck sie - bi a Fru gewese on - hebb - - a - geseggt on - se - - seggt - - se - - wull - et - - era Dochta - - - segge - -
hi	26763	Poll	1	Ich benn - bei dä Frau gewähß unn - hann et - ihr - gesaat unn - sie - - säht - - sie - - wȫll - et ōch - ihrer Dŏochter - - - sage - -
hi	2691	Kolwiny	1	Ek sie - bi a Fru gewese ŏn - hebb et - är - geseggt ŏn - sĕ - - sed(e=ä) - - sĕ - - wull - ĕt ock - ära Do͡achta - - - segge - -
hi	27003	Heiligenhaus	1	Ech benn - bëj dä Frau gewáest on - hann ét - er - gesäht ōn - se - - säht - - se - - woll - et - - ihrer Dŏochter - - - sagen - -
hi	27025	Faulmert	1	Ech seng - bi der Frau geweëst on - han et - ihr - gesaht on - se - - sahte - - se - - wöll - et och - er Dohter - - - sahen - -
hi	2703	Srokowo	1	Ock sih - bih der Fruh gewese on - häbb ött - er - gesäggt on - sö - - sähd - - sö - - wull - ött ohk - ährer Dachter - - - sägge - -
hi	27038	Hahnseifen	1	Ech sing - bi der Frau geweßt un - han et - ihr - gesaht un - se - - sahte - - se - - wöll - et och - ihrer Tohter - - - sahn - -
