Index	Bogennummer	REDE_Namen	Sprache	WS9Transliteration
mn	42520	Schneebergdörfl	1	I bi - bei da Frau gwen u - hob 's - ihr - g'sogt u - sie hot - gsogt - - sie - - wül - 's a - ihrer Tochter - - - sogn - -
mn	42527	Mollram	1	I bin - bei da Frau gwen u - hob - - ihr 's gsogt u - sie hot - gsogt - - sie - - wird - 's a - ihra Tochta - - - sogn - -
mn	42532	Frein an der Mürz	1	I bi - ba da Frau gwest und - han - - ihr s gsagg und - sie hat - gsagg - - sie - - will - s a - ihra Tochta - - - sagn - -
mn	42571	Massing	1	J bin - ba der Frau g'wen u - håb 's - ihr - g'sågt u - - - - - - - sie - - - soagt 's a - ihra Tochta - - - - - -
mn	42573	Semmering	1	I' bin - bei da Frau g'wes'n und - hob 's - iha - g'sogt und - sie - - sogt - - sie hol - - - 's a' - ihra Tochta - - - so'gn wull'n -
mn	42587	Feistritz am Wechsel	1	I bi - ba da Frau gwen u - hob s - ihr - g'sogt und - sie hot - g'sogt - - sie - - wü - s - - ihra Tochta - a - sog'n - -
mn	42612	Gleichenbach	1	I bi - bei da Frau gwen und - how - - ia s gsog und - sie hout - gsog - - sie - - wia[d?] - s - - ihra Tochta - schou - song - -
mn	42635	Weiden am See	1	I bin - bei da Frau g'wäis'n und - hob - - iah - gsogt und - sie hot - gsogt - - sie - - wüll - 's a - iahra Tochta - - - sogn - -
mn	42637	Nickelsdorf	1	I bin - bei der Frau gweßt und - hob - - iä s gsogt und - sie hot - gsogt - - sie hot s wülln - - a - ihrer Tochte - - - sogn - -
mn	42640	Siegersdorf	1	I bin - bei da Frau g'wes'n und - håb 's - ihr - g'sågt und - sie håt - g'sågt - - sie - - wird - 's a - ihra Tochta - - - såg'n - -
mn	42647	Stotzing	1	I bin - bei da Moam gwest und - hoat - - ihr s gsogt und - sie - - sogt - - sie - - wird - s - - ihrn Mensch - a - sogn - -
mn	42670	Wieselburg (Mosonmagyaróvár)	1	I pin - pa da Frau kwēizn und - hop s - ia - ksogt und - sī hot - ksogt - - si[?] hot - - - s - - iara Touchta - ā - sougn wöüln -
mn	42688	Andau	1	I bin - bei da Frau gwesn - i hob - - ihr s gsogt und - sie - - sogt - - sie - - wül - s - - ihren Mensch - - - sogn - -
mn	42691	Wiesen	1	I bin - boa da Moam gwen und - håb - - ihr s gsågt und - sie håt - gsågt - - sie - - wird - s scho - ihra Dirn - a - sågn - -
mn	42701	Baumgarten	1	I bin - ba da Moam gwesn und - hob - - ia - gsogt und - sie - - sogt - - sie hot s wolln - - - - ihra Tochta - - - sogn - -
mn	42706	Apetlon	1	I' bin - ba' da' Frau gweisn und - how - - ier s gsogt und - sie heout - gsogt - - sie - - wüll - s a' - iehra Tochta - - - sogn - -
mn	42722	Horitschon	1	I bin - bēi der Frau gwēin und - hob - - ihr s gsogt und - sie - - sogte - - sie - - wollt - es auch - ihrer T - - - sogn - -
mn	42728	Holling (Fertőboz)	1	I pin - pa da Frau gw(é)in und - hob - - ia s gsokt und - si hot - gsokt - - si - - wiad - s - - is Tian - a - sogn - -
mn	42748	Frasnacht	1	I bin - bi de Frau gsi ond - han - - er es gsat ond - si hätt - gsat - - si - - wöll - 's au - ihrer Töchter - - - säge - -
mn	42821	Rietli	1	I bi - bi de Frau gsee ond - hann - - er s gsäd - do - hed si gsad - - si - - well - s au - erne Mätel - - - säge - -
mn	42843	Hohenems	1	I bi - bi d’r Frou gsi und - han - - er es gset - do - het sie gset - - sie - - well - ’s - - ihrem Moatle - o - sega - -
mn	42850	Bizau	1	J beo - bi m Wīb gsinn und - heon - - or s gsejt und - si hat - gsejt - - si - - wull - s - - dr Vōtlo - ou - seigo - -
mn	42856	Riezlern	1	I bi - be dem Wib gse ond - ha - - er es gsaid ond - schi hed - gseid - - schi - - well - s au - ihrer Maika - - - sä̊ga - -
mn	42908	Gamprin	1	I bi - bi m Wib gsie un - han - - ar as gset u - sie het - gset - - sie - - well - s o - ihrem Motle - - - säga - -
mn	42926	Röns	1	J bin - be em Wiib xie und - han - - ar as gset - do - hät se gset - - sie - - well - s - - am Maedle - - - säga - -
mn	4293	Brielow	1	Ick bin - bei die Fraue west und - hebb et - er - esät und - sie - - sedde - - sie - - woll' - et ock - ähre Dochter - - - seggen - -
mn	42933	Buchboden	1	Ich bi - be der Frau gse und - hand - - r es gsait und drnoch - hät scht sait - - schai - - wöll - s - - da Maiga - - - säga - -
mn	42939	Lech	1	I bĩ - bi m Wib gsäĩ on - hå - - r as gsaid on - schi hed 's g'said - - schi - - wel - is - - d'r Mai[k?]hi - - - sägä - -
mn	42970	Sargans	1	I bi - beï dr Frau gsi und - haan - - er es gseit und - sii hät - gseit - - si - - wäll - s au - ihrä Tochtr - - - säägä - -
mn	42977	Schruns	1	Jch bin - bi d’r Fau gso und - hon - - ar as gset und - sie hot - gset - - sie - - welli - ’s o - ihrem Meigi - - - säga - -
mn	42985	Vils	1	I bi - bai der Frau gwösa und - hob 'es - iar - g'sogt und - sie - - sogte - - sie - - wear - s scho - ihrer Tochter - - - sogn - -
mn	43004	Hinterhornbach	1	I bi - bei m Wai gwöst und - hon - - er s gsat und - sie håt - gsat - - sie - - wöll - s och - ihrm Madle - - - såge - -
mn	43013	Rinnen	1	I bi - be̊ der Frau gwest und - hon - - er s gseet und - sie hot - gseet - - sie - - werd - s o in ihre̊m Madle̊ - - - soge̊ - -
mn	43021	Ehrwald	1	I bin - bo m Weib g'wösa un - hon - - ihn is g'söt - - ös håt - g'söt - - ös - - will - 's ou - seir Tochter - - - sagå - -
mn	43022	Leutasch	1	I bin - bei dr Frau gwösn un - hun s - ihr - gsöt un - sie hott - gsöt - - sie - - weard - s o - der (Madl) - - - sagn - -
mn	43027	Bach	1	I bi-n - bei der Frau gwöst und - hån-n - - iar - gsågt und - si - - sågt - - si - - will - 's auch - ihr Tochter - - - såga - -
mn	43037	Silzerberg	1	I bin - bei der Frau g'wös'n und - hånn - - ihr 's gsöt und - sie håt - gsöt - - sie hei 's wöll'n - - o - ihr'n Madlen - - - såg'n - -
mn	43055	Hatting	1	I bin - ba dar frau gwösn und - hun - - ihr s gsöt und - sie hoat - gsöt - - sie - - will - s a - ihrer Tochter - - - soagn - -
mn	4306	Deetz	1	Ick bin - bei die Frau'e west un - hebbe - - öhr - h'sedt un - die - - sedde - - die - - will - t ok - öhre Dochter - - - seggen - -
mn	43070	Mils bei Imst	1	I bin - bei dear Frau gwösa und - hon s - iara - gsöt und - sie - - söt - - sie - - wöll - s o - iara Tochter - - - soga - -
mn	43122	Unterried	1	I bin - bei m Weibe gwes'n und - hon 's zu ar - gsöt u - sie hot - gsöt - - i - - weard - s schon - an Madlen - - - sogn - -
mn	43133	Holdernach	1	I bin - ba n Weib gwößt u - hon - - a vas gsöt u - sie hat - gsöt - - sie - - wöll - s schua - dar Tochter - - - soga - -
mn	43152	Kauns	1	I bin - bei dr Frau gwösa und - hon - - ar as gsöt und - sie hot - gsöt - - sie - - wöll - s ou - (iarm Madla) - - - souga - -
mn	43161	Unterberg	1	I bin - ba der Frau g'wôs'n und - hun s - ihr - gsag und - sie hat - gsag - - sie - - will - 's a - ihrn Madl - - - seg'n - -
mn	43162	Pertisau	1	I biñ - bei der Frau gwesn und - huñ - - ihr s gsågg und - sie had - gsågg - - sie - - weadscht - s schu - ihrn Diandl - - - sågn - -
mn	43173	Brixlegg	1	I bi - bei da Frau gwösn und - hon s - ia - gsogg und - sie - - sogg - - sie - - mecht - s - - ian Diandl - - - sogn - -
mn	43183	Penningdörfl	1	I bi - bei da Frau gwesn und - hob 's - ihar - gsogt u - sie hat - gsagt - - se - - wollt - es a - ihrer Tochta - - - sogn - -
mn	4321	Fahrland	1	Ik bin - bei d'e Fraue west un - hebb et - öer - säet un - s'e - - seggte - - s'e - - wolle - et ok - öere Dochter - - - seggen - -
mn	43210	Innsbruck	1	I bin - bei der Frau gwösn u - håb s - ihr - gsagg und - sie håt - gsågg - - sie - - weard - s a - ihrer Tochter - - - sågn - -
mn	43224	Kolsassberg	1	I bin - bei der Frau gwesn u - hen - - ihr s gsågt u - sie håt - gsågt - - sie - - will - ’s a - der Tochtar - - - sågn - -
mn	43251	Aschau im Zillertal	1	I bin - bei der Gsellin gwesn und - hun - - iar - gsagt und - sie hat - gsoat - - ih - - wer - s oaht_schoa - mei Töchter - - - soagn - -
mn	43280	Krimml	1	I bi - ba da Frau gwesn und - hu s - ia - gsågt und - sie hat - gsågt - - sie - - - ság s - - ihra Tochta - a - - - -
mn	43285	Trins	1	I bin - ba der Frau gewósn und - - - - - - - - - sie hot - gsôht - - sie - - weard - s a - ihrn Madl - - - sogn - -
mn	43288	Dornauberg	1	I bi - bei dr Frau gewösn u - hu s - ihr - xoat u - sie hôt - xoat - - sie - - weach - z a - dr Tôcht(e)r - - - sogn - -
mn	4329	Steglitz	1	Ick bin - bei de Fraue jewest un - hälb et - öhr - jesährt un - se - - sährt - - se - - will - t ok - öhre Dochtere - - - seihen - -
mn	43297	Schmirn	1	I bin - bei der Frau gewösn und - hun s - ihr - gsöt und - sie - - söt - - sie - - wüll - s a - ihr To̊chter - - - sogn - -
mn	43301	Kitzbühel	1	I bi̊ - bei då Frau gwe̊sn und - hu s - i͡a - gso̊g und - si håd - gso̊g - - si - - wo͡i - s a - i͡an Di̊rndl - - - so̊gn - -
mn	43303	Hochfilzen	1	I bin - ba da Frau gwe̊s'n u - håb 's - ihr - gsågt u - sie håt - gsågt - - sie - - will - 's a - ihrer Tochta - - - sågn - -
mn	43310	Saalfelden am Steinernen Meer	1	I bi - ba da Frau gwejn u - hå(n) - - ihr s gså-ůgt u - sie håt - gsagg - - sie - - wü - is a - ira Tåchtan - - - sågn - -
mn	43315	Werfen	1	I bi - bei da Frau gwösn und - ho - - ihr 's g'sagt und - sie hat - g'sagt - - sie - - wü - s a - ihra Tochta - - - sågn - -
mn	43331	Bramberg am Wildkogel	1	I bi - bei da Frau gwesn und - hei(n) - - ihr s gsågt u - sie håt - gsågt - - sie - - wü - s - - ihra Dochda - - - sågn - -
mn	43340	Niedernsill	1	I bin - ba da Frau gwen und - haõ - - ia s gsåg u - sie håt - gsåg - - sie håt - - - s a - ihra Dåchta - - - sågn woi(l)n -
mn	43347	Sankt Georgen	1	i bin - bei da Gsöllin gwen und - hon - - ihr 's gsågt - nåcha - håt 's gsågt - - sie - - werd - s - - ihra Tåchta - schon - sågn - -
mn	43354	Goldegg	1	I bi - bei da Frau gwen und - hãn - - ir s gsågg und - sie håt - gsågg - - sie - - wü - s - - ira Dåchta - - - sågn - -
mn	43359	Kleinarl	1	I bi - ba da Frau g'weïn und - hõ s - ia - g'saug und - sie hout - g'soug - - sie - - wü - 's - - ihra Tåchta - - - sougn - -
mn	43372	Bad Gastein	1	I biñ - bei da Frau gwöisn und - hån - - iha s gså͜ugt und - sie hå͜ut - gså͜ugt - daß sö - - - - s - - ihra Toåchta - schon - så͜ugn wiascht -
mn	43378	Berg-Gruben	1	I bin - bei - Ia gewösen u - huns - - da - gsåg - - - - - - - - sie - - soll - s a - Iara Toachta - - - sogn - -
mn	43379	Heiligenblut	1	I bi(n) - bei da Frau gwaithn und - hon as - - - gsåg und - sie - - sog - - sie - - will - s a - ihra T[å?]chta - - - sogn - -
mn	4338	Köpenick-Kietz	1	Ick bin - bi de Fru gewest und - hebbe es - ihr - geseggt un - se - - sogte - - sie - - wolle - es och - ihrer Dochter - - - seien - -
mn	43381	Sankt Martin am Tennengebirge	1	Ich bin - bei der Frau g'wesen und - hab 's - ihr - g'sagt und - sie hat - gsagt - - sie - - wird - s a - da Tochta - - - sagn - -
mn	43384	Ramsau	1	I bin - bei de Frau gwest u - han - - ihr - gsagt - - sie - - segt - - sie - - - soggt s a - ihrch To[a?]chter - - - - - -
mn	43391	Assach	1	I bi - ba da Frou gwen und - hoi - - ihr s g'sågt und - sie hat - gsågt - - sie - - wischt - s a - ihra Tochta - - - sågn - -
mn	43393	Donnersbach	1	I wår - bai da Frau - und - hån - - ihr s gsagt und - sie håt - gsagt - - sie - - wird - s a - dem Dimdl - - - sågn - -
mn	43412	Untertauern	1	I bi - ba da frau gwön und - hor - - ihr ’s gsog und - sie håt - gsog - - sie - - wescht - ’s - - ihra Tüchta - - - såung - -
mn	43420	Pöllau	1	I bin - bei da Frau gweisn und - han s - ihra - gsog und - sie hot - gsog - - sie - - wed - s a - ihra Tochta - - - sogn - -
mn	43427	Oberweissburg	1	I bi - ba da Frau gön und - ho̊ s - ia - xåg - nåcha - håt sie xåg - - sie - - wäch - z a - iach Tåchta - - - sågn - -
mn	43433	Sauerfeld	1	I bi - ba da Mûatta gwön und - hoa - - ih s gsåg und - si - - såg - - sie - - wi - es a - da Tåchta - - - sag'n - -
mn	43439	Ranten	1	I bin - bei da Åltn gwesn und - hån - - ihra' s gsågt und - sie - - sågt - - sie - - wird' - s a - d'm Diandl - - - sågn - -
mn	43453	Strechen	1	I bin - ba da Frau gwen und - han - - ihr s gsagt und - sie - - sagt - - sie - - wül - s a - ihra Toachte - - - sagn - -
no	43455	Treglwang	1	I bin - bei da Frau gwen und - hab - - ihr s gsagt und - sie hat - gsagt - - sie - - wird - s a - da Tochta - - - sagn - -
no	43457	Kalwang	1	I bin - ba da Oltn gwen und - haun ’s - ihr - gsogt und - sie hot - gsogt - - sie - - wird - s - - ihra Tochta - - - sogn - -
no	43458	Trofaiach	1	I bin - ba da Frau gwen und - han - - ihr s gsogg und - sie hot - gsogg - - sie - - wird - s a - ihra Touchta - - - sogn - -
no	43462	Hafendorf	1	I bin - ba da Frau gwest und - hob s - ihra - gsogt und - sie hot - gsogt - - sie - - wird - 's a - ihra Tochta - - - sogn - -
no	4347	Herzfelde	1	Ick bin - bi de Fraue geweßt un - hebbe et - öhr - geseggt un - se - - säde - - se - - wolde - et - - öhre Dochder - - - seien - -
no	43480	Sankt Michael in Obersteiermark	1	I bin - ba da Frau gwen und - haon s - ir - gsogt und - si hot - gsogt - - si - - wird - s - - ira Tochta - - - sogn - -
no	43488	Pusterwald	1	I bin - ba de Frau gwen und - haun - - ihr s gsog und - sie hot - gsogt - - sie - - wüll - s a - ihra Tochta - - - sogn - -
no	43489	Sankt Oswald	1	I bin - bei dem Weib g'wes'n und - hab 's - ihr - g'sagt und - sie hat - g'sagt - daß sie - - - - 's - - ihra Tochtêr - - wird sag'n - -
no	43494	Sankt Marein bei Knittelfeld	1	I bin - bei da Frau gwen und - han - - ihr 's g'sagt und - sie hat - g'sagt - - sie - - werd - 's ah - ihrer Tochta - - - sog'n - -
no	43497	Frohnleiten	1	I bin - ba da Fráo g'wén und - haun 's - ihra - g'sogg und - sie hot - g'sógg - - sie - - wü - 's a - ira Dóchda - - - sogn - -
no	43505	Sankt Peter ob Judenburg	1	I bin - ba da Frau gwen und - hon - - ir as gsog und - sie hot - gsog - - sie - - wird - s - - ihra Tochta - - - sogn - -
no	43530	Teufenbach	1	I bin - bei da Frau gwen und - hab 's - ihr - gsogt und - sie hot - gsogt - - sie - - wird - 's scho - ihra Tochta - - - sogn - -
no	43534	Sankt Johann	1	I bin - ba da Frau g'wen und - hon s - ihra - g'sogt - - - - - - - - sie - - mächt - s - - ihra Tochta - - - sog'n - -
no	43537	Kainach bei Voitsberg	1	I bin - ba da Frau gwen und - houb - - ihr s gsog und - sie hat - gsog - - sie - - wüll - s a - ihra Tochta - - - sogn - -
no	43544	Gratwein	1	I bin - bei der Frau gwes’n und - - - - - - - - - sie håt - gsagt - - sie - - werd - s a - ihra Tocht[a?] - - - sågn - -
no	4357	Tempelberg	1	Ik bin - bei der Frue gewesen und - habe et - ihr - gesät und - sie - - säte - - sie - - wollte - et och - ihrer Dochter - - - säen - -
no	43576	Fochnitz	1	I bin - ba der Frau gwen und - han s - ihr - gsagt und - s[ie?] hat - gsagt - - sie - - - sagt s - - ihrer Tochter - a - - - -
no	43579	Wenigzell	1	I bin - ba de Frau gwen und - han - - ihr - gsog und - sie hot - gsog - - sie - - wul - t scha_a - ihra Tochta - - - sogn - -
no	43633	Ehrenschachen	1	I bin - ba da frau gwen und - hob s - ihr - gsog und - sie hot - gsog - - sie - - wird - s a - ihra Touchta - - - sogn - -
no	4364	Döbberin	1	Ick bin - bie die Frue gewäßt und - hebb et - die - g'esät und - sie - - sät - - sie - - will - t ock - ihre Tochter - - - sähn - -
no	43640	Salmannsdorf	1	I bī - ba da frau gwən - - hob s - īr - gsogt und - si hot - gsogt - - si - - wiard - s a - īra tochta - - - soŋ - -
no	43662	Sankt Kathrein am Offenegg	1	I bin - ba da Frau gwen und - hoan s - ihr - gsogt und - - - - sogt - - sie - - wüll - es - - ihra Tochta - - - sogn - -
no	43699	Siget in der Wart	1	I wae - be de Frau gwesn und - hab' - - ier - gsagt u - sie hat - gsagt - - sie - - wül - s a - ihre Taochte - - - sogn - -
no	43715	Stubenberg	1	I bin - bei der Frau gwen un - hams - - ihr - g'sagt und - sö hat - g'sagt - - so - - wuillt - s a - ihra Tochta - - - sagn - -
no	43726	Unterrohr	1	I woar - bei da Frau - u - haun s - ihr - gsougt u - sie hat - gsougt - - sie - - wüll - s - - ihra Tochtor - - - soagn - -
no	43756	Eggersdorf	1	I bin - - da Frau gwe(i)sn und - håm s - ia - gsåg und - sie håt - gsåg - - sie - - wiad - s a - ira Tochta - - - sågn - -
no	43761	Sinabelkirchen	1	I bin - ba da Frau gwé-isn und - haun s - ía - gsogg und - si hot - gsogg - - si - - wüll - s a - iara Tochta - - - sogn - -
no	4377	Pamiecin	1	Ick bin - bei de Fraue gewäist un - häbb et - ihr - gesäit un - se - - siät - - se - - will - et ok - ihrn Dochder - - - säen - -
no	43773	Bad Blumau	1	I bin - ba da Frau g'wen u - hon - - iar s g'sogt u - sie hot - g'sogt - daß - - - - - 's a - da (Diandl) - - - sog'n wird -
no	43782	Deutsch Tschantschendorf	1	I bi - bei da Frau gwesn und - hob - - ia s gsogt und - sie hat - gsogt - - sie - - wüll - s a - ia Tochta - - - sogn - -
no	43850	Klostermarienberg	1	I bin - ba da Muam gwein und - hob - - ihr s gsogt und - sie hod - gsogt - - sie - - wird - s a - ihra Tochta - - - sogn - -
no	4388	Grabno	1	Ich bin - bei der Frau gewest und - habe es - ihr - gesoit und - sie - - soigte - - sie - - wollte - es auch - ihrer Tochter - - - soien - -
no	43889	Moschendorf	1	I' bi' - ba da Frau g'wein und - hob' - - ihr - g'sog und - sie - - sogt - - sie - - wullt - 's a - iha Tochta - - - sog'n - -
no	43896	St Jakob	1	I bin - bi der Frau gewēisn unt - hån - zi ihr - gsågt unt - sie håt - gsågt - - sie - - tat - ’s - - ihr Dirn - a - sågn - -
no	43905	Oberpeischlach	1	I bin - bi da Åltn giwe̊isn und - hun s - ia - gso̊gg u - sie ho̊t - gsogg - - sie - - werscht - s a - ia Tochta - - - sogn - -
no	43909	Mörtschach	1	I bin - be da Nachbarin g'wöisn und - han - - ihr - g'sagt und - - håt - g'sagt - - sie - - werd - 's - - ihra Narrin - - - såg'n - -
no	43910	Flattach	1	Ich bin - ba n Weibalan g'wesn und - han - - iham - g'sågt und - s' ho̊t - g'sågt - - es - - will - s a - seina Tochta - - - såg'n - -
no	43938	Kolbnitz	1	I bin - bei der Frau gwèsn u - han s - ihr - gsågt u - sie hat - gsågt - - sie - - werd - s - - ihrer Tochter - a - sogn - -
no	43939	Ausservillgraten	1	I bin - ba dŏ Frau giwehn und - hon - - 'r 's gisot und - sie hŏt - gisot - - sie - - wöllat - 's a - ihrŏ Töchtŏ - - - sogn - -
no	43948	Assling	1	I bin - bei der Frau gewösn und - hoann s - ihr - gsogt und - sie hoat - gsot - - sie - - will - s - - ihrer Tochtr - - - sogn - -
no	43959	Lindsberg	1	I bin - bei da Frau gwesn und - hån s - ihr - gsåg und - sie håt - gsåg - - sie - - werd - s - - ihra Tochta - a - sågn - -
no	43977	Kornat	1	I bin - bei der Weiban gwesn u - han - - ihr s gsagt u - sie håt - gsagt - - sie - - werd - s a - ihra Tochta - - - sogn - -
no	43982	Berg im Drautal	1	I pin - pe̊ da Frau gwöisn und - hon - - ihr - g'sogt und - sie håt - gsågt - - i - - soll - t a - irda Tåchta - - - sågn - -
no	43988	Goderschach	1	I bin - bei der fraw gwösn und - hån s - ir - gsâgt und - sie - - sâgt - - sie - - wölat - s - - ihrdr Toachtr - - - sågn - -
no	4400	Trzemeszno Lubuskie	1	Ich bin - bei der Frau gewest un - ha es - ihr - gesat un - sie - - sate - - sie - - wollde - es och - ihrer Tochter - - - saen - -
no	44006	Kremsbrücke	1	I bin - ba da Frau gwösn und - hon - - ihr s gsågg und - sie - - sågg - - sie - - wül - s a - iahra Tochta - - - sogn - -
no	44010	Oberhof	1	I bin - bei da Frau gwesn und - hob s - ihrn - gsogt und - sie - - sogt - - sie - - will - 's a - ihrer Tochtar - - - sogn - -
no	44038	Kleblach-Lind	1	I bin - bei der Frau gwösen u - hab - - ir - gsagt u - sie - - sagt - - sie - - will - es - - ihrer Tochter - - - sâgen - -
no	44040	Obermillstatt	1	I bin - be da Frau gwösn und - hon - - ihr s gsågg u - sie håt - gsågg - - sie - - weard - 's a - ihra Tåchta - - - sågn - -
no	44054	Patergassen	1	I bin - be da Frau gwesn un - hon s - ihr - gsågt un - sie hot - gsågt - - sie - - werd - s a - ihra Tochta - - - sågn - -
no	44056	Steuerberg	1	I bin - ba der Frau g'wes'n und - hån 's - ihr - g'såg und - se håt - g'såg - - se - - weod - 's - - ihrer Tochter - a - såg'n - -
no	44109	Hermagor	1	I bin - bei da Frau gweisn und - hån s - iar - gsågt und - sie håt - gsågt - - sie - - werd - s a - irda Touchta - - - sågn - -
no	44117	Bleiberg-Kreuth	1	I bin - ba dar Frau gweïsn und - hon - - ar s gsåg u - seï håt - gsåg - - si - - werd - s - - dar Tåchtar - - - sågn - -
no	44124	Villach	1	I bin - bei da Foau gwösn und - håb s - ihr - gsågt u - sie håt - gsågt - - sie - - will - s a - ihra Tochta - - - sågn - -
no	44142	Schiefling	1	Ich wor - bei der Frau - und - hob 's - ihr - gsogt und - sie hot - gsogt - daß sie - - - - - - - der Tochter - auch - sogn wird -
no	44162	Suetschach	1	I bin - bei da Frau gwesn und - håb s - ihr - gsagt und - sie hat - gsågt - - sie håt - - - s - - ihra Tochta - eha - sogn wolln -
no	44174	Sankt Salvator	1	I bin - ba dar Frau gwösn und - hon s - ihren - gsågg - - sie håt - gsågg - - sie - - wet - 's - - ihra Tåchtar - - - sågn - -
no	44182	Heft	1	I bin - ba da Frau gwösn und - hon s - ihrn - gsågt u - sie håt - gsågt - - sie - - werd - s - - ihra Tåchta - wohl - sågn - -
no	44189	Schiefling	1	I bin - bei dr Fra gwen u - hon - za ihra - gsogt u - sie hot - gsogt - - sie - - wulat - s a - ihrer Tochter - - - sogn - -
no	44196	Modriach	1	I bin - bei da Frau gwen und - hob - - ihr s gsogt und - sie - - sogt - - sie - - wüll - es a - da Tochta - - - sogn - -
no	44200	Launegg	1	I bin - bei da Frau g'wen und - han - - iha s g'sog - - si hat - g'sag - - sie - - wiad - s - - ihra Tochta - scha - sogn - -
no	44234	Obermühlbach	1	I bin - ba da Frau g'wös'n u - hâb - - ihr 's gsâg u - sie hât - g'sâg - - sie - - werd - 's a - ihra Tâchta - - - sâg'n - -
no	44243	Hochfeistritz	1	I bin - ba da Frau gwösn und - hon - - ihran - g'sog und - sie hot - g'sog - - sie - - we[d?] - 's a - ihra Tochta - - - sogn - -
no	44248	Sankt Andrä	1	I bin - bei da[r?] frau g’wes’n und - hob ’s - ihr - g’sogt und - sie hot - g’sogt - - sie - - wird - s a - ihrer Tochtar - - - sogn - -
no	44256	Glashütten	1	I bin - bei da Frau gwesn und - han as - ihrn - gsogt und - sie hot - gsogt - - sie - - wird - s - - ihra Touchta - schon_a - sogn - -
no	44261	Sankt Peter im Sulmtal	1	I bin - bei der Frau gwesn u - håb - - ihr 's gsåg u - sie håt - gsag - - sie - - wullet - 's glei_a - ihra Tochta - - - sog'n - -
no	44295	Oberhaag	1	I bin - ba da Frau gwe(i)sn und - hob 's - ia - gsogt und - si hot - gsogt - - si - - wiad - 's - za da Tochta - a - sogn - -
no	44303	Klagenfurt-Harbach	1	I bin - ba da Frau gwesn und - hon s - ihrn - gsogt und - sie hot - gsogt - - sie - - werd - s a - ihra Tochta - - - sogn - -
no	44308	Eberndorf	1	I bin - bei da Frau gwes'n und - håb s - ihr - gsågt und - sie hat - gsågt - - sie - - wüll - s a - ihra Tochta - - - sågn - -
no	44313	Lorenzenberg	1	I bin - bei da Frau gwesn und - håb 's - ihr - gsågt u - sie håt - gsågt - - sie - - will - 's a - ihra Tochta - - - sågn - -
no	44314	Sankt Margarethen	1	I bin - ba da Frau gwesn und - håb - - ihr - gsågt und - sie håt - gsågt - - sie - - bil - dås a - ihra Tochta - - - sågn - -
no	44320	Bad Eisenkappel	1	I bin - bei da Frau gwesen u - hob s - ihr - gsogt u - sie hot - gsogt - - sie - - werd - s - - ihra Tochta - - - sogn - -
no	44333	Paldau	1	I bin - bei da Frau g'wen und - ham 's - ihr - gsägt und - sie hat - g'sågt - - sie - - wird - 's - - ihra Tochter - - - sogn - -
no	44347	Hohenbrugg an der Raab	1	I bin - bei da Frau g'wes'n und - hab 's - iahr - g'sogt und - sie - - sogte - - sie - - wüll - 's a - iahra Tochta - - - sag'n - -
no	44358	Mogersdorf	1	I bin - ba da Moam gwen und - han s - ia - gsogt und - sie hot - gsogt - - sie hot - - - s a - iara Tochta - - woulln sogn - -
no	44371	Allerheiligen bei Wildon	1	I bin - ba da Frau gwen u - hob s - ihr - gsogt u - sie - - sogt - - sie - - wird - s - - der Tochta - - - sogn - -
no	44398	Leibnitz	1	I pìn - pa d frau g’wen un - han - z’ íhra - g’sog un - si - - sog - - si - - wulat - ’s - - ir Touchta - - - sogn - -
no	44414	Klöch	1	I bin - bei d' Frau gwen un(d) - haun s - ei - gsogt un(d) - sie hot - gsogt - - sie - - wullt - 's schoa - d' Tochter - a - sogn - -
no	44425	Ratschendorf	1	I bin - bei da Frau g'wen u - hob 's - ihr - g'sogt und - sie hot - gsogt - - sie - - wullat - 's a - ihra Tochta - - - sogn - -
no	44433	Langegg	1	I' bin - bei da Frau gwesn und - hob 's - ihr - gsogt und - sie hot - gsogt - - sie - - wird - 's a - der Tochta - - - sog'n - -
no	44439	Ebental (Polom)	1	I pin - pei dr Wra gäban un - hon 's - ìhr - gäshoit und - shie hot - gäshoit - - shie - - bills - s au - ihr[d]ä Tochtr - - - shougn - -
no	44442	Steinwand (Podstenice)	1	I pen - pei dr Wea gäban und - hon ’s - ihr - gäshoit und - shie hot - gäshoit - - shie hot - - - ’s a - ìhrä Tochtr - - bellt sho͡ugn - -
no	44445	Obergras (Trava)	1	I pin - pe̤i dr Fraugn gäban un - hon ’s - ir - gähsoit un - shie hot - gäshoit - as shi hot - - - ’s a - irdr Tochtr - - gàwellt schūgn - -
no	44447	Göttenitz (Gotenica)	1	I pen - pei dr Wra gówa ónd - hon ’s - ihr - góschoát und - schie hot - góschoat - - shie - - bell - aiß a - ihri Tochtr - - - schuga - -
no	44454	Nesseltal (Koprivnik)	1	Y pin - pei m Beibo goban ottr - honi - - ir s goshoit ottr - shi hot - goshoit - - shi - - brts - s a - ihr Tachtr - - - shugn - -
no	44461	Tiefenbach (Briga)	1	I pen - pei dr Fra gäma und - hon - - ihr - gäshoat und - shie hot - gäshoat - - shie - - bill - s a - ihrdr Tochtär - - - shůgn - -
no	44465	Unterlag (Spodnji Log)	1	I pin - pei dr Wrā gäbān ünd - honn is - ihr - gäshoait ünd - shi hot - gäshoait - - shi - - béllait - ’s ā - irär Tochtr - - - shugn - -
