Index	Bogennummer	Ort	Sprache	ich1	bin	sein1	war	hab	gewesen	bei	von	nach	zu	mit	der1	frau	weib	alten	basi	mutter	und1	ich2	habe	es1	für1	an1	zu1	gegen1	ihr	ihrder	ihrsie	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	ich3	hat2	es2	will	tut	geht	soll	macht	sagen	auch	schon	gleich	für2	an2	zu2	gegen2	ihrer	der	sein	mein	tochter	mädchen	deern	mensch	lüte	gits	famen
ab	11467	Boilstädt	1	e ch	b ä nn	- - - -	- - - -	- - - -	g e w ä s - t	b ie	-	- - -	-	-	d ä r - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e nn - -	- e s	-	-	-	- - - - -	- eh r - -	- - - -	-	g e s äh - t	- - -	-	s eh	- - - -	- - s äh - t -	- - -	s eh	-	-	- - -	w ö ll - - -	- - -	- - - -	- - -	-	s äh - - -	- -	-	-	- - -	-	- - -	- - - - -	- öh r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11485	Ingersleben	1	e ch	b ä n	- - - -	- - - -	- - - -	g e w aa s - t	b i	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	o n -	- - -	h a n - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g e s a - t	o n -	-	s e	- - - -	- - s a - t e	- - -	s e	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s a - - -	au -	-	-	- - -	-	- - -	- - - - -	- iah r a r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1150	Czarze	1	e k	b e n	- - - -	- - - -	- - - -	g e w e s - t	b i	-	- - -	-	-	d e - - -	f r u g - -	- - - - -	- - - -	-	-	o n -	- - -	h e b - -	- e t	-	-	-	- - - - -	- e - - -	- - - -	-	g e s e g t	o n -	-	s e	- - - -	- - s e g t -	- - -	s e	-	-	- e t	w u l - - -	- - -	- - - -	- - -	-	s e i e -	o k	-	-	- - -	-	- - -	- - - - -	- eh r e - - -	- - -	- - - - - -	-	d ä ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11515	Gutendorf	1	e ch	b e nn	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d - r - -	f r au w e -	- - - - -	- - - -	-	-	o n -	- - -	h a w - -	- a s	-	-	-	- - - - -	- - r - -	- - - -	-	g e s ah - t	o n -	-	s e	- - - -	- - s ah - t e	- - -	s e	-	-	- e s	w ö ll - - -	- - -	- - - -	- - -	-	s ah - - -	- -	-	-	- - -	-	- - -	- - - - -	- ä r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11539	Kleinschwabhausen	1	e ch	b ä n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d a r - -	f r a - - -	- - - - -	- - - -	-	-	o n -	- - -	h a - - -	- - s	-	-	-	- - - - -	- - r - -	- - - -	-	j e s ah - t	o n -	-	s e	- - - -	- - s ah - t e	- - -	s e	-	-	- e s	w i ll - - -	- - -	- - - -	- - -	-	s ah - - -	o g	-	-	- - -	-	- - -	- - - - -	- äh r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11568	Thalbürgel	1	i ch	b i n	- - - -	- - - -	- - - -	g e w ä s e n	b ei	-	- - -	-	-	d e r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h a - - -	- e s	-	-	-	- - - - -	- ih r - -	- - - -	-	g e s ä - t	u n -	-	s ie	- - - -	- - s o - t e	- - -	s e	-	-	- e s	w e ll - - e	- - -	- - - -	- - -	-	s a - - -	- -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1157	Bielczyny	1	i -	b i n	- - - -	- - - -	- - - -	g - w e - - -	b ei	-	- - -	-	-	d e m - -	- - - - - -	w ei b - -	- - - -	-	-	u nn -	- - -	h a nn - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s a g t	u nn -	-	s ie	h a - t	g - s a g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s a g a -	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11586	Bad Köstritz	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s e n	b ei	-	- - -	-	-	d a r - -	f r o - - -	- - - - -	- - - -	-	-	u n -	- - -	h o b - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g e s e - t	u n -	-	s e	- - - -	- - s e - t e	- - -	s e	-	-	- e s	w u ll - t -	- - -	- - - -	- - -	-	s o g e -	a ch	-	-	- - -	-	- - -	- - - - -	- eh r e r - -	- - -	- - - - - -	-	t u ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11607	Lumpzig	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d e r - -	f r o - - -	- - - - -	- - - -	-	-	u n -	- - -	h o b e -	- - s	-	-	-	- - - - -	- - r - -	- - - -	-	g e s ee - t	u n -	-	s e	- - - -	- - s ee - t e	- - -	s e	-	-	- - s	w a l - - -	- - -	- - - -	- - -	-	s o g e -	o -	-	-	- - -	-	- - -	- - - - -	- e r e r - -	- - -	- - - - - -	-	t u ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1162	Sierakowo	1	oe ck	b ö -	- - - -	- - - -	- - - -	- - w ä s - t	b i	-	- - -	-	-	d ä m - -	- - - - - -	w ie w - -	- - - -	-	-	o - -	- - -	h ä bb - -	- - -	-	-	-	- - - - -	- ä - - -	- - - -	-	- - s e g t	o - -	-	s ee	- - - -	- - s ä - d -	- - -	s ei	-	-	d a t	w o - - - -	- - -	- - - -	- - -	-	s e gg e -	o ck	-	-	- - -	-	- - -	- - - - -	- eh r e - - -	- - -	- - - - - -	-	d o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11645	Gleismuthhausen	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d ä - - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r a -	- - - -	-	g - s o g t	u n -	d o	s a	h o - tt	g - s o g t -	- - -	s ie	-	-	- - s	w ö ll - t -	- - -	- - - -	- - -	-	s o g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11673	Mitwitz	1	i ch	- - -	- - - -	w a - -	- - - -	- - - - - - -	b ei	-	- - -	-	-	d e - - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g e s o g t	u - -	-	s ie	- - - -	- - s o g t -	- - -	s ie	-	-	- - s	w o ll - t -	- - -	- - - -	- - -	-	s o g - n	- -	-	-	- - -	-	- - -	- - - - -	- ih r e - - -	- - -	- - - - - -	-	t o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11763	Aub	1	i ch	b i n	- - - -	- - - -	- - - -	g a w a s - t	b ei	-	- - -	-	-	d ie - - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- a r a -	- - - -	-	g - s o g t	u n -	-	s ie	h o - t	g e s o g t -	- - -	s ie	-	-	- - s	w e l - t -	- - -	- - - -	- - -	-	s o g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t u ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1178	Sokoliniec	1	i ck	b ü -	- - - -	- - - -	- - - -	- - w ei s - t	b i	-	- - -	-	-	d ä - - -	f r u k a -	- - - - -	- - - -	-	-	u - -	- - -	h e b - -	- - t	-	-	-	- - - - -	- ä - - -	- - - -	-	- - s e g t	u - -	-	s e	- - - -	- - s ei - d -	- - -	s e	-	-	- - t	w ö - - - -	- - -	- - - -	- - -	-	s e gg a -	- -	-	-	- - -	-	- - -	- - - - -	- äh r e - - -	- - -	- - - - - -	-	t o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11805	Seidmannsdorf	1	j ch	b i n	- - - -	- - - -	- - - -	g - w å s - t	b ei	-	- - -	-	-	d e r - -	f r åh - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- - r - -	- - - -	-	g - s o g t	u n d	-	s ie	h o - t	g - s o g t -	- - -	s ie	-	-	- - s	w ö ll - t -	- - -	- - - -	- - -	-	s o g - -	å -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m ee d - l - -	- - - - - -	-	-	-	-
ab	11825	Wallenfels	1	i ch	b i -	- - - -	- - - -	- - - -	g e w ei - - n	b ei	-	- - -	-	-	d e - - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h ou - - -	- - s	-	-	-	- - - - -	- e r e -	- - - -	-	g - s o k t	- - -	-	- -	- - - -	- - - - - - -	- - -	s ie	-	h o t	- - s	w ö ll - n -	- - -	- - - -	- - -	-	s eu g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r e - - -	- - -	- - - - - -	-	t o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11844	Neudorf	1	ei ch	b ei -	- - - -	- - - -	- - - -	g a w ei s e n	b a	-	- - -	-	-	d - r - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h ou - - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s a k t	u n d	-	s ai	h ou - t	g - s a ck t -	- - -	s ei	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s au ng - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11864	Draisendorf	1	i ch	b i -	- - - -	- - - -	- - - -	g - w e s - n	b a	-	- - -	-	-	d e r - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h o b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s a k t	u n d	-	s ie	- - - -	- - s a k t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o ng - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11881	Sohl	1	i ch	b i -	- - - -	- - - -	- - - -	g - w e s - n	b a	-	- - -	-	-	d - r - -	f r au - - -	- - - - -	- - - -	-	-	u - -	- - -	h o - - -	- e r	-	-	-	- - - - -	- ë r - -	- - - -	-	g - s a k t	u - -	-	s i	- - - -	- - s a ck t -	- - -	s i	-	-	- - s	w o ll - t -	- - -	- - - -	- - -	-	s o ng - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l e -	- - - - - -	-	-	-	-
ab	11896	Sülzdorf	1	j ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b ai	-	- - -	-	-	d ie - - -	f r a - - -	- - - - -	- - - -	-	-	o n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r e -	- - - -	-	g - s ö - t	o n -	-	s ie	- - - -	- - s ö - tt -	- - -	s ie	-	-	- - s	w a ll - - -	- - -	- - - -	- - -	-	s ö - - -	a -	-	-	- - -	-	- - -	- - - - -	- üh r e r - -	- - -	- - - - - -	-	- - - - - - - -	m e d - l e -	- - - - - -	-	-	-	-
ab	1192	Debsko	1	i ck	b i n	- - - -	- - - -	- - - -	- - w ei s - t	b i	-	- - -	-	-	d e - - -	f r u g - -	- - - - -	- - - -	-	-	u - -	- - -	h e bb - -	- - t	-	-	-	- - - - -	- e - - -	- - - -	-	- - s e g t	u - -	-	s e	- - - -	- - s e gg t -	- - -	s e	-	-	- - tt	w u - - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- äh r e - - -	- - -	- - - - - -	-	d o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	11927	Bachfeld	1	i ch	b i n	- - - -	- - - -	- - - -	g - w a s - t	b ei	-	- - -	-	-	d ä r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s o ch t	u n -	-	s ie	- - - -	- - s o ch t -	- - -	s ie	-	-	- - s	w o ll - t -	- - -	- - - -	- - -	-	s o g e n	ä -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1197	Plociczno	1	i ck	b ü n	- - - -	- - - -	- - - -	- - v ei s - t	b i	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	o - -	- - -	h e b - -	- e t	-	-	-	- - - - -	- ä r - -	- - - -	-	- - s e g t	u n -	-	s ie	- - - -	- - s ä - t -	- - -	s ie	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s ä gg e -	o k	-	-	- - -	-	- - -	- - - - -	- ä r e - - -	- - -	- - - - - -	-	d o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1203	Nakielno	1	j ck	b i n	- - - -	- - - -	- - - -	- - w ei s - t	b i	-	- - -	-	-	d e - - -	f r u k - -	- - - - -	- - - -	-	-	u n -	- - -	h ä b - -	- - -	-	-	-	- - - - -	- äh - - -	- - - -	-	- - s ä g t	u n -	-	s e	- - - -	- - s ei - d -	- - -	s e	-	-	d a t	w u - - - -	- - -	- - - -	- - -	-	s ä gg a -	o k	-	-	- - -	-	- - -	- - - - -	- ei r e - - -	- - -	- - - - - -	-	t o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12037	Hildburghausen	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s e n	b ei	-	- - -	-	-	d - r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- - r e -	- - - -	-	g - s o g t	u n -	-	s ie	h o - t	g - s o g t -	- - -	s ie	-	-	- - s	w u ll - t -	- - -	- - - -	- - -	-	s o g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m ä d - l e -	- - - - - -	-	-	-	-
ab	12070	Neuenbau	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d e r - -	f r aa - - -	- - - - -	- - - -	-	-	u n d	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r e -	- - - -	-	g e s o ch t	u n d	-	s ie	- - - -	- - s o ch t -	- - -	s ie	-	-	- - s	w o ll - t -	- - -	- - - -	- - -	-	s o g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1208	Wissulke (Wiesiółka)	1	i ck	b i n	- - - -	- - - -	- - - -	- - w ei s - t	b i	-	- - -	-	-	d ä - - -	f r u g - -	- - - - -	- - - -	-	-	u - -	- - -	h e bb - -	- - t	-	-	-	- - - - -	- ä - - -	- - - -	-	- - s e g t	u - -	-	s e	- - - -	- - s ei - d -	- - -	s e	-	-	- - tt	w u - - - -	- - -	- - - -	- - -	-	s e gg ö -	o ck	-	-	- - -	-	- - -	- - - - -	- ei r e - - -	- - -	- - - - - -	-	d o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12085	Grumbach	1	i ch	b i n	- - - -	- - - -	- - - -	g e w å s - t	b ei	-	- - -	-	-	d å r å -	f r å - - -	- - - - -	- - - -	-	-	u nn -	- - -	h o b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g e s o g t	u nn -	-	s å	- - - -	- - s o g t -	- - -	s å	-	-	- e s	w o ll - t -	- - -	- - - -	- - -	-	s o g - -	å -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m ä d - l å -	- - - - - -	-	-	-	-
ab	12104	Frössen	1	ei ch	b ei -	- - - -	- - - -	- - - -	g e w ei s e n	b e	-	- - -	-	-	d a rr - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h au - - -	- - s	-	-	-	- - - - -	- - r - -	- - - -	-	g e s o k t	u n d	-	s e	h oə - tt	g e s o ck t -	- - -	s e	-	-	- - s	w ö ll - t -	- - -	- - - -	- - -	-	s au ng - -	- -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12125	Schwand	1	i ch	b i n	- - - -	- - - -	- - - -	g e w ee s - n	b ei	-	- - -	-	-	d - r - -	f r ä - - -	- - - - -	- - - -	-	-	u nn -	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g e s o k t	u nn -	-	s ie	- - - -	- - s o ck t -	- - -	s e	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s oh ng - -	äh -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12148	Kottengrün	1	i ch	b i n	- - - -	- - - -	- - - -	g e w eh - - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g e s o k t	u n -	-	s e	- - - -	- - s a - t -	- - -	s e	-	-	- - s	w o - - t -	- - -	- - - -	- - -	-	s o g - n	aa -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	1215	Paruszka	1	i ck	b üh -	- - - -	- - - -	- - - -	- - w ä s - t	b i	-	- - -	-	-	d ä - - -	f r u g ä -	- - - - -	- - - -	-	-	uh - -	- - -	h e bb - -	d a t	-	-	-	- - - - -	- ä - - -	- - - -	-	- - s ä g t	uh - -	-	s ei	- - - -	- - s ä - d -	- - -	s ei	-	-	d a tt	w u - - tt -	- - -	- - - -	- - -	-	s ä g ä -	o k	-	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	-	d o ch t ä - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12153	Meiningen	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d e r - -	f r ah - - -	- - - - -	- - - -	-	-	u nn -	- - -	h a - - -	- - s	-	-	-	- - - - -	- - r e -	- - - -	-	g e s ö - t	u nn -	-	s i	- - - -	- - s ö - t -	- - -	s i	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s ö - - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12167	Altendambach	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d ö r - -	f r a - - -	- - - - -	- - - -	-	-	o - -	- - -	h o - - -	- - s	-	-	-	- - - - -	- ö r ö -	- - - -	-	g ö s öh - t	o - -	-	s ie	- - - -	- - s ö - tt -	- - -	s ie	-	-	- - s	w ä ll - - -	- - -	- - - -	- - -	-	s öh - - -	- -	-	-	- - -	-	- - -	- - - - -	- ö r - n - -	- - -	- - - - - -	-	- - - - - - - -	m ä d - l a -	- - - - - -	-	-	-	-
ab	12184	Altenfeld	1	i ch	b i n	- - - -	- - - -	- - - -	g e w a s - t	b a	-	- - -	-	-	d e r - -	f r uh - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r e -	- - - -	-	g e s o g t	u n -	-	s ie	h o - t	g e s o g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m ä d - l e -	- - - - - -	-	-	-	-
ab	12341	Rohrbach	1	ie ch	b e n	- - - -	- - - -	- - - -	g e w a s - t	b ei	-	- - -	-	-	d a r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h ua - - -	- - s	-	-	-	- - - - -	- - r - -	- - - -	-	g e s a - t	u n -	-	s e	- - - -	- - s a - t e	- - -	s e	-	-	- - z	w e l - - -	- - -	- - - -	- - -	-	s ah - - -	- -	-	-	- - -	-	- - -	- - - - -	- äh r ä r - -	- - -	- - - - - -	-	t o ch t - r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12371	St Jacob bei Leutenberg	1	i ch	b i nn	- - - -	- - - -	- - - -	g e w ä s e n	b ei	-	- - -	-	-	d ä r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o b - -	- - s	-	-	-	- - - - -	- - r - -	- - - -	-	g e s ah - t	u n -	-	s e	- - - -	- - s ah - t e	- - -	s e	-	-	- - s	w o ll - t -	- - -	- - - -	- - -	-	s a - - -	a -	-	-	- - -	-	- - -	- - - - -	- e r e r - -	- - -	- - - - - -	-	t u ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12390	Neundorf (bei Schleiz)	1	öi ch	b öi n	- - - -	- - - -	- - - -	g e w eä s e n	b ei	-	- - -	-	-	d - r - -	f r aä - - -	- - - - -	- - - -	-	-	u n -	- - -	h o b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s eh - t	u n -	-	s -	- - - -	- - s o g t -	- - -	s	-	-	- - s	w uo ll - t -	- - -	- - - -	- - -	-	s o g - n	- -	-	-	- - -	-	- - -	- - - - -	- ih r - r - -	- - -	- - - - - -	-	d o ch t - r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12410	Ebersgrün	1	i ch	b i -	- - - -	- - - -	- - - -	g e w ei s e n	b ei	-	- - -	-	-	d e r - -	f r ei - - -	- - - - -	- - - -	-	-	u n d	- - -	h o - - -	- - sch	-	-	-	- - - - -	- e r - -	- - - -	-	g e s o g t	u - -	-	s e	h o - t	g e s o gg t -	- - -	s e	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o ng - -	ei -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m ei d e l - -	- - - - - -	-	-	-	-
ab	12428	Roitzschau/Rotschau	1	- ch	b i -	- - - -	- - - -	- - - -	g - w ah - - n	b ei	-	- - -	-	-	d e r - -	f r aa - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - sch	-	-	-	- - - - -	- e r - -	- - - -	-	g - s o g t	u n -	-	- -	h oo - t	g - s o g t -	- - -	s e	-	-	- - s	w e ll - - -	- - -	- - - -	- - -	-	s oo g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t - r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12496	Horsdorf	1	i -	b i -	- - - -	- - - -	- - - -	g - w e s - t	b ei	-	- - -	-	-	d e - - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h ou - - -	- - s	-	-	-	- - - - -	- e r a -	- - - -	-	g - s o g t	u n d	-	s ie	h ou - t	g - s o g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t e - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12529	Ködnitz	1	i ch	b i -	- - - -	- - - -	- - - -	g e w e s - t	b o	-	- - -	-	-	d e r - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h o - - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s o g t	u n d	-	s ie	h o - t	g - s o g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m a - - l a -	- - - - - -	-	-	-	-
ab	12556	Kornbach	1	i ch	b i -	- - - -	- - - -	- - - -	g - w e s - n	b o	-	- - -	-	-	d e r - -	f r a - - -	- - - - -	- - - -	-	-	u n d	- - -	h o b - -	- - sch	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s o k t	u n d	-	s ie	h o - t	g - s o ck t -	- - -	s ie	-	-	- - s	w o ll - t -	- - -	- - - -	- - -	-	s o ng - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12572	Habnith	1	i ch	b i n	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	d ea - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o - - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s a g t	u n d	-	s ie	h au - t	g - s a g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o ng - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12594	Uchenhofen	1	i ch	b i n	- - - -	- - - -	- - - -	g a w a s - t	b ei	-	- - -	-	-	d e r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- e r a -	- - - -	-	g - s o ch t	u n -	-	s ie	h a - t	g - s o ch t -	- - -	s ie	-	-	- - s	w ö ll - t -	- - -	- - - -	- - -	-	s o g - -	a ch	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12616	Reutersbrunn	1	j ch	b i n	- - - -	- - - -	- - - -	g - w a s - t	b ei	-	- - -	-	-	d - r - -	f r a - - -	- - - - -	- - - -	-	-	u n -	- - -	h o - - -	- - s	-	-	-	- - - - -	- - r a -	- - - -	-	g - s o g t	u n -	-	s ie	h o - t	g - s o g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r a r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
ab	12656	Weismain	1	i ch	b i n	- - - -	- - - -	- - - -	g - w eh - - n	b ei	-	- - -	-	-	d ä - - -	f r ah - - -	- - - - -	- - - -	-	-	u n d	- - -	h o - - -	- - s	-	-	-	- - - - -	- - r e -	- - - -	-	g - s o g t	u n d	-	s ie	- - - -	- - s o g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r ä - - -	- - -	- - - - - -	-	t o ch t ä - - -	- - - - - - -	- - - - - -	-	-	-	-
