Index	Bogennummer	Ort	Sprache	ich1	bin	sein1	war	hab	gewesen	bei	von	nach	zu	mit	der1	frau	weib	alten	basi	mutter	und1	ich2	habe	es1	für1	an1	zu1	gegen1	ihr	ihrder	ihrsie	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	ich3	hat2	es2	will	tut	geht	soll	macht	sagen	auch	schon	gleich	für2	an2	zu2	gegen2	ihrer	der	sein	mein	tochter	mädchen	deern	mensch	lüte	gits	famen
mn	42647	Stotzing	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - t	b ei	-	- - -	-	-	d a - - -	- - - - - -	- - - - -	- - - -	-	m oa m	u n d	- - -	h oa t - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s o g t	u n d	-	s ie	- - - -	- - s o g t -	- - -	s ie	-	-	- - s	w i r - d -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	- - - - - -	m e n sch	-	-	-
mn	42670	Wieselburg (Mosonmagyaróvár)	1	i -	p i n	- - - -	- - - -	- - - -	k - w ei z - n	p a	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o p - -	- - s	-	-	-	- - - - -	- i - a -	- - - -	-	k - s o g t	u n d	-	s i	h o - t	k - s o g t -	- - -	s i	-	h o t	- - s	w öü l - n -	- - -	- - - -	- - -	-	s ou g - n	a -	-	-	- - -	-	- - -	- - - - -	- ia r a - - -	- - -	- - - - - -	-	t ou ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42688	Andau	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	- - -	i - -	h o b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s o g t	u n d	-	s ie	- - - -	- - s o g t -	- - -	s ie	-	-	- - s	w ü l - - -	- - -	- - - -	- - -	-	s o g - n	- -	-	-	- - -	-	- - -	- - - - -	- ih r e n - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	- - - - - -	m e n sch	-	-	-
mn	42691	Wiesen	1	i -	b i n	- - - -	- - - -	- - - -	g - w e - - n	b oa	-	- - -	-	-	d a - - -	- - - - - -	- - - - -	- - - -	-	m oa m	u n d	- - -	h å b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s å g t	u n d	-	s ie	h å - t	g - s å g t -	- - -	s ie	-	-	- - s	w i r - d -	- - -	- - - -	- - -	-	s å g - n	- -	sch oa	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	d i r n - -	-	-	-	-
mn	42701	Baumgarten	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - n	b a	-	- - -	-	-	d a - - -	- - - - - -	- - - - -	- - - -	-	m oa m	u n d	- - -	h o b - -	- - -	-	-	-	- - - - -	- i - a -	- - - -	-	g - s o g t	u n d	-	s ie	- - - -	- - s o g t -	- - -	s ie	-	h o t	- - s	w o ll - n -	- - -	- - - -	- - -	-	s o g - n	- -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42706	Apetlon	1	i -	b i n	- - - -	- - - -	- - - -	g - w ei s - n	b a	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o w - -	- - s	-	-	-	- - - - -	- ie r - -	- - - -	-	g - s o g t	u n d	-	s ie	h eou - t	g - s o g t -	- - -	s ie	-	-	- - s	w ü ll - - -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ieh r a - - -	- - -	- - - - - -	-	t o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42722	Horitschon	1	i -	b i n	- - - -	- - - -	- - - -	g - w ei - - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s o g t	u n d	-	s ie	- - - -	- - s o g t e	- - -	s ie	-	-	- e s	w o ll - t -	- - -	- - - -	- - -	-	s o g - n	au ch	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42728	Holling (Fertőboz)	1	i -	p i n	- - - -	- - - -	- - - -	g - w ei - - n	p a	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o b - -	- - s	-	-	-	- - - - -	- i - a -	- - - -	-	g - s o k t	u n d	-	s i	h o - t	g - s o k t -	- - -	s i	-	-	- - s	w ia - - d -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	t i a n - -	-	-	-	-
mn	42748	Frasnacht	1	i -	b i n	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	o n d	- - -	h a n - -	- e s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s a - t	o n d	-	s i	h ä - tt	g - s a - t -	- - -	s i	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s ä g e -	au -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t ö ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42821	Rietli	1	i -	b i -	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	o n d	- - -	h a nn - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s ä - d	- - -	d o	s i	h e - d	g - s a - d -	- - -	s i	-	-	- - s	w e ll - - -	- - -	- - - -	- - -	-	s ä g e -	au -	-	-	- - -	-	- - -	- - - - -	- e r - n e -	- - -	- - - - - -	-	- - - - - - - -	m ä t e l - -	- - - - - -	-	-	-	-
mn	42843	Hohenems	1	i -	b i -	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	d - r - -	f r ou - - -	- - - - -	- - - -	-	-	u n d	- - -	h a n - -	- e s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s e - t	- - -	d o	s ie	h e - t	g - s e - t -	- - -	s ie	-	-	- - s	w e ll - - -	- - -	- - - -	- - -	-	s e g a -	o -	-	-	- - -	-	- - -	- - - - -	- ih r e m - -	- - -	- - - - - -	-	- - - - - - - -	m oa t - l e -	- - - - - -	-	-	-	-
mn	42850	Bizau	1	j -	b eo -	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	- - m - -	- - - - - -	w i b - -	- - - -	-	-	u n d	- - -	h eo n - -	- - s	-	-	-	- - - - -	- o r - -	- - - -	-	g - s ej - t	u n d	-	s i	h a - t	g - s e j t -	- - -	s i	-	-	- - s	w u ll - - -	- - -	- - - -	- - -	-	s ei g o -	ou -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	- - - - - - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42856	Riezlern	1	i -	b i -	- - - -	- - - -	- - - -	- - - - - - -	b e	-	- - -	-	-	d e m - -	- - - - - -	w i b - -	- - - -	-	-	o n d	- - -	h a - - -	- e s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s ai - d	o n d	-	sch i	h e - d	g - s ei - d -	- - -	sch i	-	-	- - s	w e ll - - -	- - -	- - - -	- - -	-	s ä̊ g a -	au -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	- - - - - - - -	m ai - - k a -	- - - - - -	-	-	-	-
mn	42908	Gamprin	1	i -	b i -	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	- - m - -	- - - - - -	w i b - -	- - - -	-	-	u n -	- - -	h a n - -	- a s	-	-	-	- - - - -	- a r - -	- - - -	-	g - s e - t	u - -	-	s ie	h e - t	g - s e - t -	- - -	s ie	-	-	- - s	w e ll - - -	- - -	- - - -	- - -	-	s ä g a -	o -	-	-	- - -	-	- - -	- - - - -	- ih r e m - -	- - -	- - - - - -	-	- - - - - - - -	m o t - l e -	- - - - - -	-	-	-	-
mn	42926	Röns	1	j -	b i n	- - - -	- - - -	- - - -	- - - - - - -	b e	-	- - -	-	-	- e m - -	- - - - - -	w ii b - -	- - - -	-	-	u n d	- - -	h a n - -	- a s	-	-	-	- - - - -	- a r - -	- - - -	-	g - s e - t	- - -	d o	s e	h ä - t	g - s e - t -	- - -	s ie	-	-	- - s	w e ll - - -	- - -	- - - -	- - -	-	s ä g a -	- -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	-	- - - - - - - -	m ae d - l e -	- - - - - -	-	-	-	-
mn	4293	Brielow	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d ie - - -	f r au - e -	- - - - -	- - - -	-	-	u n d	- - -	h e bb - -	- e t	-	-	-	- - - - -	- e r - -	- - - -	-	- e s ä - t	u n d	-	s ie	- - - -	- - s e - dd e	- - -	s ie	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	o ck	-	-	- - -	-	- - -	- - - - -	- äh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42933	Buchboden	1	i ch	b i -	- - - -	- - - -	- - - -	- - - - - - -	b e	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h a n - d	- e s	-	-	-	- - - - -	- - r - -	- - - -	-	g - s ai - t	u n d	d r n o ch	sch t	h ä - t	- - s ai - t -	- - -	sch ai	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s ä g a -	- -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	d a -	- - - - - -	-	- - - - - - - -	m ai - - g a -	- - - - - -	-	-	-	-
mn	42939	Lech	1	i -	b i -	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	- - m - -	- - - - - -	w i b - -	- - - -	-	-	o n -	- - -	h å - - -	- a s	-	-	-	- - - - -	- - r - -	- - - -	-	g - s ai - d	o n -	-	sch i	h e - d	g - s ai - d -	- - -	sch i	-	-	- i s	w e l - - -	- - -	- - - -	- - -	-	s ä g ä -	- -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	- - - - - - - -	m ai - - kh i -	- - - - - -	-	-	-	-
mn	42970	Sargans	1	i -	b i -	- - - -	- - - -	- - - -	- - - - - - -	b eï	-	- - -	-	-	d - r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h aa n - -	- e s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s ei - t	u n d	-	s ii	h ä - t	g - s ei - t -	- - -	s i	-	-	- - s	w ä ll - - -	- - -	- - - -	- - -	-	s ää g ä -	au -	-	-	- - -	-	- - -	- - - - -	- ih r ä - - -	- - -	- - - - - -	-	t o ch t - r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	42977	Schruns	1	j ch	b i n	- - - -	- - - -	- - - -	- - - - - - -	b i	-	- - -	-	-	d - r - -	f - au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o n - -	- a s	-	-	-	- - - - -	- a r - -	- - - -	-	g - s e - t	u n d	-	s ie	h o - t	g - s e - t -	- - -	s ie	-	-	- - s	w e ll - i -	- - -	- - - -	- - -	-	s ä g a -	o -	-	-	- - -	-	- - -	- - - - -	- ih r e m - -	- - -	- - - - - -	-	- - - - - - - -	m ei - - g i -	- - - - - -	-	-	-	-
mn	42985	Vils	1	i -	b i -	- - - -	- - - -	- - - -	g - w ö s a -	b ai	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o b - -	- e s	-	-	-	- - - - -	- ia r - -	- - - -	-	g - s o g t	u n d	-	s ie	- - - -	- - s o g t e	- - -	s ie	-	-	- - s	w ea r - - -	- - -	- - - -	- - -	-	s o g - n	- -	sch o	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43004	Hinterhornbach	1	i -	b i -	- - - -	- - - -	- - - -	g - w ö s - t	b ei	-	- - -	-	-	- - m - -	- - - - - -	w ai - - -	- - - -	-	-	u n d	- - -	h o n - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s a - t	u n d	-	s ie	h å - t	g - s a - t -	- - -	s ie	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s å g e -	o ch	-	-	- - -	-	- - -	- - - - -	- ih r - m - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l e -	- - - - - -	-	-	-	-
mn	43013	Rinnen	1	i -	b i -	- - - -	- - - -	- - - -	g - w e s - t	b e̊	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o n - -	- - s	-	-	-	- - - - -	- e r - -	- - - -	-	g - s ee - t	u n d	-	s ie	h o - t	g - s ee - t -	- - -	s ie	-	-	- - s	w e r - d -	- - -	- - - -	- - -	-	s o g e̊ -	o -	-	-	- - -	i n	- - -	- - - - -	- ih r e̊ m - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l e̊ -	- - - - - -	-	-	-	-
mn	43021	Ehrwald	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s a -	b o	-	- - -	-	-	- - m - -	- - - - - -	w ei b - -	- - - -	-	-	u n -	- - -	h o n - -	- i s	-	-	-	- - - - -	- ih n - -	- - - -	-	g - s ö - t	- - -	-	- -	h å - t	g - s ö - t -	- - -	ö s	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s a g å -	ou -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	s ei - - r -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43022	Leutasch	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s - n	b ei	-	- - -	-	-	d - r - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h u n - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s ö - t	u n -	-	s ie	h o - tt	g - s ö - t -	- - -	s ie	-	-	- - s	w ea r - d -	- - -	- - - -	- - -	-	s a g - n	o -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	- - - - - - - -	m a d - l - -	- - - - - -	-	-	-	-
mn	43027	Bach	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s - t	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h å nn - -	- - -	-	-	-	- - - - -	- ia r - -	- - - -	-	g - s å g t	u n d	-	s i	- - - -	- - s å g t -	- - -	s i	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s å g a -	au ch	-	-	- - -	-	- - -	- - - - -	- ih r - - - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43037	Silzerberg	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h å nn - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s ö - t	u n d	-	s ie	h å - t	g - s ö - t -	- - -	s ie	-	h ei	- - s	w ö ll - n -	- - -	- - - -	- - -	-	s å g - n	o -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l e n	- - - - - -	-	-	-	-
mn	43055	Hatting	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s - n	b a	-	- - -	-	-	d a r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h u n - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s ö - t	u n d	-	s ie	h oa - t	g - s ö - t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s oa g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	4306	Deetz	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d ie - - -	f r au - e -	- - - - -	- - - -	-	-	u n -	- - -	h e bb e -	- - -	-	-	-	- - - - -	- öh r - -	- - - -	-	h - s e - d	u n -	-	- -	- - - -	- - s e - dd e	- - -	d ie	-	-	- - t	w i ll - - -	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43070	Mils bei Imst	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s a -	b ei	-	- - -	-	-	d ea r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o n - -	- - s	-	-	-	- - - - -	- ia r a -	- - - -	-	g - s ö - t	u n d	-	s ie	- - - -	- - s ö - t -	- - -	s ie	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s o g a -	o -	-	-	- - -	-	- - -	- - - - -	- ia r a - - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43122	Unterried	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	- - m - -	- - - - - -	w ei b e -	- - - -	-	-	u n d	- - -	h o n - -	- - s	-	-	z u	- - - - -	- a r - -	- - - -	-	g - s ö - t	u - -	-	s ie	h o - t	g - s ö - t -	- - -	-	i	-	- - s	w ea r - d -	- - -	- - - -	- - -	-	s o g - n	- -	sch o n	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l e n	- - - - - -	-	-	-	-
mn	43133	Holdernach	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s - t	b a	-	- - -	-	-	- - n - -	- - - - - -	w ei b - -	- - - -	-	-	u - -	- - -	h o n - -	v a s	-	-	-	- - - - -	- a - - -	- - - -	-	g - s ö - t	u - -	-	s ie	h a - t	g - s ö - t -	- - -	s ie	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s o g a -	- -	sch ua	-	- - -	-	- - -	- - - - -	- - - - - - -	d a r	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43152	Kauns	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s a -	b ei	-	- - -	-	-	d - r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o n - -	- a s	-	-	-	- - - - -	- a r - -	- - - -	-	g - s ö - t	u n d	-	s ie	h o - t	g - s ö - t -	- - -	s ie	-	-	- - s	w ö ll - - -	- - -	- - - -	- - -	-	s ou g a -	ou -	-	-	- - -	-	- - -	- - - - -	- ia r - m - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l a -	- - - - - -	-	-	-	-
mn	43161	Unterberg	1	i -	b i n	- - - -	- - - -	- - - -	g - w o s - n	b a	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h u n - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s a g -	u n d	-	s ie	h a - t	g - s a g - -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s e g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l - -	- - - - - -	-	-	-	-
mn	43162	Pertisau	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h u n - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s å g -	u n d	-	s ie	h a - d	g - s å gg - -	- - -	s ie	-	-	- - s	w ea dsch - t -	- - -	- - - -	- - -	-	s å g - n	- -	sch u	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	d i a n d l	-	-	-	-
mn	43173	Brixlegg	1	i -	b i -	- - - -	- - - -	- - - -	g - w ö s - n	b ei	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o n - -	- - s	-	-	-	- - - - -	- i - a -	- - - -	-	g - s o g -	u n d	-	s ie	- - - -	- - s o gg - -	- - -	s ie	-	-	- - s	- - - - - -	- - -	- - - -	- - -	m e ch t	s o g - n	- -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	d i a n d l	-	-	-	-
mn	43183	Penningdörfl	1	i -	b i -	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h o b - -	- - s	-	-	-	- - - - -	- iha r - -	- - - -	-	g - s o g t	u - -	-	s ie	h a - t	g - s a g t -	- - -	s e	-	-	- e s	w o ll - t -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	4321	Fahrland	1	i k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d e - - -	f r au - e -	- - - - -	- - - -	-	-	u n -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- öe r - -	- - - -	-	- - s äe - t	u n -	-	s e	- - - -	- - s e gg t e	- - -	s e	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öe r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43210	Innsbruck	1	i -	b i n	- - - -	- - - -	- - - -	g - w ö s - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u - -	- - -	h å b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s a g -	u n d	-	s ie	h å - t	g - s å gg - -	- - -	s ie	-	-	- - s	w ea r - d -	- - -	- - - -	- - -	-	s å g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43224	Kolsassberg	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u - -	- - -	h e n - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s å g t	u - -	-	s ie	h å - t	g - s å g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s å g - n	a -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	t o ch t a r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43251	Aschau im Zillertal	1	i -	b i n	- - - -	- - - -	- - - -	g - w e s - n	b ei	-	- - -	-	-	d e r - -	- - - - - -	- - - - -	- - - -	-	-	u n d	- - -	h u n - -	- - -	-	-	-	- - - - -	- ia r - -	- - - -	-	g - s a g t	u n d	-	s ie	h a - t	g - s oa - t -	- - -	-	ih	-	- - s	w e r - - -	- - -	- - - -	- - -	-	s oa g - n	- -	sch oa	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	m ei	t ö ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43280	Krimml	1	i -	b i -	- - - -	- - - -	- - - -	g - w e s - n	b a	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h u - - -	- - s	-	-	-	- - - - -	- i - a -	- - - -	-	g - s å g t	u n d	-	s ie	h a - t	g - s å g t -	- - -	s ie	-	-	- - s	- - - - - -	- - -	- - - -	- - -	-	s a g - -	a -	-	-	- - -	-	- - -	- - - - -	- ih r a - - -	- - -	- - - - - -	-	t o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43285	Trins	1	i -	b i n	- - - -	- - - -	- - - -	g e w o s - n	b a	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	- - - - -	- - -	-	-	-	- - - - -	- - - - -	- - - -	-	- - - - - -	- - -	-	s ie	h o - t	g - s oh - t -	- - -	s ie	-	-	- - s	w ea r - d -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r - n - -	- - -	- - - - - -	-	- - - - - - - -	m a d - l - -	- - - - - -	-	-	-	-
mn	43288	Dornauberg	1	i -	b i -	- - - -	- - - -	- - - -	g e w ö s - n	b ei	-	- - -	-	-	d - r - -	f r au - - -	- - - - -	- - - -	-	-	u - -	- - -	h u - - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	- - x oa - t	u - -	-	s ie	h o - t	- - x oa - t -	- - -	s ie	-	-	- - z	w ea ch - - -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	t o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	4329	Steglitz	1	i ck	b i n	- - - -	- - - -	- - - -	j e w e s - t	b ei	-	- - -	-	-	d e - - -	f r au - e -	- - - - -	- - - -	-	-	u n -	- - -	h ä b - -	- e t	-	-	-	- - - - -	- öh r - -	- - - -	-	j e s äh r t	u n -	-	s e	- - - -	- - s äh r t -	- - -	s e	-	-	- - t	w i ll - - -	- - -	- - - -	- - -	-	s eih - e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - e	- - - - - - -	- - - - - -	-	-	-	-
mn	43297	Schmirn	1	i -	b i n	- - - -	- - - -	- - - -	g e w ö s - n	b ei	-	- - -	-	-	d e r - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h u n - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s ö - t	u n d	-	s ie	- - - -	- - s ö - t -	- - -	s ie	-	-	- - s	w ü ll - - -	- - -	- - - -	- - -	-	s o g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r - - - -	- - -	- - - - - -	-	t o̊ ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
mn	43301	Kitzbühel	1	i -	b i̊ -	- - - -	- - - -	- - - -	g - w e̊ s - n	b ei	-	- - -	-	-	d å - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h u - - -	- - s	-	-	-	- - - - -	- i - a -	- - - -	-	g - s o̊ g -	u n d	-	s i	h å - d	g - s o̊ g - -	- - -	s i	-	-	- - s	w oi - - - -	- - -	- - - -	- - -	-	s o̊ g - n	a -	-	-	- - -	-	- - -	- - - - -	- - - - - - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	d i̊ r n d l	-	-	-	-
mn	43303	Hochfilzen	1	i -	b i n	- - - -	- - - -	- - - -	g - w e̊ s - n	b a	-	- - -	-	-	d a - - -	f r au - - -	- - - - -	- - - -	-	-	u - -	- - -	h å b - -	- - s	-	-	-	- - - - -	- ih r - -	- - - -	-	g - s å g t	u - -	-	s ie	h å - t	g - s å g t -	- - -	s ie	-	-	- - s	w i ll - - -	- - -	- - - -	- - -	-	s å g - n	a -	-	-	- - -	-	- - -	- - - - -	- ih r e r - -	- - -	- - - - - -	-	t o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
