Index	Bogennummer	Ort	Sprache	ich1	bin	gewesen	bei	der	frau	und1	ich2	habe	es1	zu1	ihr	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	hat2	es2	will	sagen	auch	zu2	ihrer	tochter
mn	42132	Ramsau bei Berchtesgaden	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wollt - - - -	sogen	a - -	- - - -	ihra - - - -	Tachta - - - - - -
mn	42140	Hachiville	1	Ich	- sén - -	gewièst -	bei - - - -	dér	Fra - - - -	ăn	-	hăn	ét	- - - -	hĭr - - -	gesōt	ăn	-	sie - - - -	-	sōt	-	sie - - - - -	-	et	- - ging - -	soen	o - -	- - - -	hĭrer - - - -	Duōchter - - - - - -
mn	42166	Niederwampach	1	Ech	- senn - -	gewescht -	bei - - - -	der	Fra - - - -	an	ech	hunn	et	- - - -	ir - - -	gesot	an	-	si - - - -	-	sot	-	si - - - - -	-	et	vielt - - - -	suen	och - -	- - - -	irer - - - -	Duochter - - - - - -
mn	42180	Neidhausen	1	Ech	- - wor -	- -	beî - - - -	der	Fro - - - -	-	éch	hann	et	- - - -	hir - - -	gesot	a	-	si - - - -	-	sot	-	si - - - - -	-	et	- - - - -	sét	och - -	- - - -	hirer - - - -	Dũochter - - - - - -
mn	42236	Ettelbrück	1	Ech	- sén - -	géwîest -	bêi - - - -	dĕr	Frā - - - -	ăn	-	hŭn	ètt	- - - -	ĕr - - -	gesōt	ăn	-	si - - - -	-	sōt	-	si - - - - -	-	ètt	- - gîev - -	sōen	och - -	- - - -	hîerer - - - -	Dûochter - - - - - -
mn	42254	Rambrouch	1	Ech	- - war -	- -	bei - - - -	der	Frâ - - - -	an	-	hun	-	- - - -	er - - -	gesot	a	-	sie - - - -	hûot	gesot	-	si - - - - -	-	et	wîelt - - - -	soen	och - -	- - - -	hirer - - - -	Dûochter - - - - - -
mn	42302	Eischen	1	Ech	- - wāer -	gewéscht -	bei - - - -	der	Frã - - - -	an	éch	hunn	et	- - - -	err - - -	gesõht	an	-	si - - - -	hu͡et	gesõt	-	si - - - - -	-	ét	- dét - - -	soen	och - -	- - - -	hirer - - - -	Doechter - - - - - -
mn	42316	Hünsdorf	1	Éch	- - wăr -	gevéscht -	bei - - - -	der	Fră - - - -	ăn	éch	hun	ĕt	- - - -	hir - - -	gesōt	an	dë	- - - - -	hūet	gesōt	-	sie - - - - -	-	et	- - géf - -	sôen	- - -	- - - -	hierem - - - -	- Médchen - - - - -
mn	42341	Biwer	1	Éch	- se - -	gewîes -	bei - - - -	der	Frā - - - -	an	éch	hun	et	- - - -	er - - -	gesot	an	-	se - - - -	-	sot	-	se - - - - -	-	et	wellt - - - -	son	och - -	- - - -	hirer - - - -	Dûochter - - - - - -
mn	42414	Uewerkuer	1	Éch	- - vōr -	- -	bei - - - -	der	Frŏ - - - -	ănn	éch	hŭn	et	- - - -	er - - -	gesŏt	a	-	si - - - -	-	sŏt	-	sie - - - - -	-	et	- - gĭf - -	sŏen	ŏch - -	- - - -	hiren - - - -	- - - - - - -
mn	42431	Peppange	1	Ech	- se - -	gewiuscht -	bei - - - -	der	Fro - - - -	an	-	hun	et	- - - -	er - - -	gesot	a	-	sie - - - -	-	sot	-	se - - - - -	-	et	- - géih - -	soen	och - -	- - - -	hierem - - - -	- Médchen - - - - -
mn	42469	Schwarzenbach an der Pielach	1	I	bin - - -	gwen -	bei - - - -	dein	- Wei - - -	und	-	hob	-	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	hot	s	wölln - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42470	Lehenrotte	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	will - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42472	Thal	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	-	- - - -	ir - - -	gsagt	und	-	sie - - - -	hot	gsagt	-	sie - - - - -	-	s	wul - - - -	sogn	- - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42477	Grillenberg	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	ia - - -	g'sogt	und	-	sie - - - -	hot	g'sogt	-	sie - - - - -	-	's	woit - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42520	Schneebergdörfl	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	u	-	hob	's	- - - -	ihr - - -	g'sogt	u	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wül - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
mn	42527	Mollram	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	u	-	hob	's	- - - -	ihr - - -	gsogt	u	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wird - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42532	Frein an der Mürz	1	I	bi - - -	gwest -	ba - - - -	da	Frau - - - -	und	-	han	s	- - - -	ihr - - -	gsagg	und	-	sie - - - -	hat	gsagg	-	sie - - - - -	-	s	will - - - -	sagn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42571	Massing	1	J	bin - - -	g'wen -	ba - - - -	der	Frau - - - -	u	-	håb	's	- - - -	ihr - - -	g'sågt	u	-	- - - - -	-	-	-	sie - - - - -	-	's	- - - - -	soagt	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42573	Semmering	1	I'	bin - - -	g'wes'n -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	iha - - -	g'sogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	hol	's	wull'n - - - -	so'gn	a' - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42587	Feistritz am Wechsel	1	I	bi - - -	gwen -	ba - - - -	da	Frau - - - -	u	-	hob	s	- - - -	ihr - - -	g'sogt	und	-	sie - - - -	hot	g'sogt	-	sie - - - - -	-	s	wü - - - -	sog'n	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42612	Gleichenbach	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	how	s	- - - -	ia - - -	gsog	und	-	sie - - - -	hout	gsog	-	sie - - - - -	-	s	wia[d?] - - - -	song	- schou -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42635	Weiden am See	1	I	bin - - -	g'wäis'n -	bei - - - -	da	Frau - - - -	und	-	hob	-	- - - -	iah - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wüll - - - -	sogn	a - -	- - - -	iahra - - - -	Tochta - - - - - -
mn	42637	Nickelsdorf	1	I	bin - - -	gweßt -	bei - - - -	der	Frau - - - -	und	-	hob	s	- - - -	iä - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	hot	s	wülln - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochte - - - - - -
mn	42640	Siegersdorf	1	I	bin - - -	g'wes'n -	bei - - - -	da	Frau - - - -	und	-	håb	's	- - - -	ihr - - -	g'sågt	und	-	sie - - - -	håt	g'sågt	-	sie - - - - -	-	's	wird - - - -	såg'n	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42647	Stotzing	1	I	bin - - -	gwest -	bei - - - -	da	- - - - Moam	und	-	hoat	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	s	wird - - - -	sogn	a - -	- - - -	ihrn - - - -	- - - Mensch - - -
mn	42670	Wieselburg (Mosonmagyaróvár)	1	I	pin - - -	kwēizn -	pa - - - -	da	Frau - - - -	und	-	hop	s	- - - -	ia - - -	ksogt	und	-	sī - - - -	hot	ksogt	-	si[?] - - - - -	hot	s	wöüln - - - -	sougn	ā - -	- - - -	iara - - - -	Touchta - - - - - -
mn	42688	Andau	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	-	i	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	s	wül - - - -	sogn	- - -	- - - -	ihren - - - -	- - - Mensch - - -
mn	42691	Wiesen	1	I	bin - - -	gwen -	boa - - - -	da	- - - - Moam	und	-	håb	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	wird - - - -	sågn	- schoa -	- - - -	ihra - - - -	- - Dirn - - - -
mn	42701	Baumgarten	1	I	bin - - -	gwesn -	ba - - - -	da	- - - - Moam	und	-	hob	-	- - - -	ia - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	hot	s	wolln - - - -	sogn	- - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	42706	Apetlon	1	I'	bin - - -	gweisn -	ba' - - - -	da'	Frau - - - -	und	-	how	s	- - - -	ier - - -	gsogt	und	-	sie - - - -	heout	gsogt	-	sie - - - - -	-	s	wüll - - - -	sogn	a' - -	- - - -	iehra - - - -	Tochta - - - - - -
mn	42722	Horitschon	1	I	bin - - -	gwēin -	bēi - - - -	der	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	-	sogte	-	sie - - - - -	-	es	wollt - - - -	sogn	auch - -	- - - -	ihrer - - - -	T - - - - - -
mn	42728	Holling (Fertőboz)	1	I	pin - - -	gw(é)in -	pa - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ia - - -	gsokt	und	-	si - - - -	hot	gsokt	-	si - - - - -	-	s	wiad - - - -	sogn	a - -	- - - -	is - - - -	- - Tian - - - -
mn	42748	Frasnacht	1	I	bin - - -	- gsi	bi - - - -	de	Frau - - - -	ond	-	han	es	- - - -	er - - -	gsat	ond	-	si - - - -	hätt	gsat	-	si - - - - -	-	's	wöll - - - -	säge	au - -	- - - -	ihrer - - - -	Töchter - - - - - -
mn	42821	Rietli	1	I	bi - - -	- gsee	bi - - - -	de	Frau - - - -	ond	-	hann	s	- - - -	er - - -	gsäd	-	do	si - - - -	hed	gsad	-	si - - - - -	-	s	well - - - -	säge	au - -	- - - -	erne - - - -	- Mätel - - - - -
mn	42843	Hohenems	1	I	bi - - -	- gsi	bi - - - -	d’r	Frou - - - -	und	-	han	es	- - - -	er - - -	gset	-	do	sie - - - -	het	gset	-	sie - - - - -	-	’s	well - - - -	sega	o - -	- - - -	ihrem - - - -	- Moatle - - - - -
mn	42850	Bizau	1	J	beo - - -	- gsinn	bi - - - -	m	- Wīb - - -	und	-	heon	s	- - - -	or - - -	gsejt	und	-	si - - - -	hat	gsejt	-	si - - - - -	-	s	wull - - - -	seigo	ou - -	- - - -	- dr - - -	- - - - - - -
mn	42856	Riezlern	1	I	bi - - -	- gse	be - - - -	dem	- Wib - - -	ond	-	ha	es	- - - -	er - - -	gsaid	ond	-	schi - - - -	hed	gseid	-	schi - - - - -	-	s	well - - - -	sä̊ga	au - -	- - - -	ihrer - - - -	- Maika - - - - -
mn	42908	Gamprin	1	I	bi - - -	- gsie	bi - - - -	m	- Wib - - -	un	-	han	as	- - - -	ar - - -	gset	u	-	sie - - - -	het	gset	-	sie - - - - -	-	s	well - - - -	säga	o - -	- - - -	ihrem - - - -	- Motle - - - - -
mn	42926	Röns	1	J	bin - - -	- xie	be - - - -	em	- Wiib - - -	und	-	han	as	- - - -	ar - - -	gset	-	do	se - - - -	hät	gset	-	sie - - - - -	-	s	well - - - -	säga	- - -	- - - -	am - - - -	- Maedle - - - - -
mn	4293	Brielow	1	Ick	bin - - -	west -	bei - - - -	die	Fraue - - - -	und	-	hebb	et	- - - -	er - - -	esät	und	-	sie - - - -	-	sedde	-	sie - - - - -	-	et	woll' - - - -	seggen	ock - -	- - - -	ähre - - - -	Dochter - - - - - -
mn	42933	Buchboden	1	Ich	bi - - -	- gse	be - - - -	der	Frau - - - -	und	-	hand	es	- - - -	r - - -	gsait	und	drnoch	scht - - - -	hät	sait	-	schai - - - - -	-	s	wöll - - - -	säga	- - -	- - - -	- da - - -	- Maiga - - - - -
mn	42939	Lech	1	I	bĩ - - -	- gsäĩ	bi - - - -	m	- Wib - - -	on	-	hå	as	- - - -	r - - -	gsaid	on	-	schi - - - -	hed's	g'said	-	schi - - - - -	-	is	wel - - - -	sägä	- - -	- - - -	- d'r - - -	- Mai[k?]hi - - - - -
mn	42970	Sargans	1	I	bi - - -	- gsi	beï - - - -	dr	Frau - - - -	und	-	haan	es	- - - -	er - - -	gseit	und	-	sii - - - -	hät	gseit	-	si - - - - -	-	s	wäll - - - -	säägä	au - -	- - - -	ihrä - - - -	Tochtr - - - - - -
mn	42977	Schruns	1	Jch	bin - - -	- gso	bi - - - -	d’r	Fau - - - -	und	-	hon	as	- - - -	ar - - -	gset	und	-	sie - - - -	hot	gset	-	sie - - - - -	-	’s	welli - - - -	säga	o - -	- - - -	ihrem - - - -	- Meigi - - - - -
mn	42985	Vils	1	I	bi - - -	gwösa -	bai - - - -	der	Frau - - - -	und	-	hob	'es	- - - -	iar - - -	g'sogt	und	-	sie - - - -	-	sogte	-	sie - - - - -	-	s	wear - - - -	sogn	- scho -	- - - -	ihrer - - - -	Tochter - - - - - -
mn	43004	Hinterhornbach	1	I	bi - - -	gwöst -	bei - - - -	m	- Wai - - -	und	-	hon	s	- - - -	er - - -	gsat	und	-	sie - - - -	håt	gsat	-	sie - - - - -	-	s	wöll - - - -	såge	och - -	- - - -	ihrm - - - -	- Madle - - - - -
mn	43013	Rinnen	1	I	bi - - -	gwest -	be̊ - - - -	der	Frau - - - -	und	-	hon	s	- - - -	er - - -	gseet	und	-	sie - - - -	hot	gseet	-	sie - - - - -	-	s	werd - - - -	soge̊	o - -	- in - -	ihre̊m - - - -	- Madle̊ - - - - -
mn	43021	Ehrwald	1	I	bin - - -	g'wösa -	bo - - - -	m	- Weib - - -	un	-	hon	is	- - - -	- - - ihn	g'söt	-	-	- - ös - -	håt	g'söt	-	- - - ös - -	-	's	will - - - -	sagå	ou - -	- - - -	- - seir - -	Tochter - - - - - -
mn	43022	Leutasch	1	I	bin - - -	gwösn -	bei - - - -	dr	Frau - - - -	un	-	hun	s	- - - -	ihr - - -	gsöt	un	-	sie - - - -	hott	gsöt	-	sie - - - - -	-	s	weard - - - -	sagn	o - -	- - - -	- der - - -	- (Madl) - - - - -
mn	43027	Bach	1	I	bin - - -	gwöst -	bei - - - -	der	Frau - - - -	und	-	hånn	-	- - - -	iar - - -	gsågt	und	-	si - - - -	-	sågt	-	si - - - - -	-	's	will - - - -	såga	auch - -	- - - -	ihr - - - -	Tochter - - - - - -
mn	43037	Silzerberg	1	I	bin - - -	g'wös'n -	bei - - - -	der	Frau - - - -	und	-	hånn	's	- - - -	ihr - - -	gsöt	und	-	sie - - - -	håt	gsöt	-	sie - - - - -	hei	's	wöll'n - - - -	såg'n	o - -	- - - -	ihr'n - - - -	- Madlen - - - - -
mn	43055	Hatting	1	I	bin - - -	gwösn -	ba - - - -	dar	frau - - - -	und	-	hun	s	- - - -	ihr - - -	gsöt	und	-	sie - - - -	hoat	gsöt	-	sie - - - - -	-	s	will - - - -	soagn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
mn	4306	Deetz	1	Ick	bin - - -	west -	bei - - - -	die	Frau'e - - - -	un	-	hebbe	-	- - - -	öhr - - -	h'sedt	un	-	- die - - -	-	sedde	-	- - die - - -	-	t	will - - - -	seggen	ok - -	- - - -	öhre - - - -	Dochter - - - - - -
mn	43070	Mils bei Imst	1	I	bin - - -	gwösa -	bei - - - -	dear	Frau - - - -	und	-	hon	s	- - - -	iara - - -	gsöt	und	-	sie - - - -	-	söt	-	sie - - - - -	-	s	wöll - - - -	soga	o - -	- - - -	iara - - - -	Tochter - - - - - -
mn	43122	Unterried	1	I	bin - - -	gwes'n -	bei - - - -	m	- Weibe - - -	und	-	hon	's	- - zu -	ar - - -	gsöt	u	-	sie - - - -	hot	gsöt	-	i - - - - -	-	s	weard - - - -	sogn	- schon -	- - - -	- - - - an	- Madlen - - - - -
mn	43133	Holdernach	1	I	bin - - -	gwößt -	ba - - - -	n	- Weib - - -	u	-	hon	vas	- - - -	a - - -	gsöt	u	-	sie - - - -	hat	gsöt	-	sie - - - - -	-	s	wöll - - - -	soga	- schua -	- - - -	- dar - - -	Tochter - - - - - -
mn	43152	Kauns	1	I	bin - - -	gwösa -	bei - - - -	dr	Frau - - - -	und	-	hon	as	- - - -	ar - - -	gsöt	und	-	sie - - - -	hot	gsöt	-	sie - - - - -	-	s	wöll - - - -	souga	ou - -	- - - -	(iarm - - - -	- Madla) - - - - -
mn	43161	Unterberg	1	I	bin - - -	g'wôs'n -	ba - - - -	der	Frau - - - -	und	-	hun	s	- - - -	ihr - - -	gsag	und	-	sie - - - -	hat	gsag	-	sie - - - - -	-	's	will - - - -	seg'n	a - -	- - - -	ihrn - - - -	- Madl - - - - -
mn	43162	Pertisau	1	I	biñ - - -	gwesn -	bei - - - -	der	Frau - - - -	und	-	huñ	s	- - - -	ihr - - -	gsågg	und	-	sie - - - -	had	gsågg	-	sie - - - - -	-	s	weadscht - - - -	sågn	- schu -	- - - -	ihrn - - - -	- - Diandl - - - -
mn	43173	Brixlegg	1	I	bi - - -	gwösn -	bei - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ia - - -	gsogg	und	-	sie - - - -	-	sogg	-	sie - - - - -	-	s	- - - - mecht	sogn	- - -	- - - -	- - - - ian	- - Diandl - - - -
mn	43183	Penningdörfl	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	ihar - - -	gsogt	u	-	sie - - - -	hat	gsagt	-	se - - - - -	-	es	wollt - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochta - - - - - -
mn	4321	Fahrland	1	Ik	bin - - -	west -	bei - - - -	d'e	Fraue - - - -	un	-	hebb	et	- - - -	öer - - -	säet	un	-	s'e - - - -	-	seggte	-	s'e - - - - -	-	et	wolle - - - -	seggen	ok - -	- - - -	öere - - - -	Dochter - - - - - -
mn	43210	Innsbruck	1	I	bin - - -	gwösn -	bei - - - -	der	Frau - - - -	u	-	håb	s	- - - -	ihr - - -	gsagg	und	-	sie - - - -	håt	gsågg	-	sie - - - - -	-	s	weard - - - -	sågn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
mn	43224	Kolsassberg	1	I	bin - - -	gwesn -	bei - - - -	der	Frau - - - -	u	-	hen	s	- - - -	ihr - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	’s	will - - - -	sågn	a - -	- - - -	- der - - -	Tochtar - - - - - -
mn	43251	Aschau im Zillertal	1	I	bin - - -	gwesn -	bei - - - -	der	- - - - -	und	-	hun	-	- - - -	iar - - -	gsagt	und	-	sie - - - -	hat	gsoat	-	- ih - - - -	-	s	wer - - - -	soagn	- schoa -	- - - -	- - - mei -	Töchter - - - - - -
mn	43280	Krimml	1	I	bi - - -	gwesn -	ba - - - -	da	Frau - - - -	und	-	hu	s	- - - -	ia - - -	gsågt	und	-	sie - - - -	hat	gsågt	-	sie - - - - -	-	s	- - - - -	ság	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	43285	Trins	1	I	bin - - -	gewósn -	ba - - - -	der	Frau - - - -	und	-	-	-	- - - -	- - - -	-	-	-	sie - - - -	hot	gsôht	-	sie - - - - -	-	s	weard - - - -	sogn	a - -	- - - -	ihrn - - - -	- Madl - - - - -
mn	43288	Dornauberg	1	I	bi - - -	gewösn -	bei - - - -	dr	Frau - - - -	u	-	hu	s	- - - -	ihr - - -	xoat	u	-	sie - - - -	hôt	xoat	-	sie - - - - -	-	z	weach - - - -	sogn	a - -	- - - -	- dr - - -	Tôcht(e)r - - - - - -
mn	4329	Steglitz	1	Ick	bin - - -	jewest -	bei - - - -	de	Fraue - - - -	un	-	hälb	et	- - - -	öhr - - -	jesährt	un	-	se - - - -	-	sährt	-	se - - - - -	-	t	will - - - -	seihen	ok - -	- - - -	öhre - - - -	Dochtere - - - - - -
mn	43297	Schmirn	1	I	bin - - -	gewösn -	bei - - - -	der	Frau - - - -	und	-	hun	s	- - - -	ihr - - -	gsöt	und	-	sie - - - -	-	söt	-	sie - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	ihr - - - -	To̊chter - - - - - -
mn	43301	Kitzbühel	1	I	bi̊ - - -	gwe̊sn -	bei - - - -	då	Frau - - - -	und	-	hu	s	- - - -	i͡a - - -	gso̊g	und	-	si - - - -	håd	gso̊g	-	si - - - - -	-	s	wo͡i - - - -	so̊gn	a - -	- - - -	i͡an - - - -	- - Di̊rndl - - - -
mn	43303	Hochfilzen	1	I	bin - - -	gwe̊s'n -	ba - - - -	da	Frau - - - -	u	-	håb	's	- - - -	ihr - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	's	will - - - -	sågn	a - -	- - - -	ihrer - - - -	Tochta - - - - - -
mn	43310	Saalfelden am Steinernen Meer	1	I	bi - - -	gwejn -	ba - - - -	da	Frau - - - -	u	-	hå(n)	s	- - - -	ihr - - -	gsåůgt	u	-	sie - - - -	håt	gsagg	-	sie - - - - -	-	is	wü - - - -	sågn	a - -	- - - -	ira - - - -	Tåchtan - - - - - -
mn	43315	Werfen	1	I	bi - - -	gwösn -	bei - - - -	da	Frau - - - -	und	-	ho	's	- - - -	ihr - - -	g'sagt	und	-	sie - - - -	hat	g'sagt	-	sie - - - - -	-	s	wü - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	43331	Bramberg am Wildkogel	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hei(n)	s	- - - -	ihr - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	wü - - - -	sågn	- - -	- - - -	ihra - - - -	Dochda - - - - - -
mn	43340	Niedernsill	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	haõ	s	- - - -	ia - - -	gsåg	u	-	sie - - - -	håt	gsåg	-	sie - - - - -	håt	s	woi(l)n - - - -	sågn	a - -	- - - -	ihra - - - -	Dåchta - - - - - -
mn	43347	Sankt Georgen	1	i	bin - - -	gwen -	bei - - - -	da	- - - - -	und	-	hon	's	- - - -	ihr - - -	gsågt	-	nåcha	- - 's - -	håt	gsågt	-	sie - - - - -	-	s	werd - - - -	sågn	- schon -	- - - -	ihra - - - -	Tåchta - - - - - -
mn	43354	Goldegg	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	hãn	s	- - - -	ir - - -	gsågg	und	-	sie - - - -	håt	gsågg	-	sie - - - - -	-	s	wü - - - -	sågn	- - -	- - - -	ira - - - -	Dåchta - - - - - -
mn	43359	Kleinarl	1	I	bi - - -	g'weïn -	ba - - - -	da	Frau - - - -	und	-	hõ	s	- - - -	ia - - -	g'saug	und	-	sie - - - -	hout	g'soug	-	sie - - - - -	-	's	wü - - - -	sougn	- - -	- - - -	ihra - - - -	Tåchta - - - - - -
mn	43372	Bad Gastein	1	I	biñ - - -	gwöisn -	bei - - - -	da	Frau - - - -	und	-	hån	s	- - - -	iha - - -	gså͜ugt	und	-	sie - - - -	hå͜ut	gså͜ugt	daß	sö - - - - -	-	s	wiascht - - - -	så͜ugn	- schon -	- - - -	ihra - - - -	Toåchta - - - - - -
mn	43378	Berg-Gruben	1	I	bin - - -	gewösen -	bei - - - -	-	- - - - -	u	-	huns	-	- - - -	- da - -	gsåg	-	-	- - - - -	-	-	-	sie - - - - -	-	s	- - - soll -	sogn	a - -	- - - -	Iara - - - -	Toachta - - - - - -
mn	43379	Heiligenblut	1	I	bi(n) - - -	gwaithn -	bei - - - -	da	Frau - - - -	und	-	hon	as	- - - -	- - - -	gsåg	und	-	sie - - - -	-	sog	-	sie - - - - -	-	s	will - - - -	sogn	a - -	- - - -	ihra - - - -	T[å?]chta - - - - - -
mn	4338	Köpenick-Kietz	1	Ick	bin - - -	gewest -	bi - - - -	de	Fru - - - -	und	-	hebbe	es	- - - -	ihr - - -	geseggt	un	-	se - - - -	-	sogte	-	sie - - - - -	-	es	wolle - - - -	seien	och - -	- - - -	ihrer - - - -	Dochter - - - - - -
mn	43381	Sankt Martin am Tennengebirge	1	Ich	bin - - -	g'wesen -	bei - - - -	der	Frau - - - -	und	-	hab	's	- - - -	ihr - - -	g'sagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wird - - - -	sagn	a - -	- - - -	- da - - -	Tochta - - - - - -
mn	43384	Ramsau	1	I	bin - - -	gwest -	bei - - - -	de	Frau - - - -	u	-	han	-	- - - -	ihr - - -	gsagt	-	-	sie - - - -	-	segt	-	sie - - - - -	-	s	- - - - -	soggt	a - -	- - - -	ihrch - - - -	To[a?]chter - - - - - -
mn	43391	Assach	1	I	bi - - -	gwen -	ba - - - -	da	Frou - - - -	und	-	hoi	s	- - - -	ihr - - -	g'sågt	und	-	sie - - - -	hat	gsågt	-	sie - - - - -	-	s	wischt - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	43393	Donnersbach	1	I	- - wår -	- -	bai - - - -	da	Frau - - - -	und	-	hån	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	håt	gsagt	-	sie - - - - -	-	s	wird - - - -	sågn	a - -	- - - -	- dem - - -	- - Dimdl - - - -
mn	43412	Untertauern	1	I	bi - - -	gwön -	ba - - - -	da	frau - - - -	und	-	hor	’s	- - - -	ihr - - -	gsog	und	-	sie - - - -	håt	gsog	-	sie - - - - -	-	’s	wescht - - - -	såung	- - -	- - - -	ihra - - - -	Tüchta - - - - - -
mn	43420	Pöllau	1	I	bin - - -	gweisn -	bei - - - -	da	Frau - - - -	und	-	han	s	- - - -	ihra - - -	gsog	und	-	sie - - - -	hot	gsog	-	sie - - - - -	-	s	wed - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
mn	43427	Oberweissburg	1	I	bi - - -	gön -	ba - - - -	da	Frau - - - -	und	-	ho̊	s	- - - -	ia - - -	xåg	-	nåcha	sie - - - -	håt	xåg	-	sie - - - - -	-	z	wäch - - - -	sågn	a - -	- - - -	iach - - - -	Tåchta - - - - - -
mn	43433	Sauerfeld	1	I	bi - - -	gwön -	ba - - - -	da	- - - - Mûatta	und	-	hoa	s	- - - -	ih - - -	gsåg	und	-	si - - - -	-	såg	-	sie - - - - -	-	es	wi - - - -	sag'n	a - -	- - - -	- da - - -	Tåchta - - - - - -
mn	43439	Ranten	1	I	bin - - -	gwesn -	bei - - - -	da	- - Åltn - -	und	-	hån	s	- - - -	ihra' - - -	gsågt	und	-	sie - - - -	-	sågt	-	sie - - - - -	-	s	wird' - - - -	sågn	a - -	- - - -	- d'm - - -	- - Diandl - - - -
mn	43453	Strechen	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	han	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	-	sagt	-	sie - - - - -	-	s	wül - - - -	sagn	a - -	- - - -	ihra - - - -	Toachte - - - - - -
no	43455	Treglwang	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	hab	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wird - - - -	sagn	a - -	- - - -	- da - - -	Tochta - - - - - -
no	43457	Kalwang	1	I	bin - - -	gwen -	ba - - - -	da	- - Oltn - -	und	-	haun	’s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wird - - - -	sogn	- - -	- - - -	ihra - - - -	Tochta - - - - - -
