Ort::REDE_GIDs	Ort::Longitude	Ort::Latitude	Bogennummer	Ort::Name	Ort::Sprache	müde	wir	sind	und	uns	haben	einen	Durst
543832	15,48264456	51,43310559	8865	KOBERBRUNN	1	müde	Berr	sähn	und	-	hohn	-	durst.
543833	15,71948637	51,4302282	8870	ARMADEBRUNN (STUDZIANKA)	1	miede	Wir	sehn	und	-	hoan	-	durscht.
390650	16,00948	51,43246	8878	TRZMIELOW	1	müd	Wir	seiin	und	-	huan	-	durscht.
386729	16,26255	51,43001	8888	SKLADOWICE	1	müde	Ber	sehn	und	-	huon	-	durst.
118491	14,36	51,59	8972	CANTDORF	1	med	Mer	sein	on	-	han	-	Durscht.
534376	14,63221067	51,60563723	8981	EICHWEGE	1	müde	Wir	sein	u	-	hoben	-	durscht.
365855	14,90436	51,61006	8990	JEDRZYCHOWICE	1	mude	Wir	sind	und	-	hoahn	-	durst.
543937	15,16987967	51,61973858	9000	KUNZENDORF (KUNICE)	1	mide	Mir	sein	und	-	hoan	-	durscht.
392376	15,4704	51,58678	9015	CHICHY	1	mide	Ber	senn	und	-	hoan	-	durscht.
390277	15,75605	51,60524	9025	PRZECLAW	1	miade	B'r	sean	und	-	hoan	-	durscht.
391646	15,99977	51,60773	9036	JAKUBOW	1	mied	Ber	senn	und	-	hoan	-	durscht.
388464	16,26765	51,58761	9052	RZECZYCA	1	müd	Ber	sche	und	-	huan	-	durst.
535252	14,66128553	51,8062894	9143	MEHLEN	1	miede	Mer	sind	und	-	honn	-	Dorscht.
392899	14,93595	51,77136	9152	DLUZEK	1	miede	Wir	sein	und	-	hon	-	durscht.
367199	15,17201	51,77065	9163	BIALOWICE	1	miede	Bier	sein	un	-	hogn	-	durscht.
385599	15,48949	51,78231	9179	BRONISZOW	1	mied	Berr	senn	und	-	huon	-	durscht.
543949	15,72928974	51,77941728	9193	ALT TSCHAU (STARE ￅﾻABNO)	1	mide	Beer	senn	und	-	huan	-	durscht.
388441	16,01584	51,78478	9200	GROCHOWICE	1	müde	Beier	senn	und	-	huan	-	durst.
389460	16,27408	51,77898	9207	KONRADOWO	1	müd	Bär	sen	und	-	huan	-	durscht.
120931	14,41135	51,98506	9274	STAAKOW	1	müde	Wir	sin	un	-	hoaben	-	durscht.
543954	14,67542244	51,9335877	9280	KALTENBORN	1	mide	Miär	sin	und	-	huon	-	dorscht.
364631	14,95651	51,95783	9288	CZEKLIN	1	müde	Wir	sein	und	-	hon	-	durscht.
389225	15,20444	51,93591	9303	LUBIATOW	1	mide	Bier	sain	und	-	hoam	-	durst.
387245	15,51036	51,93807	9314	ZIELONA GORA	1	miede	Ber	sein	und	-	hon	-	durscht.
391935	15,71651	51,95163	9323	ZABOR	1	müde	Bēr	sind	und	-	houn	-	Durscht.
531517	16,03727	51,94758	9335	CIOSANIEC	1	müd	Beir	sein	und	-	huan	-	durscht.
392177	17,31217	51,05066	9400	MILOSZYCE	1	müde	Wir	sein	und	-	hoaben	-	durst.
535266	17,56127862	51,05371925	9417	PRIETZEN	1	mide	Bir	sein	und	-	hoan	-	durscht.
392458	16,50134	51,08371	9433	UJAZD GORNY	1	müde	Mr	sein	und	-	ham	-	durscht.
389835	16,74042	51,07689	9453	LISOWICE	1	mede	Ber	senn	und	-	hoan	-	derscht.
392233	17,04316	51,23316	9558	LIGOTA PIEKNA	1	mide	Bair	senn	un	-	hoahn	-	durscht.
370178	17,322	51,22894	9579	JENKOWICE	1	mide	Bier	sem	und	-	hom	-	durst.
365310	17,57153	51,21449	9592	JEMIELNA	1	müde	Wir	senn	und	-	hobn	-	durst.
389023	16,50879	51,25619	9612	PRAWIKOW	1	müde	Beir	seen	und	-	hoan	-	durscht.
364704	16,7752	51,25426	9622	WARZYNA	1	müde	Beir	senn	und	-	hoan	-	durscht.
385941	17,05219	51,40808	9717	DOMANOWICE	1	müde	Beire	senn	und	-	hoan	-	durst.
368774	17,57838	51,40108	9739	KAMIEN	1	müde	Wir	sind	und	-	heben	-	durst.
388848	16,51092	51,438	9760	KRZELOW	1	müde	Wr	sen	und	-	hoan	-	durst.
366379	16,77667	51,4305	9775	STASZOWICE	1	müde	Beir	säin	und	-	huan	-	durst.
388384	17,29826	51,41491	9799	LAZY WIELKIE	1	müde	Mir	seen	und	-	hoan	-	durscht.
385609	17,33355	51,56366	9848	GODNOWA	1	-	Beir	seän	und	-	hoan	-	durscht.
389320	16,53132	51,74321	9877	CHROSCINA	1	müd	Bäo	sen	und	-	huan	-	durscht.
375568	16,79762	51,73416	9891	GOSCIEJEWICE	1	müde	Wir	sin	un	-	hun	-	durscht.
535278	17,61335182	51,71625601	9903	SONNENFELD (ORPISCHEWO)	1	miede	Beier	seen	und	-	huon	-	durscht.
368804	16,56898	51,59431	9919	WIERZOWICE MALE	1	müde	Beir	senn	und	-	hon	-	durscht.
389263	16,74839	51,5893	9926	WODNIKI	1	müde	Beer	senn	und	-	hoan	-	durst.
375993	16,52972	51,91222	9984	MORKOWO	1	müd	Berr	sehn	und	-	huon	-	durst.
94965	6,34277	50,06311	10029	RINGHUSCHEID	1	mid	Mir	se	oan	-	han	-	dugscht.
95722	6,58295	50,04663	10044	MALBERG	1	mohd	Mir	sei	un	-	ham	-	duhscht.
99147	6,84042	50,09033	10215	PANTENBURG	1	müd	Me	sä	un	-	han	-	duscht.
97954	7,07928	50,09451	10230	BEUREN	1	med	Mir	sei	un	-	he	-	duscht.
98462	7,34404	50,10303	10259	MÖRSDORF	1	met	Mai	seu	und	-	hon	-	dorscht.
94920	7,633	50,12291	10275	BADENHARD	1	mid	Mir	sen	un	-	hon	-	durst.
95227	7,88739	50,1322	10300	WELTEROD	1	mejd	Mir	senn	un	-	hon	-	dorscht.
96664	8,14118	50,13996	10315	BLEIDENSTADT	1	mid	Merr	sinn	unn	-	hunn	-	dorscht.
11144	6,05347	50,20267	10335	ESPELER	1	mid	Mirr	sinn	und	-	han'n	-	duscht.
95212	6,31001	50,22124	10351	BRANDSCHEID	1	möd	Mer	senn	un	-	han	-	durscht.
97121	6,55753	50,21722	10368	BÜDESHEIM	1	meed	Mer	sinn	un	-	haon	-	Douscht.
97404	6,7955	50,23069	10381	WALDKÖNIGEN	1	möhd	Mer	seni	en	-	hon	-	dohscht.
95268	7,0778	50,26048	10584	KALENBORN	1	möd	Mir	seun	un	-	han	-	duscht.
96687	7,34445	50,2728	10601	GAPPENACH	1	med	Mer	sein	on	-	han	-	Durscht.
101126	7,61816	50,28044	10621	RHENS	1	möd	Mir	sein	on	-	honn	-	durscht.
96321	7,87712	50,29247	10649	ATTENHAUSEN	1	miädi	Wiär	si	u	-	hei	-	Durscht.
94966	8,10998	50,31601	10663	HERINGEN	1	mäid,	Mer	sen	-	mer	hun	-	dorscht.
11763	6,28038	50,38149	10690	HONSFELD	1	möd	Mer	se	on	-	han	-	duscht.
135306	6,54324	50,3815	10697	DAHLEM	1	möd	Mer	se	on	-	han	-	dusch.
95727	6,80584	50,41498	10709	AREMBERG	1	möd	Mir	sen	on	-	han	-	durscht.
96260	7,05945	50,41231	10736	HOHENLEIMBACH	1	möd	Mr	sein	on	-	han	-	durscht.
100720	8,54797	50,9931	10857	HATZFELD (EDER)	1	mire	Wer	sei	un	-	hüh	-	dorscht.
542256	10,4237421	50,7188194	10974	HAINDORF	1	möüd	Mäi	sen	on	-	hon	-	duhrst.
542173	10,72904373	50,77061604	11132	SCHWARZWALD	1	müade	Mia	sinn	an	-	han	-	dorscht.
139789	10,96938	50,75547	11149	WIPFRA	1	miede	Me	sinn	oan	-	honn	-	dorscht
136781	11,22809	50,76235	11180	REMDA	1	mide	Me	sinn	onn	-	ham	-	dorscht.
141792	11,50488	50,7536	11197	ZEUTSCH	1	müde	Mer	sin	un	-	hun	-	durscht.
142209	11,73363	50,77235	11212	BREITENHAIN	1	müde	Mer	sin	un	-	hon	-	dorscht.
139629	12,01318	50,78588	11230	BURKERSDORF	1	müde	Mr	sin	un	-	hobn	-	durst.
139540	12,24437	50,77289	11252	SEELINGSTￃﾄDT	1	müh	Mir	sind	und	-	han	-	darscht.
142683	10,42573	50,91165	11262	SEEBACH	1	müide	Mehi	sin	un	-	han	-	dorscht.
138852	10,68407	50,91991	11467	BOILSTￃﾄDT	1	müede	Müh	sinn	un	-	hann	-	dorscht.
142811	10,93186	50,92027	11485	INGERSLEBEN	1	miede	Mie	sinn	on	-	hon	-	dorscht.
139765	11,20701	50,91984	11515	GUTENDORF	1	miede	Mi	sinn	on	-	honn	-	dorscht.
138476	11,46177	50,93317	11539	KLEINSCHWABHAUSEN	1	mide	Mr	sen	on	-	hun	-	dorscht.
136839	11,74837	50,93578	11568	THALBￃﾜRGEL	1	mide	Mer	sin	on	-	hun	-	dorscht.
138178	12,01155	50,92981	11586	BAD KￃﾖSTRITZ	1	mide	Me	sin	un	-	him	-	dorscht.
141924	12,26812	50,94846	11607	LUMPZIG	1	mide	M'r	sin	un	-	hunn	-	dorscht.
88799	10,74168	50,23953	11645	GLEISMUTHHAUSEN	1	med	Mer	senn	un	-	ham	-	duäscht.
92402	11,20975	50,24786	11673	MITWITZ	1	müd	Wie	sin	und	-	hatn	-	durscht.
79021	10,4955	50,24929	11763	AUB	1	müed	Mer	sen	un	-	hom	-	durscht.
85535	11,00025	50,2494	11805	SEIDMANNSDORF	1	müd	M'r	sen	und	-	hemm	-	durscht.
81384	11,47316	50,26759	11825	WALLENFELS	1	mü	Wie	sin	und	-	hobm	-	duost.
84316	11,76361	50,27631	11844	NEUDORF	1	meih	Mir	senn	und	-	ham	-	dorscht.
87879	12,0103	50,28274	11864	DRAISENDORF	1	müh	Mer	senn	und	-	hann	-	durscht.
141286	12,28319	50,27688	11881	SOHL	1	möi	Ma	sen	u	-	han	-	Durscht.
142488	10,49026	50,41091	11896	SￃﾜLZDORF	1	müd	Mr	senn	on	-	hon	-	durscht.
138479	10,97928	50,40853	11927	BACHFELD	1	müed	M'r	senn	un	-	heb'm	-	duest.
141347	10,73533	50,42423	12037	HILDBURGHAUSEN	1	müd	M'r	sen	un	-	ham	-	dorscht.
140391	11,24222	50,44197	12070	NEUENBAU	1	müd	Mir	senn	und	-	ham	-	duest.
136850	11,50062	50,42866	12085	GRUMBACH	1	mih	Mir	saien	unn	-	ham	-	dorscht.
138073	11,76687	50,44079	12104	FRￃﾖSSEN	1	meöh	Wir	sänn	und	-	hamm	-	dorscht.
142268	12,0079	50,43389	12125	SCHWAND	1	mieh	Merr	sänn	unn	-	hamm	-	dorscht.
140507	12,28579	50,43672	12148	KOTTENGRￃﾜN	1	müh	Wer	sin	un	-	habm	-	duersch.
137045	10,41715	50,57103	12153	MEININGEN	1	mid	Mr	senn	unn	-	henn	-	Durst.
137465	10,71167	50,55906	12167	ALTENDAMBACH	1	müd	Wir	senn	o	-	hon	-	duöst.
137776	10,96068	50,56467	12184	ALTENFELD	1	med	Mer	sen	un	-	hon	-	duhsscht.
142205	11,21968	50,60225	12341	ROHRBACH	1	müde	Mieh	sin	un	-	hon	-	dorscht.
542249	11,47786231	50,58586587	12371	ST. JACOB BEI LEUTENBERG	1	mide	Mir	sin	un	-	hon	-	dorscht.
136605	11,76828	50,60092	12390	NEUNDORF (BEI SCHLEIZ)	1	möih	M'r	sen	un	-	ham	-	dorscht.
138329	12,0133	50,59065	12410	EBERSGRￃﾜN	1	mih	Mir	sei	und	-	ham	-	durscht.
542252	12,28681029	50,61279344	12428	ROITZSCHAU/ROTSCHAU	1	müh	Mr	sei	unn	-	ham	-	dorscht.
83929	11,01356	50,08352	12496	HORSDORF	1	müd	Wie	sen	und	-	ham	-	Duescht.
90390	11,52863	50,0917	12529	KￃﾖDNITZ	1	mü,	Mir	sen	-	-	haben	-	durst.
73525	11,78865	50,09627	12556	KORNBACH	1	müd	Wir	sen	und	-	ham	-	durscht.
92759	12,01162	50,11446	12572	HABNITH	1	möid	Wia	sen	und	-	haben	-	durscht.
92995	10,47912	50,0693	12594	UCHENHOFEN	1	müad	Mar	senn	un	-	höm	-	duarscht.
81117	10,75411	50,07607	12616	REUTERSBRUNN	1	med	Mir	san	um	-	hebe	-	derscht.
87919	11,23885	50,08397	12656	WEISMAIN	1	müd	Mä	sen	und	-	ham	-	duärscht.
139318	12,54606	50,95499	12876	LOHMA	1	mide	M'r	sin	un	-	hun	-	Dorscht.
542291	12,79845622	50,93588982	12898	HEIERSDORF	1	müd	Mir	sin	un	-	haben	-	dorscht.
140816	13,03963	50,94183	12921	SACHSENBURG	1	müd	M'r	sin	un	-	hob'n	-	dorscht.
138353	13,31425	50,9658	12942	ROTHENFURTH	1	mid	Mer	sin	un	-	han	-	dorschd.
138765	13,61631	50,94387	12969	BORLAS	1	müde	Mir	seni	un	-	hann	-	dorscht.
140821	13,85701	50,95464	13005	DOHNA	1	müde	Mie	sein	und	-	hom	-	dorscht.
142852	14,13042	50,93992	13019	PORSCHDORF	1	mide	Mir	sein	und	-	han	-	durscht.
542319	12,51314844	50,4441744	13047	MORGENRￃﾖTHE	1	müd	Wir	sei	und	-	ham	-	durst.
140498	12,80099	50,47348	13054	RITTERSGRￃﾜN	1	müd	Mär	sei	un	-	hamm	-	dorscht.
139321	12,54046	50,61237	13169	SAUPERSDORF	1	müh	Mer	sei	un	-	hobn	-	dorscht.
542348	12,800879	50,61883463	13187	KￃﾜHNHEIDE	1	mied	Me	sei	un	-	hom	-	dorscht.
138641	13,06058	50,62587	13210	HIMMELMￃﾜHLE	1	mied	Wir	sei	un	-	hob'nt	-	dorscht.
139696	13,30128	50,59763	13226	RￃﾜBENAU	1	müd	Mer	sei	un	-	ha	-	dorscht.
139438	12,54647	50,76709	13269	THURM	1	müde	Wir	sin	un	-	hoben	-	darscht.
142276	12,7795	50,77904	13286	URSPRUNG	1	mud	Mir	sei	an	-	hoabn	-	dorscht.
138434	13,05066	50,78027	13317	DITTMANNSDORF	1	müd	Mar	sein	on	-	hom	-	dorscht.
142819	13,31924	50,79728	13340	GROSSHARTMANNSDORF	1	mid	Mia	sein	un	-	hon	-	dorschd.
140851	13,56587	50,80319	13355	REICHENAU	1	miede	Mer	sein	un	-	hem	-	dorscht.
139047	13,85538	50,78575	13372	LIEBENAU	1	müde	Merr	sein	und	-	hann	-	dorscht.
542404	15,72674275	50,77629276	13529	WANG-BRￃﾜCKENBERG	1	miede	Mr	sein	an	-	honn	-	durscht.
389165	15,95486	50,78753	13543	PISARZOWICE	1	müde	Meer	sein	un	-	honn	-	derst.
386686	16,20743	50,75691	13559	BOGUSZOW-GORCE	1	müde	Wir	sein	und	-	hon	-	dorscht.
542439	14,65276544	50,9556005	13655	NIEDERLEUTERSDORF/LEUTERSDORF	1	mide	Mer	senn	und	-	ham	-	dorscht.
542448	14,90152069	50,94685019	13678	ROHNAU (-)	1	mide	Mir	sein	un	-	ham	-	durscht.
386289	15,44277	50,95309	13700	REBISZￃﾓW	1	miede	Mirr	sein	an	-	honn	-	dorscht.
529888	15,69243	50,94016	13719	SIEDLECIN	1	müde	Mirr	sein	on	-	honn	-	durscht
385883	15,97695	50,9281	13727	MYSLOW	1	miede	Mir	sein	und	-	honn	-	durscht.
391578	16,24996	50,94262	13745	JUGOWA	1	müde	Mir	sein	und	-	hoan	-	durscht.
386406	16,47306	50,57075	13830	WLODOWICE	1	miede	Mr	sein	on	-	han	-	durscht.
388750	17,01494	50,57111	13869	BIERNACICE	1	mide	Bir	sein	un	-	hon	-	Durst.
391919	17,28777	50,56603	13887	RZYMIANY	1	müde	Bir	sein	und	-	hohn	-	dorscht.
388785	17,54127	50,56379	13898	SZADURCZYCE	1	mihde	Br	sein	und	-	hoan	-	dorscht.
390808	16,75132	50,60111	13929	STOSZOWICE	1	müde	Mir	sein	und	-	hon	-	dorscht.
367140	16,49574	50,74669	13996	LUTOMIA GORNA	1	mide	Mer	sein	u	-	honn	-	durscht.
388492	16,7247	50,74663	14023	ROZTOCZNIK	1	müde	Wir	sein	und	-	hön	-	durst.
366619	16,98938	50,73384	14034	LIPOWA	1	müde	Br	sain	und	-	hoan	-	durscht.
389581	17,51417	50,74342	14074	MICHALOW	1	mide	Wir	sän	und	-	hoan	-	durst.
392718	17,78334	50,70421	14092	KARCZOW	1	müde	Wir	sein	und	-	hon	-	durst.
386194	17,2612	50,75422	14159	JUTRZYNA	1	müde	Mir	sein	und	-	hon	-	durscht,
391860	17,00388	50,90846	14234	BRZOZA	1	müde	Bir	sein	und	-	hoan	-	durst.
388449	17,27996	50,91595	14250	JACZKOWICE	1	mide	Bir	sein	und	-	hon	-	durst.
369484	17,51786	50,89571	14275	PIASTOWICE	1	müde	Wir	sein	und	-	hon	-	durst.
392235	16,5052	50,92217	14305	BOZANOW	1	müde	Mir	sein	und	-	hohn	-	durst.
385748	16,75854	50,92697	14321	ROGOW SOBOCKI	1	miad	M'r	sin	a	-	ha	-	durscht.
541497	16,69625742	50,24949279	14382	WￃﾖLFELSDORF (WILKANￃﾓW)	1	müde	Mir	sein	on	-	hon	-	dorscht.
540642	18,02571486	50,04538313	14449	THRￃﾖM (TREBOM)	1	mid	Wir	sein	ons	-	hun	-	durscht.
391058	16,43333	50,40879	14458	SZCZYTNA	1	müde	Mir	sein	on	-	hon	-	dorst.
388518	16,73068	50,40811	14471	JASZKOWA GORNA	1	müde	Me	sein	oa	-	hon	-	dorscht.
387458	17,26018	50,38899	14486	NADZIEJOW	1	müde	Wir	send	und	-	hohn	-	dorst.
365314	17,51572	50,40154	14505	PIORUNKOWICE	1	mide	Bir	sein	und	-	hohn	-	Dorscht.
366235	17,00516	50,27139	14537	BIELICE	1	müde	Wir	sein	on	-	hon	-	dorscht.
528282	19,02622	50,30465	14560	SIEMIANOWICE SLASKIE	1	mide	Mer	sein	und	-	hon	-	durst.
97519	7,1428	49,58714	14613	NOHFELDEN	1	mid	Mer	sen	un	-	ham	-	Durscht.
534301	7,436449875	49,61119749	14635	ERZWEILER	1	mid	Mer	sinn	un	-	hen	-	Dorscht.
99617	7,69526	49,62895	14670	NUSSBACH	1	mied	Mehr	sein	unn	-	hunn	-	dorscht.
97006	7,94492	49,62669	14693	DANNENFELS	1	müd	Mehr	sein	und	-	hun	-	dorscht.
98182	8,20454	49,63649	14724	MONSHEIM	1	müd	Wer	sein	un	-	hen	-	dorscht.
534212	6,6329076	49,73705783	14752	SANKT MATTHIAS	1	mihd	Mer	sein	onn	-	hönn	-	Dorschd.
97643	6,89034	49,75266	14955	BESCHEID	1	meid	Mir	säi	un	-	hun	-	Duscht.
96587	7,16681	49,75594	14971	ALLENBACH	1	meid	M'r	sen	on	-	hon	-	durscht.
101007	7,39191	49,77036	14999	BERSCHWEILER BEI KIRN	1	müd	Mir	sinn	unn	-	honn	-	durscht.
98789	7,64796	49,7846	15018	BAD SOBERNHEIM	1	mid	Mer	sein	un	-	hon	-	dorscht.
98807	7,92068	49,79459	15042	NEU-BAMBERG	1	müd	Mer	sein	u	-	hun	-	dorscht.
100524	8,19083	49,80215	15066	BECHTOLSHEIM	1	müd	Merr	sein	unn	-	hunn	-	dorscht.
96333	6,35877	49,85133	15088	BOLLENDORF	1	-	Mer	sein	ann	-	hunn	-	duscht.
99873	6,62928	49,90606	15096	PREIST	1	möd	Mer	sein	on	-	hon	-	doescht.
100611	6,88064	49,90937	15118	POHLBACH	1	müd	Mir	sehn	unn	-	han	-	duscht.
98569	7,12694	49,9156	15137	KAUTENBACH	1	miet	Wia	senn	onn	-	honn	-	Durscht.
100656	7,40287	49,94174	15334	KIRCHBERG (HUNSRÜCK)	1	mied	Mer	sinn	un	-	honn	-	doorschd.
96652	7,64098	49,98645	15349	ELLERN (HUNSRÜCK)	1	müd	Mer	sin	unn	-	honn	-	dorscht.
99926	7,89616	49,96901	15365	BINGEN AM RHEIN	1	müad	Mur	sein	unn	-	haben	-	durscht.
94365	8,1754	49,98368	15394	FINTHEN	1	müd	Wer	sein	un	-	han	-	dorscht.
541288	14,08782256	50,79454917	15418	SCHNEEBERG (SNￄﾚￅﾽNￃﾍK)	1	miede	Mir	sein	und	-	hamm	-	durscht.
542632	13,57030177	50,62249964	15503	ZETTEL (SEDLO)	1	müde	M(i)r	sei	un	-	hon	-	dorscht.
542678	13,86383504	50,62849859	15538	WISTERSCHAN (BYSTￅﾘANY)	1	miede	Mir	sein	und	-	hom	-	dorscht.
542690	14,12005467	50,63121237	15550	MALSCHEN (MALEￄﾌOV)	1	müda	Wir	sain	un	-	hon	-	durscht.
542767	14,08715095	50,50156837	15638	LUKAWETZ (LUKAVEC)	1	miede	Mir	sein	und	-	hon	-	durscht.
542813	14,78356188	50,53120776	15681	NEUDORF (VRCHBￄﾚLA)	1	mieda	Mier	sein	und	-	ham	-	drscht.
542817	14,60808505	50,45343095	15685	GASTORF (HOￅﾠTKA)	1	müde	Mir	sein	und	-	hon	-	durscht.
542822	14,37491447	50,45239746	15690	WEGSTￃﾄDTL (ￅﾠTￄﾚTￃﾍ)	1	miede	Mir	sein	und	-	hon	-	Durscht.
542853	14,36367041	50,96533327	15725	NIXDORF (MIKULￃﾁￅﾠOVICE)	1	miedo	Mir	sein	und	-	honn	-	doscht.
542878	15,17855469	50,94940265	15751	RￃﾜCKERSDORF (DOLNￃﾍ ￅﾘASNICE)	1	müde	Mer	sein	un	-	hon	-	dorscht.
542974	14,37790266	50,79284652	15807	KAMNITZ-NEUDￃﾖRFL (KAMENICKￃﾁ NOVￃﾁ Vￃﾍ	1	miere	Mi	sein	un	-	honn	-	duscht.
542975	14,63295874	50,77707134	15824	ZWICKAU (CVIKOV)	1	mide	Mir	sein	und	-	h(ö)n	-	d(ö)rscht.
542985	14,93221691	50,77197058	15847	CHRISTOPHSGRUND (KRYￅﾠTOFOVA ￃﾚDOLￃﾍ)	1	müdo	Mjär	sein	und	-	hon	-	Doscht.
541010	15,15829159	50,77890432	15858	GRￃﾄNZENDORF (HRANIￄﾌￃﾁ)	1	muide	Mr	sein	und	-	hom	-	dorscht.
543079	15,16928862	50,67533905	15971	PULETSCHNEI (PULEￄﾌNￃﾝ)	1	miede	Mr	sein	und	-	honn	-	dorscht.
543083	14,39168331	50,63206481	15975	GRABER (KRAVAￅﾘE)	1	mida	Mr	sain	und	-	honn	-	doscht.
543108	14,62813223	50,58543476	15989	THAMMￃﾜHL (STARￃﾉ SPLAVY)	1	müda	Mir	san	und	-	hon	-	durscht.
543114	14,90460482	50,62283086	15995	PROSCHWITZ (ￄﾌESKￃﾁ PROSEￄﾌ)	1	müdö	Wer	pin	und	-	hon	-	dorscht.
543126	15,42528858	50,77531258	16007	HARRACHSDORF (HARRACHOV)	1	miede	Mr	sein	on	-	honn	-	dorscht.
543132	15,53	50,68	16015	WITKOWITZ (VÍTKOVICE)	1	mieda	Mer	sein	on	-	hon	-	do(r)scht.
543165	15,69389245	50,59885819	16050	FORST (FORT)	1	mied	Mir	sein	an	-	honn	-	durscht.
543176	15,94353338	50,59404379	16063	GABERSDORF (LIBEￄﾌ)	1	müde	Mir	sein	on	-	hon	-	dorscht.
543192	16,19811359	50,59375748	16083	BODISCH (BOHDAￅﾠIN)	1	müde	Me	sein	on	-	hon	-	dascht.
543232	15,68710662	50,45583613	16139	ZWITSCHIN (ZVIￄﾌINA)	1	mied	Mir	sein	an	-	hon	-	dorscht.
543256	15,95476147	50,41624184	16154	GROￃﾟBOCK (VELKￃﾁ BUKOVINA)	1	müde	Mir	sein	on	-	hon	-	dorscht.
541285	13,05587082	50,43936341	16179	SCHMIEDEBERG (KOVￃﾁￅﾘSKￃﾁ)	1	mied	Mir	sei	un	-	hem	-	darscht.
543362	12,57748601	50,27813882	16276	WAITZENGRￃﾜN (LOUￄﾌNￃﾁ)	1	mäid	Wir	san	u	-	haum	-	durscht.
543381	12,81664271	50,27172568	16298	SITTMESGRￃﾜN (MEZIROLￃﾍ)	1	möid	Mia	sann	u	-	homm	-	duascht.
543403	13,07091971	50,29350573	16322	PETERSDORF (PETROV)	1	mai	Mir	sen	und	-	hon	-	duascht.
543417	13,33150857	50,28046432	16338	PODLETITZ (PODLESICE)	1	mie	Mir	sei	und	-	hom	-	dorscht.
545775	12,31495822	50,12170839	16442	KROPITZ (KRAPICE)	1	möid	Mia	san	u	-	ham	-	hunga.
545875	12,5660173	50,11207273	16470	EBERSFELD (PODLESI)	1	möid	Wir	san	und	-	hobn	-	durscht.
545897	12,81723239	50,11499453	16491	RABENSGRￃﾜN (HAJE)	1	miid	Mia	san	u	-	hobm	-	durscht.
545929	13,06282229	50,10501819	16523	LINTSCH (HLINEￄﾌ)	1	mae	Wia	sen	a	-	hom	-	Tuascht.
547005	13,28661929	50,01766262	16602	KLOTANTSCHEN (KOTANEￄﾌ)	1	mej	Mia	sen	und	-	homm	-	dorscht.
547083	13,35918004	50,44766083	16610	TSCHERNOWITZ (ￄﾌERNOVICE)	1	müd	Mir	sein	und	-	hom	-	dorscht.
547097	13,59572928	50,44732335	16625	HAWRAN (HAVRAￅﾇ)	1	mied	Mir	sei	un	-	hom	-	dorscht.
547107	13,83616126	50,45194726	16636	LIEBSHAUSEN (LIBￄﾌEVES)	1	miede	Mir	sein	un	-	hobn	-	durscht.
544619	13,74314777	50,35326555	16670	PRIESEN (BￅﾘEZNO)	1	mide	Wir	sei	un	-	hoabm	-	durscht.
544637	13,62176599	50,29310664	16689	LIBESCHITZ (LIBￄﾚￅﾠICE)	1	mid	Mir	sei	un	-	hom	-	dorscht.
544671	13,35397155	50,12209626	16725	LESCHKAU (LEￅﾽKY)	1	mei	Mia	senn	und	-	homm	-	dorschd.
544773	13,59466133	50,10758345	16739	PSCHOBLIK (PￅﾠOVLKY)	1	mid	Mir	sei	und	-	hom	-	dorscht.
544698	14,38722099	50,064376	16751	PRAG-SMICHOW (SMￃﾍCHOV)	1	müde	Mir	sind	un	-	haba	-	durst.
544699	16,994619	50,411871	16755	WEIￃﾟBACH (BￃﾍLￃﾝ POTOK)	1	mide	Wir	sein	ond	-	hoan	-	dorscht.
544714	16,31555194	50,30491688	16770	SCHEDIWY (ￅﾠEDIVINY)	1	mide	Med	sein	on	-	hon	-	darscht.
540583	16,48013663	50,26863043	16775	FRIEDRICHSWALD (ORLICKￃﾉ ZￃﾁHOￅﾘￃﾍ)	1	miede	Mr	sän	oan	-	hoan	-	dascht.
534177	17,24183624	50,25517092	16801	BￃﾖHMISCHDORF	1	miede	Wr	sein	ond	-	hon	-	dorscht.
544744	16,46560671	50,16530112	16814	ROKITNITZ (ROKYTNICE)	1	müde	Mir	senn	on	-	honn	-	dorscht.
544815	16,71044888	50,0763027	16876	NIEDER-ULLERSDORF (DOLNￃﾍ BOￅﾘￃﾍKOVICE	1	müde	M'r	sein	on	-	hon	-	dorscht.
544825	16,94591816	50,07261368	16889	HEINZENDORF (HYNￄﾌICE NAD MORAVOU)	1	mied	Mir	sein	on	-	hon	-	dorscht.
534416	17,29069553	50,02964652	16907	KARLSDORF	1	mit	Ba	saen	und	-	hon	-	durst.
544860	17,51227875	50,22030266	16932	KUHBERG	1	müde	Bir	sein	und	-	hon	-	Diascht.
544873	17,73660283	50,20995029	16949	RAUSEN (RUSￃﾍN)	1	mide	Wir	sain	und	-	hun	-	dorscht.
547161	17,47950091	50,0638888	16991	BREITENAU (BRETNOVￃﾁ ￅﾠIROKￃﾁ NIVA)	1	mied	Bir	sein	und	-	hon	-	durst.
544917	17,74608647	50,0470232	17012	LOBENSTEIN (ￃﾚVALNO)	1	mide	Bir	sein	und	-	hon	-	doscht.
544930	12,52743214	49,93203052	17029	LOHHￃﾄUSER (SLATINA)	1	möid	Mia	san	u	-	hom	-	duarscht.
544959	12,83308709	49,93372209	17061	DEUTSCH THOMASCHLAG (NￄﾚMECKￃﾉ DOMASL	1	möid	Mir	san	u	-	hom	-	durscht.
