Ort::REDE_GIDs	Ort::Longitude	Ort::Latitude	Bogennummer	Ort::Name	Ort::Sprache	müde	wir	sind	und	uns	haben	einen	Durst
103244	8,64674	52,50044	21105	PREUSSISCH STRÖHEN	1	moi	Wi	sinn	un	-	sin	-	dorstig.
106174	8,3898	52,33045	21190	BROCKHAUSEN	1	möüe	Wi	sündt	und	-	-	-	döstig.
102861	8,63405	52,34995	21199	ISENSTEDT	1	mōihe	Wi	sind	un	-	häwwet	-	Dost.
103305	8,95277	52,33325	21218	WIETERSHEIM	1	mühe	Wie	sind	un	-	hewwet	-	döst.
114317	9,21751	52,36874	21235	HÜLSHAGEN	1	meue	Wie	sind	un	-	het	-	döst.
108796	9,48492	52,38681	21252	HOLTENSEN	1	moie	Wi	sind	un	-	hett	-	döst.
113565	9,75132	52,3891	21280	LIST	1	möe	Wie	sind	unn	-	hewwet	-	döst.
115927	10,06143	52,39489	21295	IMMENSEN	1	möue	Wie	sind	un	-	hett	-	döst.
112043	10,32142	52,39354	21305	VOIGTHOLZ-AHLEMISSEN	1	meue	Wir	sind	und	-	hebbet	-	düst.
101691	8,41425	52,0046	21316	STEINHAGEN	1	möie	Wei	send	un	-	hett	-	dost.
102011	8,71676	52,01463	21342	KRENTRUPERHAGEN	1	moie	Wäi	sind	un	-	het	-	dost.
103905	9,01787	52,01324	21355	WENDLINGHAUSEN	1	meue	Wui	sind	un	-	häbbet	-	dost.
107085	9,23089	52,02846	21362	REHER	1	mäue	Weu	sint	un	-	hewwet	-	dost.
111651	9,54208	52,04508	21384	HARDERODE	1	meuie	Weii	sind	un	-	hebbet	-	dost.
108868	9,78734	52,05878	21405	RHEDEN	1	möie	Wöi	sind	un	-	hewwet	-	dost.
107455	10,08174	52,038	21429	NETTE	1	mäue	Wei	sind	un	-	häwet	-	dost.
114684	10,32948	52,07531	21446	STEINLAH	1	meue	Wie	sind	un	-	hewet	-	dost.
112044	8,42817	52,15828	21455	GROSS SCHIPLAGE	1	mee	Wui	send	un	-	häbt	-	dost.
101524	8,6718	52,15733	21611	SCHWEICHELN-BERMBECK	1	mäue	Wie	sind	und	-	hebbet	-	Dost.
101248	8,9677	52,18788	21632	VELTHEIM	1	meue	Wie	sind	un	-	hebbet	-	dost.
105774	9,24711	52,1961	21666	ROHDEN	1	meue	Wei	sin	un	-	hewwet	-	doßt.
116182	9,55567	52,20741	21679	SPRINGE	1	mäuhe	We	sind	un	-	hewwet	-	dost.
109400	9,76348	52,21504	21687	VARDEGￃﾖTZEN	1	meuh	Wie	sind	un	-	heiwwet	-	döst.
111284	10,03434	52,21999	21707	RAUTENBERG	1	moie	Wie	sünd	un	-	het	-	Döst.
104424	10,3324	52,22627	21882	BODENSTEDT	1	mäuhe	Wei	sünd	und	-	häbbet	-	dost.
107091	10,58483	52,24025	21902	RAUTHEIM	1	meuhe	Wie	sind	un	-	häwet	-	döst.
120362	11,13295	52,24058	21936	BARTENSLEBEN	1	meu	Wie	sünd	und	-	hät	-	döst.
112471	10,84096	52,25623	22044	ROTTORF	1	meue	Wi	sind	un	-	hett	-	döst.
122830	11,39951	52,24731	22063	HUNDISBURG	1	meue	Wi	sind	un	-	hewwen	-	dörst.
124836	11,65499	52,27548	22074	FARSLEBEN	1	mege	Wie	sind	un	-	hem	-	dörst.
118705	11,93747	52,28307	22083	REESEN	1	möe	Wie	sind	un	-	hemm	-	dorscht.
119661	12,23627	52,27553	22092	PAPLITZ	1	möh	Wie	sind	un	-	henan	-	dörscht.
108461	10,59431	52,41361	22111	WASBￃﾜTTEL	1	meue	Wir	sönd	und	-	het	-	döst.
122806	11,11387	52,40093	22149	RￃﾄTZLINGEN	1	meun	Wie	sünd	un	-	hät	-	Döst.
123686	11,69646	52,40703	22172	BURGSTALL	1	möh	Wieh	sind	un	-	hemm	-	dorscht.
116837	10,84171	52,4211	22222	REISLINGEN	1	meue	Wie	seind	un	-	hebbet	-	döst.
119996	11,40384	52,43433	22249	ROXFￃﾖRDE	1	möij	We	sünd	und	-	hem	-	dörst.
123806	11,96126	52,44002	22264	GRIEBEN	1	moih	Wäi	sind	un	-	hebb'n	-	dörscht.
127014	12,21537	52,45574	22276	ZABAKUCK	1	mö	Wi	sünt	un	-	hebbn	-	döst.
115220	10,56262	52,59885	22375	WESTERHOLZ	1	mö'n	Wi	sünd	un	-	hett	-	döst.
107430	10,87697	52,57705	22384	TￃﾜLAU-FAHRENHORST	1	möh	We	sünd	und	-	hewn	-	döst.
544004	11,09553257	52,58503126	22394	KￃﾖBBELITZ	1	mög	We	sünd	un	-	hem	-	dost.
121479	11,39427	52,6017	22407	SCHENKENHORST	1	mög	Wei	sünd	un	-	hem'm	-	Döst.
119307	11,66397	52,60153	22423	QUERSTEDT	1	möj	We	sünd	un	-	häm'm	-	döst.
121929	11,95658	52,6014	22443	STAFFELDE	1	möig	Wei	sind	un	-	hem'n	-	döst.
117936	12,231	52,59371	22453	GROSSWUDICKE	1	möi	Wie	sind	un	-	hem'm	-	döst.
105512	10,5153	52,75135	22574	MASEL	1	meuh	Wei	sünd	un	-	heft	-	döst.
124932	10,82391	52,78033	22581	HￃﾖDDELSEN	1	müh	We	sind	und	-	hebben	-	döst.
123964	11,09919	52,76301	22599	WￃﾖPEL	1	möhj	Weh	sünd	ünd	-	hebbn	-	döst.
117904	11,38085	52,76485	22621	MOLITZ	1	mööh	Weei	sünd	un	-	hemm	-	döst.
120905	11,63736	52,76929	22636	RￃﾖNNEBECK	1	mö	Wäi	sün	un	-	hem	-	döst.
121594	11,91213	52,77979	22654	IDEN	1	moi	Wie	sind	und	-	hem	-	döst.
119182	12,19465	52,78429	22667	KUHLHAUSEN	1	möhj	Wei	sind	un	-	hemm	-	döst.
111226	10,83564	52,89159	22685	PROITZE	1	mö	Wi	sünd	un	-	'ebbn	-	döst.
112469	10,52559	52,92076	22773	HOLDENSTEDT	1	mauh	Waih	sünd	und	-	hefft	-	döst.
110640	11,11794	52,92444	22796	WUSTROW (WENDLAND)	1	möd	Wie	sünd	unn	-	hebn	-	dörst.
106959	11,39455	52,94488	22810	LOMITZ	1	midu	Wi	sünd	un	-	hemm'n	-	döst.
120633	11,64245	52,9155	22819	JEGGEL	1	mög	Wi	sinn	un	-	hebbn	-	döst.
121751	11,92033	52,95775	22832	GROSS LￃﾜBEN	1	mög	Wie	sünd	un	-	hem	-	dost.
126375	12,2009	52,94353	22846	GￃﾖRIKE	1	mog	Wie	sind	und	-	hem	-	dost.
101223	6,89919	51,41868	22910	HOLTHAUSEN	1	mööd	Mei	sünt	on	-	hemvee	-	Doß.
101667	7,14475	51,42633	22931	DAHLHAUSEN	1	meie	Wi	sind	un	-	häwet	-	Durst.
544034	7,440652873	51,45810976	22965	LANGELOH	1	mai	Wi	sind	un	-	het	-	düoast.
102743	7,72969	51,46063	22990	HALINGEN	1	maihe	Weij	sinnt	un	-	heijt	-	doarst.
103028	7,96057	51,4516	22998	NEHEIM	1	maie	Wei	sint	und	-	hett	-	düost.
101380	8,22732	51,47615	23010	NIEDERBERGHEIM	1	mau	Wui	sind	un	-	hot	-	dorst.
102751	6,36299	51,57103	23021	KAPELLEN	1	müij	Wej	sinn	onn	-	hebben	-	doasch.
102995	6,6022	51,54559	23031	RHEINBERG	1	müh	We	sind	on	-	häben	-	dös.
544066	6,901533702	51,5894299	23184	HOLTHAUSEN BEI KIRCHHELLEN	1	meu	Wer	sünd	un	-	hevvet	-	doust.
103406	7,13741	51,59252	23191	HERTEN	1	mai	Wie	sind	un	-	häft	-	Duast.
102331	7,39916	51,62422	23207	WALTROP	1	mai	Wi	sint	un	-	hewt	-	duast.
103160	7,66172	51,59444	23218	KAMEN	1	mai	Wei	sind	und	-	hewet	-	Duorst.
102847	7,93087	51,65191	23231	NORDDINKER	1	Meih	Fui	sind	und	-	hett	-	Dorst.
103882	6,07057	51,70749	23261	KESSEL	1	müj	Wej	sin	en	-	hebbe	-	dorscht.
101179	6,33914	51,70982	23271	KEHRUM	1	müj	Wij	sinn	on	-	hemmen	-	dorst.
103878	6,59016	51,72886	23284	HAMMINKELN	1	müj	Wej	sind	on	-	hebbt	-	dorst.
102304	6,86433	51,74642	23293	ERLE	1	müöh	Wir	sünd	un	-	hebt	-	duast.
544138	8,231584076	51,66488154	23343	GÖTTINGEN	1	meue	Wey	sind	un	-	hät	-	duorst.
102730	7,13224	51,75267	23402	HOLTWICK	1	möde	Wie	sind	un	-	häft	-	doaßt.
103922	7,39511	51,76309	23412	SEPPENRADE	1	mö	Wei	sint	un	-	hiot	-	dusht.
102429	7,5934	51,81826	23419	DAVENSBERG	1	mü	Wi	sind	un	-	hebt	-	duost.
101460	7,94635	51,80536	23426	VORHELM	1	möde	Wir	sind	und	-	häbt	-	düöst.
101255	8,20222	51,80379	23435	STROMBERG	1	mööde	Wii	sind	un	-	häwet	-	duorscht.
544165	7,090871267	51,94956678	23453	STOCKUM BEI COESFELD	1	möhe	Wih	sint	un	-	hept	-	duost.
103416	7,35441	51,92822	23466	NOTTULN	1	möhr	Wie	sind	un	-	hept	-	durst.
101405	7,61785	51,96303	23471	MÜNSTER	1	möde	Wi	sint	un	-	hewwt	-	Duarst.
102244	7,89819	51,97427	23478	EINEN	1	möh	Mieh	sint	un	-	häft	-	Dorst.
102153	8,14209	51,97737	23483	GREFFEN	1	möih	Wie	sind	un	-	hewwet	-	durst.
544174	6,255515898	51,85708916	23494	SPEELBERG	1	müj	Wej	sin	en	-	hebbe	-	dörst.
103952	6,59361	51,87915	23498	HEMDEN	1	möh	Wie	sünt	un	-	habt	-	dorst.
101671	6,85711	51,90792	23507	WESEKE	1	möh	Wi	sint	un	-	häbt	-	douist.
547392	5,8999	51,01437	23545	TÜDDERN	1	mög	Wier	send	en	-	übben	-	dursch.
134430	6,17221	51,03878	23566	PORSELEN	1	mög	Mir	sind	un	-	hant	-	duhsch.
135008	6,40679	51,04786	23602	HOLZWEILER	1	möch	Wir	sind	on	-	hand	-	duesch.
135418	6,69129	51,07309	23630	EVINGHOVEN	1	möd	Mer	send	un	-	hant	-	dusch.
544260	6,974307355	51,08552788	23817	REUSRATH	1	müd	Wir	sind	on	-	hant	-	dusch.
535471	7,21868086	51,10219986	23843	(STOLZENBERG)	1	möd	Wihr	send	on	-	hand	-	Duescht.
544279	7,482521669	51,11069717	23858	OBERKLÜPPELBERG	1	mäue	Wie	sitt	un	-	hevvt	-	durscht.
101712	7,75338	51,12	23873	VALBERT	1	meie	Wie	sind	un	-	hat	-	dürst.
102266	8,00787	51,15597	23885	SPORKE	1	maie	Wie	sind	un	-	hett	-	durst.
103666	8,28584	51,15411	23902	SCHMALLENBERG	1	mäuhe	Fehi	sähit	un	-	het	-	durst.
134714	6,16371	51,21195	23906	ELMPT	1	möe	Föer	send	en	-	häbben	-	dorsch.
134866	6,42005	51,22806	23922	HELENABRUNN	1	mög	Wer	sent	un	-	hänt	-	dursch.
544290	6,680221539	51,21619719	23933	WEIßENBERG	1	möd(e)	Mer	send	on	-	hant	-	duesch.
135601	6,9077	51,25791	24107	HUBBELRATH	1	müöt	Wier	sind	on	-	hont	-	durscht.
136207	7,19655	51,27156	24134	BARMEN	1	möd	Wie	sind	on	-	hannt	-	douscht.
544345	7,439350364	51,27752811	24156	DELLE	1	mäu	Wie	sind	un	-	hätt	-	durst.
103687	7,67985	51,28832	24167	ALTENA	1	mö͡ihe	Wēǐ	sind	un	-	het	-	Durs.
102939	7,984	51,29586	24180	STOCKUM	1	meue	Wei	sind	u	-	het	-	duorst.
545780	6,38696445	51,38212687	24208	WALL	1	müch	Wei	sent	un	-	habben	-	Dursch.
104010	6,6309	51,39584	24218	VENNIKEL	1	meih	Wei	sind	on	-	hübben	-	dosch.
102517	8,26093	51,33724	24336	BERGHAUSEN	1	mire	Mer	sein	un	-	hon	-	dorscht.
96272	8,81166	51,02736	24360	BOTTENDORF	1	mire	Mer	sein	on	-	hon	-	dorscht.
100016	9,09777	51,04852	24380	BERGFREIHEIT	1	miede	Merr	senn	un	-	hon	-	dorst.
96729	9,35252	51,03159	24412	ROPPERSHAIN	1	miere	Mä	sinn	un	-	hun	-	darscht.
95575	9,63006	51,04594	24431	KONNEFELD	1	muhre	Me	sinn	un	-	hoim	-	dorst.
96740	9,8863	51,06005	24454	BERNEBURG	1	mide	Me	san	on	-	han	-	darscht.
98981	10,13366	51,0732	24466	LￃﾜDERBACH	1	mide	Me	sin	un	-	hon	-	darst.
101970	8,56285	51,15356	24490	ZÜSCHEN	1	meude	Mieh	sitt	unn	-	hätt	-	duarst.
94257	8,79521	51,1695	24636	RHADERN	1	möde	Wi	sinn	und	-	hann	-	dost.
99290	9,08456	51,18648	24659	BUHLEN	1	miede	Meh	sind	on	-	hon	-	Dorschd
98544	9,33089	51,20406	24677	METZE	1	mierä	Mäh	sinn	onn	-	hom	-	dorschd.
100950	9,59177	51,21072	24695	WATTENBACH	1	mihre	Mä	sinn	onn	-	hann	-	dorscht.
101088	9,90463	51,20911	24715	VOCKERODE	1	mide	Me	sinn	oun	-	hounn	-	dorschd.
138955	10,14349	51,22692	24737	GROSSTￃﾖPFER	1	miede	Me	sinn	un	-	hunn	-	dorscht.
101289	8,48993	51,35499	24884	OLSBERG	1	maie	Bäi	seit	un	-	hütt	-	doust.
95069	8,76465	51,34354	24901	SUDECK	1	mäude	Wi	sid	un	-	hadd	-	Dost.
94608	9,03822	51,35057	24917	BRAUNSEN	1	miede	Meh	sind	on	-	hon	-	Dorschd.
98507	9,30371	51,36918	24926	ZIERENBERG	1	mäude	Mir	sin	un	-	han	-	dost.
105985	9,56267	51,37759	24942	SPEELE	1	möde	Me	sin	un	-	hon	-	dost.
100251	9,86152	51,40459	24959	HERMANNRODE	1	meuge	We	siad	und	-	hewwen	-	dost.
103245	8,48718	51,5111	25113	MEISTE	1	moihe	Wui	sint	und	-	hewwet	-	duarst.
103985	8,74005	51,51591	25131	FÜRSTENBERG	1	meuhe	Wij	sijd	un	-	hätt	-	duest.
102192	9,02706	51,52914	25136	SCHERFEDE	1	mäue	Wäi	säid	un	-	hätt	-	dust.
103788	9,2802	51,53451	25150	KÖRBECKE	1	mauhe	Wei	sind	un	-	hät	-	dust.
98123	9,58599	51,57712	25163	GOTTSTREU	1	meugge	We	säd	und	-	häwwet	-	dost.
115273	9,84441	51,56385	25179	ESEBECK	1	meu	Wi	sint	un	-	hewwet	-	dost.
112706	10,11311	51,57322	25197	EBERGￃﾖTZEN	1	meue	Wie	sind	un	-	hewwet	-	dost.
102200	8,4739	51,66242	25214	BÖNNINGHAUSEN	1	moie	Wui	sind	unn	-	het	-	duarst.
520373	8,72275	51,65689	25223	KIRCHBORCHEN	1	mäuihe	Wei	send	un	-	häit	-	Dust.
103925	9,03645	51,70522	25343	SIEBENSTERN	1	moihe	Wiä	sind	un	-	häwwet	-	dust.
103667	9,2916	51,70661	25354	BRUCHHAUSEN	1	mueue	Mäi	sind	un	-	hat	-	durst.
113416	9,55747	51,68976	25363	SCHￃﾖNHAGEN	1	meue	We	sint	un	-	hebbet	-	Dost.
104519	9,81843	51,72098	25373	OLDENRODE	1	meue	Wei	sind	und	-	heaut	-	Dost.
112731	10,12307	51,7211	25391	MARKE	1	meue	Wäi	sind	un	-	hewwet	-	dost.
102972	8,4904	51,81524	25407	WESTERWIEHE	1	meuie	Wi	sin	un	-	hät	-	duorst.
545832	8,773504023	51,83629146	25514	HAUSTENBECK	1	mohe	Wü	sind	un	-	häwwet	-	dost.
104162	8,98811	51,85941	25522	HEESTEN	1	moe	Wui	sind	un	-	het	-	dost.
101582	9,27971	51,88107	25543	RISCHENAU	1	meeh	Wo͡i	sind	un	-	hat	-	dost.
111168	9,52332	51,86619	25560	LOBACH	1	meuhe	Wei	sind	un	-	höbbet	-	dost.
112147	9,80806	51,87024	25579	WENZEN	1	meue	Wäi	sind	un	-	hätt	-	döst.
108993	10,06521	51,88856	25596	ACKENHAUSEN	1	meuie	Weui	sind	un	-	hewwet	-	dost.
114173	10,32269	51,91222	25607	WOLFSHAGEN IM HARZ	1	meuie	Wäi	sind	un	-	hewwet	-	dost.
96238	7,30554	50,44882	25798	KELL	1	möd	Mö	sein	un	-	han	-	durscht.
95124	7,59824	50,45682	25824	STROMBERG	1	müd	Mier	sei	on	-	honn	-	Durscht.
97399	7,83027	50,46395	25845	STAUDT	1	mied	Mia	sein	un	-	hon	-	duascht.
98421	8,10298	50,47351	25876	STEINBACH	1	mou	Wie	senn	enn	-	hun	-	duhrst.
135386	6,25276	50,53528	25904	HÖFEN	1	möd	M'r	send	on	-	hant	-	duäsch.
134862	6,50041	50,57166	25914	GEMÜND	1	möd	Me	se	on	-	hahn	-	duesch.
136417	6,7722	50,58589	26141	IVERSHEIM	1	möd	Miä	sen	on	-	han	-	duesch.
94431	7,03325	50,58326	26155	GELSDORF	1	möt	Mi	sen	on	-	han	-	duesch.
96207	7,27917	50,58777	26178	OHLENBERG	1	möd	Mir	senn	on	-	ham	-	Dorch.
96159	7,56153	50,62782	26205	SEIFEN	1	möd	Mer	sen	un	-	han	-	durscht.
94397	7,82891	50,63867	26228	GEHLERT	1	möd	Mir	sei	und	-	han	-	durst.
93991	8,08253	50,64513	26261	WAIGANDSHAIN	1	meu	Mir	sei	en	-	hun	-	durcht.
100248	8,3276	50,65381	26283	SINN	1	meu	Mehi	sei	en	-	hou	-	durst.
136173	6,21713	50,70959	26312	VENWEGEN	1	möh	Wer	send	änn	-	hant	-	dohsch.
136573	6,47982	50,72767	26324	ÜDINGEN	1	möd	Mi	send	on	-	hant	-	duesch.
134374	6,74579	50,73906	26351	BORR	1	möd	Wier	senn	on	-	hann	-	duesch.
535359	7,011607837	50,75523282	26578	ROISDORF	1	möd	Me	senn	onn	-	hann	-	dursch.
535365	7,264558119	50,77189993	26604	GEISTINGEN	1	möd	Mer	senn	on	-	hann	-	Dursch.
134372	7,51208	50,78124	26627	HERCHEN	1	möd	Mer	sen	on	-	hän	-	dursch
99155	7,80396	50,77583	26642	MITTELHOF	1	mö	Mir	senn	ön	-	hann	-	duascht.
102925	8,07045	50,80893	26664	WILDEN	1	meh	Mer	säng	on	-	hah	-	durscht.
535378	8,310579688	50,82959295	26683	STRAßEBERSBACH	1	moi	Mir	sei	onn	-	ho	-	dorscht.
545855	6,186462819	50,8673817	26712	MARIAGRUBE	1	möd	Werr	send	on	-	hant	-	duesch.
134724	6,46479	50,88445	26734	NIEDERZIER	1	möd	Mie	send	on	-	hand	-	duesch.
136170	6,71215	50,91204	26753	HORREM	1	möht	Me	send	onn	-	händ	-	dûêsch.
135446	6,99248	50,9154	26763	POLL	1	möht	Mer	sinn	unn	-	hann	-	doosch.
135100	7,25578	50,93839	27003	HEILIGENHAUS	1	möd	Ech	benn	un	-	-	-	duesthtig.
134961	7,52408	50,94416	27025	FAULMERT	1	möh	Wir	seng	on	-	han	-	duhrscht.
135882	7,76182	50,96107	27038	HAHNSEIFEN	1	müh	Wir	sing	un	-	han	-	durscht.
102766	8,05073	50,98044	27064	MÜSEN	1	möh	Mer	sie	on	-	ha	-	Dorscht.
103809	8,29625	50,99744	27074	SCHAMEDER	1	miede	Mer	sei	un	-	ho	-	dorscht.
100401	8,88892	50,0083	27106	DUDENHOFEN	1	müd	Mir	sein	unn	-	hohn	-	dorscht.
82332	9,19134	50,02903	27135	WENIGHÖSBACH	1	müd	Mir	sann	un	-	houn	-	dorscht.
89686	9,42905	50,03327	27150	WIESTHAL	1	müd	Wir	sein	e	-	han	-	durß.
90954	9,70265	50,03536	27163	MASSENBUCH	1	müad	Merr	sen	un	-	höm	-	durscht.
83244	9,97227	50,0501	27186	NEUBESSINGEN	1	müad	M'r	sen	un	-	hom	-	duarscht.
73843	10,2216	50,0744	27209	DITTELBRUNN	1	müat	Wir	sin	und	-	höm	-	duarscht.
99243	8,37568	50,14973	27223	VOCKENHAUSEN	1	meud	Wir	sein	un	-	hunn	-	dorscht.
94522	8,64714	50,16176	27244	HEDDERNHEIM	1	müd	Mer	sein	un	-	hewwe	-	dorst.
95559	8,91949	50,17877	27425	BRUCHKÖBEL	1	moid	Mer	sa	onn	-	hefe	-	dorscht.
95948	9,15681	50,1871	27444	HAILER	1	meud	Mir	sei	on	-	hon	-	dorscht.
94694	9,47236	50,1902	27461	OBERNDORF	1	müd	Wer	sei	on	-	honn	-	deuscht.
72810	9,68792	50,24181	27469	ROSSBACH	1	müd	Wir	sein	on	-	hon	-	Duarscht.
88638	9,95785	50,22152	27480	HASSENBACH	1	müad	Mir	sänn	und	-	hönn	-	durst.
89284	10,23457	50,21516	27501	POPPENLAUER	1	müad	Miär	senn	onn	-	hömm	-	durscht.
96184	8,38494	50,32567	27507	CRATZENBACH	1	moid	M'r	sein	un	-	hun	-	dorscht.
94840	8,61792	50,34179	27692	FRIEDRICHSTAL	1	moid	Mir	sei	und	-	hun	-	durscht.
99813	8,89683	50,34677	27719	LEIDHECKEN	1	moid	Wir	sain	uan	-	hun	-	dorscht.
99303	9,14844	50,36327	27742	GELNHAAR	1	meuid	Ma	sei	ean	-	hu	-	doascht.
95263	9,42231	50,36852	27765	ULMBACH	1	müd	Mir	sei	on	-	hon	-	dorscht.
97574	9,6511	50,39612	27775	EICHENRIED	1	müd	Mir	senn	oh	-	honn	-	durscht.
89689	9,91324	50,3768	27792	WILDFLECKEN	1	müd	Mer	senn	on	-	honn	-	duascht.
86475	10,20383	50,40168	27807	BASTHEIM	1	müd	Mr	sinn	un	-	hom	-	duerst.
94797	8,38038	50,49119	27821	PHILIPPSTEIN	1	meud	Mir	sei	en	-	hon	-	dorscht.
99544	8,61148	50,49416	27835	DORNHOLZHAUSEN	1	meur	Mr	seij	enn	-	hu	-	dorscht.
99674	8,91206	50,51945	28010	NONNENROTH	1	muit	Mr	sei	eren	-	hong	-	duarst.
100679	9,14246	50,51819	28027	GÖTZEN	1	meuiht	Mir	seih	enn	-	huh	-	deuscht.
99217	9,38635	50,53509	28045	ALTENSCHLIRF	1	müd	Mir	seih	on	-	huoh	-	doascht.
97303	9,67469	50,55356	28063	FULDA	1	med	Mir	sen	on	-	hon	-	doischt.
99744	9,93294	50,55401	28080	RUPSROTH	1	müd	Mer	sen	oh	-	hon	-	doscht.
141319	10,19182	50,57012	28107	GERTHAUSEN	1	müed	Wie	senn	unn	-	honn	-	duerst.
98188	8,59958	50,66884	28278	KRUMBACH	1	moi	Mr	sei	ean	-	huh	-	doscht.
100459	8,86344	50,67498	28298	LONDORF	1	mai	Mr	sei(nt)	eaon	-	hu(nt)	-	doscht.
95342	9,08908	50,69377	28315	OTTERBACH	1	meuht	Mihr	seih	end	-	heh	-	dorscht.
97612	9,42007	50,7215	28330	SCHWARZ	1	med	Mer	sin	o	-	ho	-	doscht.
98359	9,65184	50,70307	28346	GROSSENMOOR	1	med	Mäi	san	on	-	hon	-	do(r)scht.
95571	9,89733	50,71974	28358	RASDORF	1	med	Ma	senn	on	-	honn	-	duascht.
140563	10,16738	50,70277	28369	WIESENTHAL	1	möd	Meei	senn	onnd	-	houn	-	doscht.
95706	8,55685	50,82511	28392	HERZHAUSEN	1	mere	Mir	sai	on	-	hu	-	dorscht.
101112	8,84606	50,86045	28568	BETZIESDORF	1	miere	Mäerr	sai	änn	-	hun	-	doarscht.
98606	9,11693	50,85178	28589	NEUSTADT (HESSEN)	1	müd	Mär	sei	onn	-	hu	-	derst.
96213	9,34378	50,87003	28605	NEUKIRCHEN	1	mid	Mehr	seng	ön	-	hon	-	dörscht.
98442	9,64613	50,89148	28623	GITTERSDORF	1	meth	Nhä	wen	on	-	hon	-	darscht.
95036	9,92366	50,8871	28640	HERFA	1	med	Mei	sein	on	-	hann	-	dorscht.
140225	10,14264	50,87761	28651	FRAUENSEE	1	meh	Meii	sem	onn	-	honn	-	däärscht.
94829	7,46276	49,27843	31677	BATTWEILER	1	mid	Men	senn	on	-	han	-	dorscht.
96973	7,71516	49,31178	31695	HELTERSBERG	1	med	Wer	sinn	un	-	han	-	dorscht.
95870	8,00924	49,26181	31700	RAMBERG	1	müd	Mer	sin	un	-	hänn	-	dorscht.
98557	8,25607	49,30486	31719	GEINSHEIM	1	müd	Wer	sinn	unn	-	hänn	-	dorscht.
522565	6,16901	49,35763	31737	DIEDENHOFEN	1	mejd	Mer	se	un	-	hunn	-	duscht.
35323	6,44506	49,36868	31765	LAUMESFELD	1	méid	M'r	sén	onn	-	hunn	-	Duscht.
99134	6,70066	49,39426	31789	BECKINGEN	1	meid	Mer	sei	un	-	hann	-	duhscht.
98246	6,95094	49,41341	31800	CALMESWEILER	1	mied	Mir	sein	enn	-	hann	-	dorscht.
96789	7,21036	49,40694	31824	STEINBACH BEI OTTWEILER	1	mid	Mer	sinn	unn	-	hann	-	dorscht.
534156	7,453633274	49,44090624	32019	DIETSCHWEILER	1	müd	Wir	sind	u	-	hann	-	Durst.
95390	7,69141	49,47033	32040	SIEGELBACH	1	mied	Mer	bin	un	-	han	-	dorscht.
534148	7,938705171	49,49097128	32053	ALSENBORN	1	müd	Mer	sein	un	-	hän	-	dorscht.
100047	8,22634	49,48944	32067	ERPOLZHEIM	1	mid	Mer	seim	unn	-	henn	-	dorscht.
99746	6,40407	49,5531	32085	KREUZWEILER	1	moeid	Mer	sen	on	-	hun	-	duorst.
99897	6,68176	49,56202	32102	GREIMERATH	1	mid	Mä	sen	on	-	hun	-	Duschd.
96919	6,92447	49,57302	32119	OBERLÖSTERN	1	meid	Mir	se	on	-	han	-	durscht.
28534	6,73469	49,07384	32855	ALTVILLER	1	mied	Mer	sin	un	-	hon	-	durscht.
30265	7,00819	49,0745	32883	WOUSTVILLER	1	müd	Mea	bin	un	-	hunn	-	durscht.
27168	7,27065	49,0973	33035	RIMLING	1	mid	Mer	sin	un	-	han	-	durst.
32484	7,5068	49,10219	33055	ROPPEVILLER	1	mied	Mr	sin	un	-	hen	-	durschd.
100274	7,77869	49,15063	33064	DAHN	1	müd	Mer	sinn	unn	-	häm	-	Dorscht.
93935	8,00686	49,13025	33102	GLEISZELLEN	1	müd	Mer	sinn	unn	-	henn	-	durscht.
95790	8,25289	49,15197	33111	HERXHEIMWEYHER	1	mid	Mer	sinn	unn	-	heem	-	dorscht.
30840	6,44747	49,20661	33126	GUINKIRCHEN	1	mied	M'r	senn	unn	-	hann	-	durscht.
100041	6,69829	49,24256	33146	ÜBERHERRN	1	meid	-	sinmie	un	wat	hamer	-	durscht.
94013	6,97751	49,24585	33159	MALSTATT	1	müd	Wir	sind	un	-	hen	-	durscht.
96131	7,19974	49,24303	33185	NIEDERWÜRZBACH	1	mid	Mer	senn	un	-	henn	-	dorscht.
94479	8,95083	49,68248	33331	STEINBUCH	1	mud	Wir	sin	un	-	hon	-	durscht.
86306	9,22005	49,68886	33346	BREITENDIEL	1	müd	Mr	senn	un	-	hebba	-	durscht.
133241	9,46691	49,69109	33364	HUNDHEIM	1	müd	Mer	sen	un	-	häwe	-	durschd.
84346	9,72212	49,71075	33381	STEINBACH	1	müet	Mir	sen	un	-	hoibn	-	duerscht.
87569	10,00107	49,72382	33400	EIBELSTADT	1	müad	Mar	senn	und	-	hömm	-	duarscht.
89128	10,24405	49,72856	33420	RￃﾖDELSEE	1	müad	Mr	sin	und	-	ham	-	durst.
96448	8,47034	49,83533	33605	ERFELDEN	1	möd	Mer	sein	un	-	honn	-	Dorscht.
97042	8,69787	49,8339	33614	TRAISA	1	mid	Mie	sin	un	-	hewe	-	durscht.
100587	8,96256	49,84068	33631	HEUBACH	1	mihd	M'r	sein	un	-	häwwe	-	dorscht.
90366	9,20105	49,85922	33648	HOFSTETTEN	1	mid	Mir	sann	unn	-	hewe	-	dorscht.
93143	9,49031	49,86977	33660	BISCHBRUNN	1	müad	Mr	sei	un	-	haba	-	durscht.
