Index	Bogennummer	REDE_Namen	Sprache	WS28::Transliteration WS 28
op	4590	Kunice	1	Jei derfen nich sohne Kindereien treiven.
op	4595	Mierczany	1	Ihr derft nich sonne Dumheeten treiwen.
op	45962	Entschwil	1	Ihr dörft nit settigs chintligs Züg tribe.
op	45980	Saxeten	1	Tüed nid eso chindlich (od. dum̄ ) därfür siter[mu?] dsalti.
op	45992	Guttannen	1	Ehr terft nid e selis tumms Zyg machen.
op	46009	Ulrichen	1	Ihr därfet nit settigy Chinderie triebu.
op	46017	Gersau	1	Er dörfid nit e sernigi Chinderiä tribe.
op	46021	Illgau	1	Ihr därfet nit so Chindäriä triebä.
op	46026	Engi	1	Ihr dörfed nüd söttig Chinderiä tribä.
op	46027	Leuggelbach	1	Ihr dörfed nüd dere ggüegelete Sache mache. (Kindelete Sache)
op	4603	Toporow	1	Ihr derft nich sulche (sune) Kingerei'n treiben.
op	46038	Linthal	1	Ihr dörfäd nüd so dumms Züg tribä.
op	46040	Engelberg	1	Iär dörfid nid derä Chindärehä [Bogen unter eh] (treḫiba) [Bogen unter eh] trehibä [Bogen unter eh].
op	46045	Erstfeld	1	Jhr derfet nit derä Chinderiä tribä.
op	46048	Valendas	1	Ihr törft nit dere Chinderiee triebe.
op	46050	Meierhof	1	iehr darft nit dara Gangleria triba.
op	46051	Camana	1	Där tärft net derä Chinderia triba.
op	46055	Nufenen	1	I-ähr törft nit dera Chindäriä triba.
op	46059	Fanas	1	Iär törfänd nid derä Gofäriä tribä.
op	46070	Mathon	1	Ös dörfat nit sötti Kindareia treiba.
op	46071	Galtür	1	Ös dörfat nit söti Kinderria treiba.
op	46073	Felsberg	1	Jer dörfen nit solchi (derigi) Kindereia trieba.
op	46079	Fideris	1	Ier törft nid dere Chinderia trieben.
op	4608	Alt Stahnsdorf	1	Ji derfen nich so'ne Kindereien driewen.
op	46083	Klosters	1	Jer törft nit dera Chinderia trieben.
op	46101	Wiesen	1	Ier törft nit dere Buebestückli mache.
op	46104	Am Bach	1	Ihr törft nit Chinderia triba.
op	46115	Lauenen	1	Ihr dörft net söttig Dummheiti mache
op	46118	Stiegelschwand	1	Ihr dörfät nät sötig chindligi Sachä tribä.
op	46119	Fieschertal	1	Ihär derft nit sottigi Chindäria tribä.
op	46127	Bitsch	1	Ihr derf nimme settegi Chinderire triebe.
op	46129	Agarn	1	Ihär tärft nit ä sottigi Chindäriä tribu.
op	46132	Hasel	1	Jer derft nit settigi Chinderie triebu. 
op	46142	Saas Grund	1	Iér därfet nit settigi Chinderié tribu.
op	46143	Zwischbergen	1	Jär terft nit sottigi Chindäriä tribu. 
op	46145	Zermatt	1	Ihr terft nit der Narr machu.
op	-46146	Prettau (Predoi)	1	Dös törft net sölla Kindarain traibm
op	46157	Luttach (Lutago)	1	Döis törft net sela Kindarain treibn.
op	-46161	Hinterkirch (Graun)	1	sölle Kindareian törfts kone treibm
op	-46162	Rabenstein (Moos)	1	ös törft nit sölle kindereidn treibm.
op	46170	Tschöfs (Ceves)	1	Dös terft nit söile Kindereidn treibn.
op	-46175	Pfunders (Fundres)	1	dös tört öt sölle Kindereien treibm.
op	-46181	Antholz (Anterselva Di Mezzo)	1	Dös törft ött sölla kindrareidn treibn.
op	-46195	Schabs (Sciaves)	1	Dös derft nöt sölla Kindereian mochn.
op	-46215	Pichl	1	dȫ̌s derft ȫt a sou kīndīsch seīn
op	-46217	Burgeis (Burgusio)	1	Öis derfz koane sölla Kindareian treibn.
op	-46226	Kurzras (Corteraso)	1	Ös törft nit a so kindisch sein.
op	-46227	Katharinaberg (Santa Caterina)	1	Ös dörft nit aso kindisch sei.
op	-46234	Vernuer (Vernurio)	1	Ihr dörft nit sella Kindrspiel treibm.
op	-46262	Stilfs (Stelvio)	1	ös törfts it söle kindereien treibn.
op	46267	Laas (Lasa)	1	ös dörfts söta Kindarei[r?]en it treiben
op	46283	Gargazon (Gargazzone)	1	Es terfts nit sete kinderaidn taibn.
op	-46293	Sankt Peter Hinter Lajen (San Pietr	1	Ihr derft doi nöt sölcha Dummheiten mochen.
op	-46305	Sankt Walburg (Santa Valburga)	1	Ös dörft nit a sou kindisch sei.
op	-46319	Wangen (Vanga)	1	Ös dörft nöt sölla Kindereidn treibm.
op	46324	Laurein (Lauregno)	1	Ior törft net sölle tumhaitn mochn.
op	-46340	Kaltern (Caldaro)	1	Os terfts nöt sölla (sötta) Kindereidn traibm.
op	-46344	Deutschnofen (Nova Ponente)	1	Iar tērt nit ållm sētta Kindrain måchen!
op	-46351	Altrei (Anterivo)	1	Iahr derft nit a sölle Kindereien treiben
op	-46353	Salurn (Salorno)	1	Ös terfts nit söta Kindaraidn traibn.
op	46361	Stefansdorf (Santo Stefano)	1	Dös törft öt a sölla Kindrarni mochn.
op	46365	Lusern (Luserna)	1	Ihr tört net treiben à söla Gekindra
pq	46367	Ljetzan (Giazza)	1	[Nicht übersetzt.]
pq	46369	Lusern (Luserna)	1	mán ziχ nɛt nɛran (d. i. spielen) vi di kíndɛ́r
pq	46385	Nauders	1	Oes derfats itt sölla Kindreia treiba.
pq	46386	Heiligkreuz	1	Sölla Kindereien dürfez koane mochn.
pq	46391	Poppenbüll	1	Jüm dör't ni son Kinnerkråm drib'n (dri'm)
pq	46407	Dahrenwurth	1	Jüm dörf nich son Kinn'rie drieb'n.
pq	46420	Bergenhusen	1	Jümm dört ni sunn Kinnertääg driim.
pq	46430	Owschlag	1	Ji dörft nig soen Kinnertög drib'n.
pq	46443	Holtsee	1	Ji dörft nicht so'n Kinnerien vörhemm
pq	46459	Pries	1	Ji dörft nig so'n Kinnerien drieben.
pq	46481	Stakendorf	1	Ji dörft nich son Kinnerrien driwen.
pq	46492	Behrensdorf (Ostsee)	1	Ji  dörgt ni so'n Kinnerkr[å?]m drîb'm.
pq	465	Okunino	1	Ji dewä nich son Kinnerieä driwä.
pq	46554	Sulsdorf	1	Ji dörf nich sonn Kinnerie driem.
pq	46570	Staberdorf	1	Ji dörf nich so 'n Kinneree drib'n.
pq	46637	Alte Kirche	1	Jem dörn ni so'n Kinnerkram drieb'n.
pq	46652	Sollerupfeld	1	Ji dörm nich sonn Kinnerkram driem.
pq	46666	Neuberend	1	Ji dörm nich son Kinnerie drim.
pq	46684	Zimmert	1	I dörft nich so väl Kinnerrie driem.
pq	46687	Damp	1	Ji dörft ni so'n Kinderkram driiwn.
pq	46693	Westermarkelsdorf	1	Jie dörf nĭ sunn Kinnerren drib'm.
pq	46784	Grossenwiehe	1	I mögen nich son Kinderien driim.
pq	46798	Estrup	1	I dörm nich son Kinnerkram drihm. (driwn)
pq	46806	Wippendorf	1	Ih dörm nicht son Kinnerspälen driem'n.
pq	46823	Maasholm	1	Ji dö͡ärm ni son' Kinnerrīn' drīm.
pq	46924	Beken (Bækken)	1	I dörb'n nich son Kinnerkram drib'n.
pq	47139	Sandhatten	1	Ji dräft nich sucke Kinnertäge driwen.
pq	47154	Adelheide	1	Ji dräft nich sucke Kinderre triben.
pq	47171	Dreye	1	Ii dröft nech sone Kinnerreen trieben.
pq	47183	Allerdorf	1	Ji dröft nich sone Kinnertörg drieb'n.
pq	47189	Heerenland	1	Ji düüren neet sükse Kindereien driefen.
pq	47203	Steenfelde	1	Ji durren nig 'hükse Kindereien driefen.
pq	47219	Lohe	1	Jie dräwet nich sücke Kindereien driewen.
pq	47224	Burgfelde	1	Ji drö͡äwt nich socke Kinnereen driew'n.
pq	47235	Moorhausen	1	Ji dröft nich suck'e Kinnerre'in dri'bn.
pq	4727	Klein Glien	1	Je darm nich sonne Kinnereien trieben.
pq	47370	Bardenfleth	1	Ii drüfft nich sucke Kindereen triben.
pq	4738	Niederwerbig	1	Jai derbn nich sonne Kingereien driben.
pq	474	Kramarzyny	1	Ji däwe nich son Kingerig driwe.
pq	47402	Mittelbauer	1	Jih dräft näg sulke Kindereen trib[e?]n.
pq	47422	Neuenbülstedt	1	Ji dröft (dröwt) neg solke (sokke) (net sone) Kindereen (Kinnereen) driem (driebm).
pq	47447	Neermoor	1	Ji dürr'n neet sücks Kinnerrejen drieben.
pq	47455	Remels	1	Ji dürn nich sükke Kindere͡ÿen drifen!
pq	47463	Petersfeld	1	Ji dräft socke Narrentäge nich maken.
pq	47470	Jaderbollenhagen	1	Ji dröfft nich socke Kinner're driben.
pq	4749	Zülichendorf	1	Jei dörrn nich sonne Kingereue drüwen.
pq	47598	Offenwardenermoor	1	Yi möt nich son Kinneree driben. (Lat' dat Narrent noch)
pq	4761	Schöneweide	1	Je derb'n nich sonne Kinderre(i)en driwen.
pq	47612	Paddewisch	1	Ji dröft nicht sücke Kinnerehn driebn.
pq	47624	Ober-Ochtenhausen	1	Ji dröft nech sun'n Kinnere drieb'n.
pq	47650	Cirkwehrum	1	Ji düürn nÿs züks kinderéien drieven.
pq	47657	Westerende-Holzloog	1	Ji dürr'n nich sücke Kinnerrej'n driew'n.
pq	47670	Wiesede	1	Ij dröft nig sük Kinnereen drifen.
pq	47677	Neustadtgödens	1	Ji dröft nich sükse Kinderre[n/e] driewen.
pq	4770	Egsdorf	1	Jei derbt nich sohne Kindereien driewen
pq	4776	Birkholz	1	Ihr derft nich sohne Kindereien dreiben.
pq	478	Pradzonka	1	Ji dawä ni son Kinnärigä driwä
pq	47840	Kükelühn	1	Jü dörft nich so'n Kinnerri drieb'n.
pq	47861	Siggeneben	1	Ji dö(r)bn n(i)e son Kinnerie (Kinnertȫig) drieb'n.
pq	47863	Hedwigenkoog	1	Jüm dör't ni son Kinnerrien driebn.
pq	47885	Edemannswisch	1	Jüm dört ne sohn Kinneri driem.
pq	4789	Briescht	1	Ihr derft nich sone Kindereien dreiben.
pq	47893	Oesterborstel	1	Jüm dörf nie son Kinnerspäl driebm.
pq	47907	Hamweddel	1	Ji dörfft ni so'n Kinneri drihm.
pq	47916	Warder	1	Ji därft ni son Kinnerkram driem.
pq	47935	Klein Barkau	1	Ji dörft ni sunn Kinnerkraam driebn.
pq	47952	Mucheln	1	Ji därf ni so'n Kinnerei driem.
pq	4800	Gross Briesen	1	Ihr derft nich solche Kindereien treifen
pq	48096	Grömitz	1	Ji dörft nicht son Kinnerrien drieb'n.
pq	48098	Friedrichskoog	1	Ji döwt nich so'n Kinnerkram driw'n.
pq	48105	Barlteraltendeich	1	Jumm dör't ni so'n Kinnerkrahm driew'n.
pq	48115	Holstenniendorf	1	Ji därf keen son Kennerkraom driew'n.
pq	48126	Jahrsdorf	1	Ji därft ni son Kinnerkraam driem.
pq	4813	Klopot	1	Ihr därft nich sone Kindereien traiwen.
pq	48141	Ehndorf	1	Ji dörft ni son Kinnerspill drieven.
pq	48156	Gönnebek	1	Ji dörft nich so'n Kinnerkram drieb'n.
pq	48164	Wöbs	1	Ji dörf nich so Kinneri mä[s?]n.
pq	48186	Süsel	1	Jie dörft nich sonn' Kinnerie'n drieb'n.
pq	48233	Brunsbüttelerhafen	1	Ji dört ni so'n Kinnerkram drib'n.
pq	48239	Brokdorf	1	Ji dörft nich son'e Kinderkram driwen.
pq	4824	Radomicko	1	Ihr derft nich sone Kindereien dreiben.
pq	48240	Spiekeroog	1	Ji dröfft nich sücks Kinnerrëen driefen.
pq	48242	Berensch	1	Ji dräft ni soon Kinnerkram direm.
pq	48247	Altenbruch	1	Ji dröft nech sohne K[e]nnerreen drieben.
pq	48282	Norderney	1	Ji dürr'n ne sück kinnereën drieb'n.
pq	48283	Baltrum-Ostdorf	1	Ji dür'n nich sück Kindereeen driven.
pq	48302	Misselwarden	1	Ji drövt nicht son Kinnerkram driwen.
pq	4832	Radnica	1	Ihr derft nich sune Kĭnderreien treiben.
pq	48324	Weissenmoor	1	Jie dröfft ne sone Kindere drieben.
pq	48342	Itzendorf	1	Ji dürrn neet sük kinnerspillen drieben.
pq	48356	Arle	1	Ji dürn sücks Kindereen neet driefen.
pq	48368	Stedesdorf	1	Ii drö(ä)ft  nich sücks Kinneree drieven.
pq	48383	Wüppels	1	Ji dröft nich süks Kinnere drieben.
pq	48392	Langwarden	1	Jie drǟft nich sokke Kinnere 'n driewen.
pq	48401	Flögeln	1	Ji dräft neg sücke Kinnereen drieben.
pq	48477	Iffens	1	Ji dröwt nich socke Kinnereen driewen.
pq	48487	Blexen	1	Ji dröf't nich sucke Kinderre'en drieven.
pq	48497	Altluneberg	1	Jü dräft nich son 'e Kinnere drieben.
pq	48507	Hönau-Lindorf	1	Ji dräwt nicht son'n Kinderkram driwn.
pq	48516	Graal-Müritz	1	Ji dörft nich sönn Kinnerien driew'n.
qr	48522	Rerik	1	Ji dörben nich son'n Kinnerien drieben.
qr	48532	Brodhagen	1	Jie dörft nich soen Kinnerien drieben.
qr	48550	Toitenwinkel	1	Ji dörb'n nich so'n Kinjnar[?]jd'n drīb'n.
qr	486	Niedamowo	1	Ji darwe ni sohn Kindereie driewe.
qr	48675	Strukdorf	1	Jie dörbt nich sun Kinnerri drieben.
qr	48702	Sereetz	1	Ji dörft nich sonn Kinnerien driem.
qr	48716	Gross Voigtshagen	1	Ji drörft nich sonn Kinerie driebn.
qr	48726	Beckerwitz	1	Ji dörf't nicht sönne Kinneriee drie'm.
qr	48738	Steinhausen	1	Ii dräb'n nich sön'n Kinnerie'n dribb'n.
qr	48752	Berendshagen	1	Ji dörwt nich sonn'n Kinnerien  drieben.
qr	48765	Wiendorf	1	Jie dörm nich sön'n Kinneri'en drieb'n.
qr	48790	Rethwisch	1	So n'n Kinnerkram dörm ji ni drib'n.
qr	48800	Lentföhrden	1	Ji därft ni son Kinnerkram driew'n.
qr	48812	Todesfelde	1	Ji dörft nich son Kinnerien driew'n.
qr	49022	Kleinboden	1	Ji dörft nich sonn dumm Tüg driwen.
qr	49043	Campow	1	Ihr dörft nicht solche Kinderien drieben.
qr	49076	Nesow	1	Ji dräft nich son 'n Kīnerien driben
qr	49090	Dalliendorf	1	Jie dörb'n nich son'n Kinnerien drieb'n.
qr	49108	Neuhof	1	Jie dörft nicht sän Kinnerie drifen.
qr	49122	Warnow	1	Ji dörb'n nich son'n Kinnĕri'n drieb'n.
qr	49140	Güstrow	1	Ji dörben nich sonn Kinnerrien (Görenkram) driben.
qr	49146	Drochtersen	1	Jieh dräft neech sollke Kinderrein drieben.
qr	49162	Gross Nordende	1	Ji dörft nicht solchen Kinderkrām drīben.
qr	49176	Quickborn	1	Jü schüllt ni sonn Kinnerkrahm driv'n.
qr	49188	Jersbek	1	Ji schölt nich son'n Kinnerkram driewn.
qr	49311	Riekenbostel	1	Ji dröft nich sölke Kinnerreen driben.
qr	49322	Brochdorf	1	Ji dröft nich so'n Kindereen triebn.
qr	49332	Bispingen	1	Ji drö͡äft nich so'n Kinnerstreichen maken.
qr	49338	Wettenbostel	1	Jü dörft nich sonne Kinnerien driewen.
qr	49348	Seedorf	1	Jü dörft nich ßunne Kinnerêen driem.
qr	49362	Stoetze	1	Jü dörft nich ßonne Kinnereen driewen.
qr	49498	Dannenberg (Elbe)	1	Ju dörft nich so'n Kinnerrien driben
qr	495	Jaroszewy	1	Gie derwe nech son Kinderig driwe.
qr	4950	Palck	1	Ihr därft nich suhne Kinderai traibn.
qr	49509	Breetz	1	Ji dörben nich sön' Kinnerein driwen
qr	49524	Laaslich	1	Gi derb'n nich sön Kinderei driew'n.
qr	49534	Lübzow	1	Jih derben nich sön Kinnereien driven.
qr	49551	Buchholz	1	Ji derm nich sön'n Kinnerspöll driebm.
qr	49562	Hetzwege	1	Ji dräft nich son Kindertäg driven.
qr	49569	Otter	1	Ji drä͡öft nich son'n Kinnerre͡i'n drieben.
qr	49579	Ollsen	1	Jü dröft nech sone Kinnertög drieben.
qr	49587	Westergellersen	1	Jü dörft nich sun Kinnereî driem.
qr	49605	Barskamp	1	Jü dörft nich sonne Kinderee trieben.
qr	4965	Stare Kramsko	1	Ihr dorft nicht sulche Kindereien treiben.
qr	4968	Zodyn	1	Ihr dürft nie sune Kinderaien traiben.
qr	49727	Wendhausen	1	Jü dörft nich sön'n Kinnereen drieben!
qr	49752	Jessenitz	1	Ji dörm nich sonn Kiennerie drieben.
qr	49767	Glaisin	1	Ji dörw't nich sönne Kinnerie'n driewen.
qr	49778	Neese	1	Jieh dörm nich sönn Kinnerien driehm̄.
qr	49794	Pampin	1	Ji dörbn nich son'n Kinnerien drieben.
qr	4980	Tarnowa	1	Irr derft ni sulche Kinderein tr[e?]iben.
qr	49802	Grabow	1	Ji derb'n nich so'n Kinderei trieb'n.
qr	49813	Wangersen	1	Jie dröäft nich son'e Kinnerre drieb'n.
qr	49821	Regesbostel	1	Ji dörft nich sünne Kinnereien driem'n.
qr	49828	Tötensen	1	Iie dröb'n kein so'n Kinnerei drieben.
qr	49840	Lassrönne	1	Iü dörft nich so'n Kinneree'n drieben.
qr	49857	Juliusburg	1	Jü dörft nich son Kinderien drieben.
qr	49881	Setzin	1	Ji dräwt nich son'n Kinneri drieb'n.
qr	49898	Neuhof	1	Ji dörwen nich son'n Kihnnerien driewen.
qr	50010	Gresse	1	Ji dö(r)ft nich sö̆n'n Kīnnerie drieb'n.
qr	50027	Moraas	1	Ii dörft nich son'e Kinnerien triw'n.
qr	50058	Paarsch	1	Ji dörft nich sön'n Kinnerien drieb'n.
qr	50068	Barkow	1	Jie dör'n nich sonn'n Kinnerien drib'n.
qr	50073	Schwinge	1	Ii dröwt nich so'n Kinnerree driv'n.
qr	50087	Wisch	1	Ji dräft neg sohn Kinnertäg drib'n.
qr	50117	Ottensen	1	Ji därf nicht son Kinnerien triem.
qr	50130	Willinghusen	1	Jü dörf nig sôn Kinnertâg trib'n.
qr	50142	Basthorst	1	Jü dörft nich sohn'n Kinneri drieb'n.
qr	503	Szpegawsk	1	Ji derwe nich soone Kinderie driwe
qr	5031	Lugow	1	Ihr dörft nicht sune Kinnereien treibn.
qr	50321	Lehmrade	1	Jüh dörfd nich son'n Kinnerei drieb'n.
qr	50332	Drönnewitz	1	Ji dörm nich son'n Kinnerie drieb'n.
qr	50343	Gross Rogahn	1	Ji dörm nich sönn Kinnȇrien (Kinnȇknäp) driewm.
qr	50357	Kladow	1	Jie dörft nich sönne Kinneried'n driewén.
qr	50365	Hohen Pritz	1	Jieh dörben nich sonn'n Kinnarieren drieben.
qr	50377	Jellen	1	Ji dörm nich sonn Kindereien driewen
qr	50385	Lübsee	1	Ji dörft nich senne Kinnerie drieben.
qr	50471	Bellin	1	Ji dahn nich soe Kinnerspell driwen.
qr	50523	Retzow	1	Ji dörm nich son'n Kinnerie driwen.
qr	50538	Hohenbollentin	1	Ji dörn nich sun Kinnärig'n driw'n.
qr	50552	Golchen	1	Jie dörrn nich sonn Kinnaspill driem.
qr	5056	Biala Wies	1	Ihr dürft nich sune Kinndirrei traiben.
qr	50567	Strippow	1	Ji dahrm nich sonne Kinnareien drieben.
qr	50575	Rosenhagen	1	Jie dörben nich sonn Kinnarie drieben.
qr	50583	Siniechowo	1	Gi dörre nich sun Kinderie driewe.
qr	50604	Drzewica	1	Ji dörre nich sün Kinerie driewe.
qr	50622	Lisowo	1	Jieh döera nich mehä sohne Kinneriggaä driewä.
qr	50719	Lubin	1	Ji döra nich sön Kinnari driwa.
qr	50765	Gross Ridsenow	1	Ji dörb'n nich sonna Kinnarin drieb'n.
qr	50779	Schlutow	1	Jie dörm nig sönn' Kinnerie driw'n.
qr	50794	Seedorf	1	Ji dörd'n nich so'n Kinnärien drieb'n.
qr	50805	Bentzin	1	Ji dörben nig sonn'r Kinn'rrien driewen.
qr	50818	Ranzin	1	Ii dörm nich sonä Kinnärie driwan.
qr	50830	Lassan	1	Ji dör'n nich so'n Kinneri'n drieben.
qr	50840	Sallenthin	1	Gi dörm nich sohn Kinneri drieb'n
qr	50844	Miedzyzdroje	1	Ji dör'n nich sün Kinnerie driem.
qr	50850	Sieroslaw	1	Gei döt nich sen Kinnäriä driwä.
qr	50872	Bedzieszewo	1	Ji döra nich sünn Kinnaria driwa.
qr	50892	Skalin	1	Gi döre nich sün Kineri driwe.
qr	5091	Boruja	1	Jhr derft nich sulche Kingdereien treiben.
rs	50973	Koserow	1	Ji dörwen nich sun Kinnerie driewen.
rs	50986	Trzesacz	1	Ji dörĕ nich süne Kinĕreĕ driwĕ.
rs	51	Baerwalde	1	Sōn Kinä̌riegä dö̌wä̆ Ji nǐ drīwä̌.
rs	51012	Hohen Wangelin	1	Jie dörm nich sönn Kinnerin'n drie'men.
rs	51030	Rittermannshagen	1	Ji dörft nich sonn' Kinnerien driben.
rs	51048	Tarnow	1	Ji dörft nich sön'n Kinnari'n drib'n.
rs	51065	Trollenhagen	1	Ji dar'm nich sönna Kinnarin dri'm.
rs	51081	Brohm	1	Jih dahrm'n nich sönne Kinnare driem'n.
rs	51089	Eichhof	1	Ji darm nich sönn Kinnari drib'n.
rs	51098	Gegensee	1	Ji darben nich sunne Kinneriegen drieben.
rs	511	Krasniewo	1	Jie derwe nich sone Kiegerie driewn.
rs	51101	Drogoradz	1	Ji darben nich solch Kinneri driven.
rs	51112	Budzien	1	Jie darb'n nich sonne Kinneriej['n?] drieben.
rs	51123	Krzywice	1	Ji döre͡ä ni sunn Ki|ne͡ä|rie driwe͡ä.
rs	51135	Plantikow	1	Ii dörre nich sănn' Kinnerije driwĕ.
rs	51143	Kloster	1	Ji dörn nich sönne Kinnerien drieb'm.
rs	51146	Wiek	1	Ji dörb'n nich sone Kinnerien drieb'n.
rs	51162	Nardevitz	1	Gie dörm nich sohne Kinnerie drieb'm.
rs	51170	Zingst	1	Ji dörb'n nich soon Kinnärien drieb'n.
rs	51173	Wendisch Langendorf	1	Ji dörb'm nich sonne Kinnerien drieb'n.
rs	51179	Wüstenei	1	Jie därben nich sona Kinnarien drieben
rs	51188	Saiser	1	Ji dör'm nich sonnă Kinnarig'n drieb'm
rs	51191	Ahrenshoop	1	Jie därm nich sohn Kinnerie'n drieb'm.
rs	5122	Gorzyca	1	Ihr derft nicht solche Kindereien treiben.
rs	51232	Neu-Reddevitz	1	Ji dörm nich sone Kinnerie drieb'n.
rs	51243	Langendamm	1	Jie dörrn nich sonne (auch: sohne) Kinnerie'n drieb'n.
rs	51257	Redebas	1	Ji dörm nich son Kinnarien driem.
rs	51267	Pütte	1	Jie dörm nich sone Kinneri driw'n
rs	51277	Poseritz	1	Jī dö̂rm'n nîch sōnâ Kînnârien driem'n.
rs	51288	Thiessow	1	Ji dörb'n nich sone Kinnerien maken.
rs	5130	Ransko	1	Ihr derft nich sune Kinderreien traiben.
rs	51346	Reppelin	1	Ji dörft nich son'n Kinnerien drieb'n.
rs	51355	Kavelsdorf	1	Ji dörm nich sona Kinnarin drib'n.
rs	51370	Müggenwalde	1	Ji dörm nich sona Kinnarien driebm.
rs	51387	Steffenshagen	1	Gi dörm nich sohn Kinnerie drieben.
rs	5139	Grudna	1	Ihr dirft nischt solche Kindereien treiben.
rs	51397	Vierow	1	Ji döan son Kinnarien nich drïbn.
rs	51409	Karlshagen	1	Ji dörb'n nich so'n Kinnerien drieb'n.
rs	5141	Brody	1	Ihr derft nicht sulche Kindereien treiben.
rs	51413	Trzebusz	1	Ji döre nich son Kinneridsch driwe.
rs	51539	Kisserow	1	Jie dörb'n nich sonn'n Kinnerie drieb'n.
rs	51549	Federow	1	Ji dörb'n nich sonn Kinnerie drieben.
rs	51561	Klein Vielen	1	Ji darw'n nich son'n Kinnerien driwen.
rs	51571	Holldorf	1	Ii darm nich sönne Kinnerin drib'n.
rs	51584	Woldegk	1	Ji darb'm nich sön'n Kinnerien drieb'm.
rs	51598	Trebenow	1	Jie darb'n nich sun Kinnarie moaken.
rs	51611	Rossow	1	Ji da ne Kinnarie driben.
rs	51624	Wawelnica	1	Ji dadn nich son'n Kinne(r)ringen dribn.
rs	51637	Bergland	1	Gi dör'n nich sune Kind'ri driewen.
rs	51646	Dabrowica	1	Jie döre nih sunn Kineriege driewe.
rs	51661	Bobrowniki	1	Ji döra ne sun Kineriga driwa.
rs	51805	Grabow	1	Jih darm'n nich sön'n Kinnerien'n drieb'n.
rs	51816	Lärz	1	Ji darm nich sönnă Kinneridn driebn.
rs	51832	Ahrensberg	1	Jieh darm'n nich sonna Kinnarien drieb'n.
rs	51838	Hasselförde	1	Ji darm nich sönne Kinnare driem.
rs	51850	Buchenhain	1	Ji darben nich sunn' Kinneri drieben.
rs	51866	Röpersdorf	1	Ji darb'n nich sunn Kinnerien driben.
rs	51877	Grünz	1	Ji dahn ni son'n Kinarihn dribn.
rs	51893	Pargow (Pargowo)	1	Ji dad'n nich sün'n Kinnerri'n dreb'n.
rs	51906	Zelislawiec	1	Ji darn nig sour'e Kinnerie driewen.
rs	51918	Slotnica	1	Ji dară nĕ sōn Kinnerij driwa.
rs	51934	Zukowo	1	Ji dară nĭ soën Kinn'rieă triwă.
rs	5203	Nekielka	1	Ji darä nie son Kinnerig driwä.
rs	52064	Papenbruch	1	Ji därb'n nich sönne Kinnereien drieben
rs	52070	Wallitz	1	Gie derb'n nich sönne Kinnerein drieb'n.
rs	52079	Menz	1	Gieh derwen nicht sonne Kinnerei driewen.
rs	52086	Barsdorf	1	Gi derm nich sönne Kinnerei drieb'n.
rs	52095	Petersdorf	1	Ji deărm nich sunne Kinnarien drieb'm.
rs	5210	Skwierzyna	1	Err derfft nich sone Kindereien treiben.
rs	52103	Flieth-Stegelitz	1	Ji darb'n nich sun'n Kinnarie drieben.
rs	52113	Passow	1	Jie därwe nich sun Kindereien driewe.
rs	52129	Widuchowa	1	Jie darb'n ni son Kinnerieen drieb'n.
rs	52139	Banie	1	Jie darwen nee soone Kienerien driewen.
rs	5214	Krobielewo	1	Ihr derft nich sohne Kendereien treiben.
rs	52154	Obromino	1	Jie dāre ne sn Kinerie drieve.
rs	52169	Brzezina	1	Ji döre ni sun Kinerig driwe
rs	52276	Bagicz	1	Ji dȫǟra nich so'n Kienariega driewa.
rs	52278	Lasin Koszalinski	1	Jie dörè nich son Kinerige driewe.
rs	52311	Sieciemin	1	Ji drefe nich son Kinneri[e?] driewe.
rs	52349	Pomysk Wielki	1	Ji' brukä nich son Kinnerigä driwä.
rs	52359	Szymbark	1	Gie däwe nich son Kingerig driewe.
rs	52374	Szklana Gora	1	Jü derft nicht sone Kindereien driwen
rs	52396	Skowarcz	1	Ji derwe nich sone Kinderi driwe.
rs	52428	Oberlakendorf (Solnica Górna)	1	Ju derfe nich sone Kingerien driwe.
rs	52440	Deep (Czajcze)	1	Ji dreuwa nich son Kinnarija driewa.
rs	52463	Bialecino	1	Jüh drowe nich soon Kinnerie driewe.
rs	52478	Bronowo	1	Ji dräwa nich son Kin̄ärie driwä.
rs	52484	Reddies	1	Jü brucka nich son Kinderri drüwa.
rs	52567	Pasewark	1	Juh derwen nich sohne Kingerie driewen.
rs	52578	Bad Rügenwalde	1	Ji derve nich son Kinerie driewe.
rs	5259	Prusim	1	Ihr därft nicht solche Kindereien treiben.
rs	52600	Radoslaw	1	Jie döwä nich sohe Kinnerije driewe.
rs	52700	Losino	1	Jü brucke nich son Kinggerrie driewe.
rs	5271	Przyborowko	1	Ihr derft nich sulche Kinderei'n treiben.
rs	52714	Labiszewo	1	Ji drefe nich son Kingarien driwa.
rs	52722	Karwen	1	Ji bruke nich son Kinderie driwe.
rs	52755	Heubude (Stogi)	1	Ju derwe nich sone Kinderie driwe
rs	52762	Skowronki	1	Ju derrwe nich so'ne Kingerie driwen.
rs	52766	Rowy	1	Ji derwa nich sohe Kindari driwa.
rs	52767	Machowinko	1	Ji däwe nich son Kingerie driwe.
st	5277	Gleboczek	1	Gi dare ne son Kinerig driwe.
st	52816	Hela	1	Ji dörwe nich sone Kinderie driwe.
st	52819	Jaroslawiec	1	Ji dreuwe nich son Kinnerije driwe.
st	52825	Krolowstrand (Królewice)	1	Ji derwe nich son Kin̄erij driwe.
