Index	Bogennummer	REDE_Namen	Sprache	WS28::Transliteration WS 28
gh	2602	Maciejowieta	1	Ju darfe nich solke Kinderriee drüwe.
gh	26141	Iversheim	1	Iäh dusch netr su'n Köngdereie drieve.
gh	26155	Gelsdorf	1	Ih dusch ned e suen Könderee triefe.
gh	26178	Ohlenberg	1	Ür dürf' nit e sůen Kändereien triewe
gh	26205	Seifen	1	Ihr dorft net su Könnerei treiwen.
hi	26228	Gehlert	1	Ehr derft nitt solche Kennereien treiben.
hi	26261	Waigandshain	1	Ihr dürft net solche Kennerreie treiwe.
hi	26283	Sinn	1	Ihr derft net sou Kennereie treibe.
hi	26312	Venwegen	1	Er döscht neit ä suen Keingderei driefe.
hi	26324	Üdingen	1	Üh duscht net sonn Köngdereï drive.
hi	26351	Borr	1	Üe duscht net esuen Köngdereie driefe.
hi	26578	Roisdorf	1	Tē dusch net suēn Köngdereïe drieve.
hi	26604	Geistingen	1	Ühr duscht net suen Köngdereien driewen.
hi	26627	Herchen	1	Ür döhrt net esuen Kongdereien drieven.
hi	26642	Mittelhof	1	Ihr dorft net solche Kennereien treuwe.
hi	26664	Wilden	1	Ihr därft nett sue Kennerejje trejwe.
hi	26683	Straßebersbach	1	Ihr därft net solche Kennereie treiwe.
hi	26712	Mariagrube	1	Ihr darft net e sonn Kengere|i dri|ewe.
hi	26734	Niederzier	1	Ie duscht net son[e?] Kengereie drive.
hi	26753	Horrem	1	Ie döscht nett eson Köngereie driefe.
hi	2676	Rygarby	1	Ju dörwe nich sölk Kinderie driwe.
hi	26763	Poll	1	Ör därft nitt e su en Kindereie drieve.
hi	2691	Kolwiny	1	Ju dürwe nich sülk Kindari driewe.
hi	27003	Heiligenhaus	1	Ihé dörf nét è su ènn Kénkerej drieven.
hi	27025	Faulmert	1	Ihr dörft net, so'n Kengereien drieven.
hi	2703	Srokowo	1	Juh dörwe nich solk Kinderrie'e driewe.
hi	27038	Hahnseifen	1	Ihr dürft net so Kengereien triewen.
hi	27064	Müsen	1	Ihr dürft se kä Kingerege triewe.
hi	27074	Schameder	1	Ehr derft net sulche Kennereie treiwe.
hi	27106	Dudenhofen	1	Ihr derft sou kah'n Kinnerei treiwe.
hi	27135	Wenighösbach	1	Iha därft nit soune Kinnarei treibe.
hi	2715	Stregiel	1	Ju därwe nich sollke Kinderÿe drÿwe.
hi	27150	Wiesthal	1	Ihr dürft nit solche Kenneeren treibe.
hi	27163	Massenbuch	1	Ihr dörft nit sotte Kinderei treib.
hi	27186	Neubessingen	1	Ihr döft kei sota Kinnereia trei.
hi	27209	Dittelbrunn	1	Ihr dürft ke sou Kinerei trei.
hi	27223	Vockenhausen	1	Ihr derft nit solche Kennereie treibe.
hi	27244	Heddernheim	1	Ihr derft net solche Kinnereie treiwe.
hi	2727	Budziska	1	Juh sulle nich solle Kinder[ii?] drüwe.
hi	27425	Bruchköbel	1	Ihr derfft nett su Kennereie dreiwe.
hi	27444	Hailer	1	Ihr därft neït sou Kennereie treiwe.
hi	2746	Chelchy	1	Ju derwe nich solke Kinderie driewe.
hi	27461	Oberndorf	1	Ihr däfft ka so e Kennerspiel treibe. (treiwe)
hi	27469	Rossbach	1	Dir düefft net so ă Kennereie treib.
hi	27480	Hassenbach	1	Ihr dürft nitt solche Kinnerei trei.
hi	27501	Poppenlauer	1	Ihr döfft kee suttä Kinereiä trei!
hi	27507	Cratzenbach	1	Ihr darft nitt su Kinnereia treiwa.
hi	2762	Wilkowo	1	Jie darwe nich sone Kingerie driewe.
hi	27692	Friedrichstal	1	Ihr dürft mit sorlche Kirnder so ka Kirnereie treiwe.
hi	27719	Leidhecken	1	Ihr dirft näit solch Keannerai traiwe.
hi	27742	Gelnhaar	1	R diarft näit solche Keanarai treiwe.
hi	27765	Ulmbach	1	Ihr döfft nihet so Kennerei treiwe.
hi	27775	Eichenried	1	Ihr dürft nett so e Kengerei dreih.
hi	27792	Wildflecken	1	Dir düefft kéi so Kennerei trei
hi	27807	Bastheim	1	Ihr dörft nit so Kenerei trei.
hi	2781	Karwiny	1	Oehr dörft nich söttche Kingerrein treibe.
hi	27821	Philippstein	1	Ihr derft nit solche Kinnerreien treiwe.
hi	27835	Dornholzhausen	1	Ihr düfft so ka Kennerei treiwe.
hi	2800	Krzykaly	1	Öa dörft nich sölch Kingastreiche traiwe
hi	28010	Nonnenroth	1	Ä derft nait sou Kinnerei treiwe.
hi	28027	Götzen	1	Ihr derft nit solche Keannereie treiwe.
hi	28045	Altenschlirf	1	Ihr däfft nett so Kennerei träiwe
hi	28063	Fulda	1	Ihr deft net so Kengereie trie.
hi	28080	Rupsroth	1	Eu döfft net so Kangere trie.
hi	28107	Gerthausen	1	Ue dörft niet solche Kinnere-i tre-i.
hi	2817	Mawry	1	Öa dörft nich sölg Kingeraie traiwe. (das R lässt man nachschnarren.)
hi	282	Zolna	1	Ji derwe ni son Kingerij driwe.
hi	2827	Sarnowo	1	Eha dürft nich solche Kingarei treibe.
hi	28278	Krumbach	1	A deaft so kah Keanerei treiwn.
hi	28298	Londorf	1	r di(r)ft so ke (ns) Keannereie dreiwe
hi	28315	Otterbach	1	Ihr derft nitt so Kennerei treiwa.
hi	28330	Schwarz	1	Ehr defft so keh Kengereie triebe. (triewe.)
hi	28346	Grossenmoor	1	Äi de(r)ft net so Kengeräi dri.
hi	28358	Rasdorf	1	Eÿ düäft nätt so Kengereÿä trie.
hi	28369	Wiesenthal	1	Eu däfft nett so Kennereei trie.
hi	28392	Herzhausen	1	Ihr dirft nitt so Kennerai traiwe.
hi	2846	Ledlawki	1	Jie derwe nich sölg (g = weich) Kingere driewe.
hi	285	Kosobudy	1	Ir derf nicht solche Kinderie bedrüwe.
hi	28568	Betziesdorf	1	Ähr defft nett so Kännerei traᶟiwwe.
hi	28589	Neustadt (Hessen)	1	Ähr derft nett su kee Kennereien treibe.
hi	28605	Neukirchen	1	Ehr derft net so͡ulche Kengereie träiwe.
hi	28623	Gittersdorf	1	Äh därft net solche Kengereie drie.
hi	28640	Herfa	1	Ei däft nett solche Kenggerei trie.
hi	28651	Frauensee	1	Ei därft net solche Kengereien trieh.
hi	289	Königswiese (Leśna Huta)	1	Ji dawe nich sun Tjinärij driwe.
hi	2900	Borawskie	1	Ju darfe nich solke Kinderriee driewe.
hi	2906	Zabrowo	1	Ji bruke nich son Kingerig driwe.
hi	291	Lubichowo	1	Jü därwa nich sohn Chingerigä driewä.
hi	2916	Stanowo	1	Ehr derft nich sône Kinderrei treibe.
hi	2923	Fijewo	1	Ehr därft nich solche Kinderei treibn.
hi	2935	Groß Koschlau	1	Jhr derft nich soone Kindereie treibe
hi	2955	Liksajny	1	Oehr dörft nich solche Kindereie treibe.
hi	2962	Molza	1	Er derrft nich soone Kingereien mache.
hi	2970	Warkaly	1	Ea derft nich sölg Kingerei treiwe.
hi	2996	Bucznik	1	Ehr dörft nich sone Kindereie treibe.
hi	300	Montauerweide	1	Ji dehrve nich sohne Kingeri driwe.
hi	300660	Sankt Roman	1	Sei net so lappert-dappert.
hi	300798	Reikersdorf	1	Ös deafts net á so kindisch sei (umamaodln).
hi	301042	Rigaus	1	Ös deafts nit so kindisch sei!
hi	3058	Zyndaki	1	Ju derwn nich soen Ki[n?]derie driwe.
hi	3069	Rychliki	1	Öhr dürft nich solche Kingereie treibe
hi	3083	Chojnik	1	Oer dorft so'ne Kingerei treibe.
hi	3093	Ksiaznik	1	Eh ē dērft nich sone Kingerei treibn
hi	3111	Glotowo	1	Öa dörft nich sölch Kingerei treiwe.
hi	312	Ryman	1	Ji döwa nich son Kinnerig driwa.
ij	3122	Derc	1	Ea därft nich setch Kingarei traiwe.
ij	31677	Battweiler	1	Ehr derft nett solche Kinnereie drei[w]e.
ij	31695	Heltersberg	1	Ehr derffe net so Kinnereie dreiwe;
ij	31700	Ramberg	1	Ehr därfen net sou Kinnereie treiwe.
ij	31719	Geinsheim	1	Ehr derfen net solche Kinnereien treibe.
ij	31737	Diedenhofen	1	D'r derft net sobhe Kennereien dreiwen.
ij	31765	Laumesfeld	1	D'r derft nett eson Kennereien dreiwen.
ij	31789	Beckingen	1	Derr därfen kän so Kinnereien treiwen.
ij	31800	Calmesweiler	1	D'r därfen kän so Kennereien treiwen.
ij	31824	Steinbach bei Ottweiler	1	Ehr därfe nett solche Kinnerreie mache.
ij	32019	Dietschweiler	1	Ihr derft nicht solche Kindereien treiben.
ij	32040	Siegelbach	1	Ehr derft net so Kinnereie dreiwe.
ij	32053	Alsenborn	1	Ehr derfen net solche Kinnerreie dreibe.
ij	32067	Erpolzheim	1	Ehr derfen net so Kinnerreie treiwe.
ij	32085	Kreuzweiler	1	D'r dörft kön soun Kanareien treiven.
ij	32102	Greimerath	1	Der derft net e suen Keannerdenger dreiwen.
ij	32119	Oberlöstern	1	Dir derft net solch Kenereien treiwen.
ij	324	Podwilcze	1	Ji döwwe nich soon Kienesträk driwe.
ij	3254	Jurkowo	1	Guh derwe nicht solke Kinggerie driewe.
ij	3267	Pozarki	1	Ju derwe nich solke Kindrie driwe.
ij	3272	Gawliki Wielkie	1	Ju darwe nich solke Kinderie driewe.
ij	3280	Swietajno	1	Ju dörft nich solche Kinderie driwe.
ij	32855	Altviller	1	Ner darfen nit[t?] so Kä̆neréien driewen.
ij	32883	Woustviller	1	[B?]r dērft net sōhene Kennerēie trīeve[n].
ij	3301	Barschken	1	Ju dörwe mich solke Kindariee driewe.
ij	33035	Rimling	1	I̩'r di̩rfe kenn é so Kinnéreíé triewé.
ij	3304	Dawillen	1	Ju dörwe nich sone Kinderÿe drÿwe.
ij	33055	Roppeviller	1	Ihr dirfe kenn so Kinereie triwe.
ij	33064	Dahn	1	Éhr dérfèn nit sosèr Kinnèreiè treiwè.
ij	3309	Dittauen	1	Iu dörft nich solke Kindereie driewe.
ij	33102	Gleiszellen	1	Ehr derfen ke Kinnerei[e?] sau treive.
ij	33111	Herxheimweyher	1	Ehr derfe kä̃n sou Kinnereie dreiwe.
ij	33126	Guinkirchen	1	D'ihr dahrf'n kähn so Kinnerwehen triewen.
ij	33146	Überherrn	1	Die darfn kän so Kinnereien treivn.
ij	33159	Malstatt	1	Ihr derft nett so Kennerei treiwen.
ij	3318	Deegeln	1	Ju dörft (sullt) nich sone Kinderi driwe.
ij	33185	Niederwürzbach	1	Ihr derft kenn solche Kinnereien treiwe.
ij	33331	Steinbuch	1	Ihr derft net solche Kinnere treiwe.
ij	33346	Breitendiel	1	Ihr därft net sotta Kinereia treiba.
ij	33364	Hundheim	1	Ihr därft ka so̰ṵ Kinnerreie dreiwe.
ij	33381	Steinbach	1	Ihr därft ke sotti Kinnei treib.
ij	33400	Eibelstadt	1	Iar döarft nit so di Kinnerai traib.
ij	3342	Pillkoppen	1	Ju bruke nich sollke Kinderie driewe.
ij	33420	Rödelsee	1	Jhr dörft kei solche Kinderei treib.
ij	3343	Karkeln	1	Ju dörwe nich sone Kinderie e driewe.
ij	3345	Dünen (Ackmenischken)	1	Iu dörwe nicht solke Könderie driewe.
ij	3351	Pleine	1	Ju dörrwe solke Kinderiee nich driewe.
ij	33605	Erfelden	1	Ihr dörft nedd solche Kinnereie dreiwe
ij	33614	Traisa	1	Ia dürft net so Kinereie treiwe.
ij	3362	Cullmen-Kulken	1	Juh dörwe nich sunne Kinderi drihwe.
ij	33631	Heubach	1	Ehr yerft kan sau (sou) Kinn'rsache mache.
ij	3364	Rositten (Rybachiy)	1	Juh dürfe nich solke Kinderie driewe.
ij	33648	Hofstetten	1	Ihr derft nett sou Kinnerei treibe.
ij	33660	Bischbrunn	1	Dr dō̈rft ka so Kin̄erreie treiba.
ij	33677	Birkenfeld	1	Ihr döfft ke sotti Kinnereie treib.
ij	33692	Rupprechtshausen	1	Ihr dürft ke sotta Kinnerei traïb.
ij	33711	Gaibach	1	Ihr dörft kè sotta Kinnerei treib!
ij	33725	Rüsselsheim	1	Eer derft nett solche Kinnereie dreiwe.
ij	33741	Langen (Hessen)	1	Ihr  derft so koan Kinnereie treiwe.
ij	33849	Altlussheim	1	Ihr dürft net so Kin̄ereiḛ treiwḛn.
ij	33860	Schatthausen	1	Dă därfd ned soudicha Kinnereiä treiwä.
ij	3387	Sassenhöhe (Augsgirren)	1	Juh dörwe nich sohne Kinderiee driewe.
ij	34001	Daudenzell	1	Dir derft net sŏ Kinnereie treiwe.
ij	34015	Billigheim	1	Ihr derft nicht solche Kin̄ereie dreiwe
ij	34025	Oberkessach	1	Ihr däft kane solche kindische Sache mache.
ij	34044	Ailringen	1	Ihr derft ka so Kinderei treibe
ij	34058	Lichtel	1	Ihr dèfft nit sou Kindisch san̄a̰.
ij	34065	Windelsbach	1	Ihr däfft nit setti Kindereia treiba.
ij	34076	Ludwigshafen am Rhein	1	Ehr därft kḛ̀n so Kinnereiĕ măchĕ. (dreiwe.)
ij	34096	Ursenbach	1	Èr dèrft nét sou Kinnareien dreiwè.
ij	34216	Gammelsbach	1	Dir diaft nett solche Kinerei treiwe.
ij	34228	Rumpfen	1	Ihr därft net solche Kindereien treiben.
ij	34235	Gerichtstetten	1	Ihr därft net solche Kinnerei treiben.
ij	3424	Beierstedt	1	Gih dȫrt nich sau 'ne Kinderi'e drīben.
ij	34247	Königshofen	1	Ihr däfft ka sotti Kinäreiä treiwe.
ij	34266	Aufstetten	1	Ihr dürft nit solche Kindareia troiba.
ij	34288	Weigenheim	1	Ihr därft nit setti Kinnerei treiba.
ij	34305	Bobstadt	1	Ehr derft sou kan Kinnereie treibe.
ij	34321	Mittershausen	1	Ihr derft nit sou Aanfelligkeite dreive.
ij	344	Modrolas	1	Jü dörwa nich son Kinasträk driewa.
ij	34447	Berghausen	1	Sō Kinnereia derfat' dar nĕ́t treiwa.
ij	34503	Winzerhausen	1	Sotte Cindereia därfet 'r net treiba.
ij	34522	Liemersbach	1	Ihr därfet net sotte Kendereia̰ treiba̰.
ij	34535	Eutendorf	1	Ihr därfet net sodde Kenda̰reia̰ treiba̰.
ij	34545	Honhardt	1	Ihr derft nit sotti Kindereien dreiwa.
ij	34557	Segringen	1	Ihr därft net sette Dummheite treibe.
ij	34566	Graben	1	Ihr därft nédd so Kinderreiăa̰ dreibă̰n.
ij	34707	Odenheim	1	Ihr därft net so Kinnereia draibe.
ij	34734	Massenbachhausen	1	Dihr därfet kai so Kinderaiə traiwə.
ij	34750	Binswangen	1	Ihr dérft nit sotti Kindereia̰ treiba̰.
ij	34773	Öhringen	1	Ihr därft kă̰ soddé Kindĕrēiă̰ treiwă̰.
ij	34791	Döttingen	1	Ihr däfft nét sötte Kinderaie treiwe(a).
ij	34802	Gaggstatt	1	Ihr därfd kè sétti Kindèraiè traibè.
ij	34818	Dorfgütingen	1	Jhr defft nit sette Kindereia treiba.
ij	34838	Röckingen	1	Dir därft ko sötta Kindereia treiba.
ij	34855	Windsfeld	1	Ihr defft nit so Kinderei treibn
ij	34872	Ettenstatt	1	Ihr dörfts nit sĕ́tte Kindereia treim.
ij	35003	Untermässing	1	Ihr derft net solche Kindereien treim!
ij	35011	Gimpertshausen	1	Ihr dürft nieht so Kindereien treiben.
ij	35026	Beratzhausen	1	Ex derfz niat secha Kindareien treim.
jk	35035	Eitlbrunn	1	Ey derfts net solche Kindereien treibn.
jk	35046	Altenthann	1	Ihr dröft ni't solche Kindereien treiben.
jk	35055	Rauenzell	1	Ihr därft nit soliche Kindereien treiba.
jk	35067	Ismannsdorf	1	Jhr ërft ka solche Kindereia treibn.
jk	351	Smecino	1	Ji dörwä̆ nich son Kīnĕrijĕ driwä̆.
jk	3516	Bornum	1	Jü dröwet nich saun Kinderien driwen.
jk	35165	Büchenbach	1	Ihr defft net sechi Kinnereien treibn.
jk	35168	Seligenporten	1	Enk därfts niat sechene Kinereien treib'n.
jk	35188	Günching	1	Eng derfz niad sechta Kindareien treim.
jk	35195	Adertshausen	1	Es deafsts niat setane Kindereien treim.
jk	35204	Wiefelsdorf	1	Jhr döaft nöt solche Kindereien treibm.
jk	35211	Bodenwöhr	1	Dez derfts köi sḛcha Kindareien treim.
jk	35223	Flachslanden	1	Ihr dürft ka setta Kindereia treibn.
jk	35236	Grosshabersdorf	1	Jhr dafft nit setta Kinnereia treim.
jk	35254	Birnthon	1	Ihr dèrft ka seda Kinnereia treim.
jk	35339	Röthenbach	1	Ihr deft nit setti Kindereia treibn
jk	35377	Alfeld	1	Enk däafts niat secha Kinareian treim
jk	35382	Ammerthal	1	Ihr därfts koane sölchene Kindereien treim.
jk	35393	Trisching	1	Seits nöt so kindisch.
jk	35517	Unternesselbach	1	Ihr defft ka setta Kinnerei treib'n.
jk	35524	Oberreichenbach	1	Ihé döft nit sétta Kinnereia treibn.
jk	35544	Buckenhof	1	Ihr derft nit solcha Kinderei treiba.
jk	35562	Kirchröttenbach	1	Ihr dè̆rft ka̰ su-a Gäglerei treim.
jk	35571	Hartenstein	1	Enx därfts nit secha Kindereien treibm.
jk	35577	Schlicht	1	Enk därfts nit sechta Kinereien treim.
jk	3558	Beckendorf	1	Ji dö'rt nich saune Kinderien drieben.
jk	35585	Kohlberg	1	Enk därfts niat sechta Kindareien treibm.
jk	35597	Oberlind	1	Döz de͡arfz ni͡öt so Spielereien treibm.
jk	356	Porst	1	Gä̊i dǟwa nī son Kineriga drå͡iwa.
jk	35710	Haag	1	Ihr derfd nid seda Kinnereia dreim.
jk	3572	Domersleben	1	Jih derm'n nich senne Kinderriĕn drieben.
jk	35729	Mühlhausen	1	Ihr derft nit solche Kinderein treibm.
jk	35755	Pautzfeld	1	Jhé däft ka söta Kinnérei treim.
jk	35762	Moggast	1	Jhr dörft ka soa Kinnerei treim.
jk	35778	Pegnitz	1	Jhr därft ka secha Kindereien treibn.
jk	35791	Speinshart	1	Jhr därft net solcha Kindareien treim.
jk	35799	Friedersreuth	1	Diaz däafts koin̰ sua Kindereien treib'n.
jk	35807	Plössberg	1	Düads däafts kai secha Kinareien treibn.
jk	35824	Geusfeld	1	Ihr därft nitt sötta Kinnereia treib.
jk	35843	Tütschengereuth	1	Ihr dè(r)ft net sotta Kindereien treim.
jk	35857	Litzendorf	1	Iha derft net setta Kinarei treim!
jk	3592	Prester	1	Jie dorm nich sonne Kinnerien drihm.
jk	36007	Hollfeld	1	Sua Kinerei däaft a net treim.
jk	36017	Donndorf	1	Ih däft net sulche Kinnereien treibn.
jk	36039	Kirchenpingarten	1	Engs deafts net seda Kinereien treim.
jk	36049	Hohenhard	1	Engs derfts niöd soua Kindareian trei[b?]m.
jk	36056	Leonberg	1	Diàts derfts niad sua Kinareiàn treim.
jk	36065	Hohrodberg	1	Er derfe ke so Kinderdings triewe.
jk	36084	Colmar	1	Er dèrfe net so Kenderréie triewe.
jk	3609	Dalchau	1	Ji darm nich sonne Kindereien triem.
jk	3614	Schweinitz	1	Jie darben nich sonne Kindereien drieben.
jk	36159	Meistratzheim	1	ărr derrfe kenn e su Kèndereije driwe.
jk	36178	Müllen	1	Ihr dä̆rfè̆ nĭt sö Kinderé͡iè̆ trībè̆.
jk	36202	Kniebis (Kr.Freudenstadt)	1	Er (y) dérfet kāene so Kéndereiḛ̆ treibḛ̆.
jk	3626	Nennhausen	1	Ji däärben nich sönne Kinnerei triewen.
jk	36272	Ödsbach	1	Ir dörfe nit so Kindereie tribe.
jk	36277	Turquestein-Blancrupt	1	Er derwe ken so Kinderdings machen.
jk	36282	Wangenbourg	1	Ihr derfen ken so Kinderdings machen.
jk	36309	Furdenheim	1	Éhr derfe ken su Kindléïen drieve
jk	36334	Ruprechtsau	1	So Kindereie dèrfe n ĕr nĕtt trīewe.
jk	3634	Berge	1	Ji där'n nich sönne Kindereien driewen.
jk	36348	Achern	1	Dr därft net (nit) so Kindereia treiba.
jk	36362	Saarburg	1	Ihr därfe känn so Kinderdings triwe.
jk	3639	Pausin	1	Gei därfen nich sonne Kinggereien drieven.
jk	36489	Bois De Chêne	1	Ihr derfen nit sunichi Kinderēē triewe.
jk	3649	Hermsdorf	1	Ihr derft nich sone Kindereien trieben.
jk	36525	Wilshausen	1	Ehr derft nèt solche Kendereije triebe.
jk	36552	Marienthal	1	Éhr därfe kèn so Kénderräje driewe
jk	36567	Fort-Louis	1	Ihr derfé nit solchi Kind'rèjé triewé.
jk	36594	Bad Rotenfels	1	Ihr derft kei so Kinderie triebe.
jk	366	Przeradz	1	Gie dawe ni sun Kinerig driwe.
jk	3664	Birkholz	1	Ihr derft nicht solche Kinderei triewen.
jk	36737	Altwiller	1	Ihr dierfe känn so Kinderdings triewe.
jk	36755	Weislingen	1	r därfe ken so Kinderdings triewe.
jk	3677	Gielsdorf	1	Jih därn nie sone Kingerreihen driewen.
jk	36772	Lichtenberg	1	Ehr därfă ned sonigi Kengeréïa driwă.
jk	36789	Goersdorf	1	Ihr derfe ken so Kinderdings triewe.
jk	36823	Siegen	1	Ihr darfè nit so Kinderreijè treiwè.
jk	36842	Neuburgweier	1	Ihr derft nicht solche Kinnereie treibe.
jk	3688	Ringenwalde	1	Ji derf'n nich sone Kingereen driwen.
jk	36880	Bischoffingen	1	Ihr döorfä keini so Kindeareiä driebä.
jk	36898	Maleck	1	Ihr derfe nit sanig=e Chindereie triebe.
jk	36911	Yach	1	Ihr déffa nit so Kindaréia triwa.
jk	36933	Orschwiller	1	Ehr därfe Kä so Dummheite triwe.
jk	37007	Bindernheim	1	Ar därfa kĕ so Génglarèia trīwa. (Nârrhaida. - Kindereien ist nicht gebrauchlich.)
jk	37025	Schmieheim	1	Ihr dörfa nit a so (Bogen unter 'o') Kindereia triba.
jk	3703	Lehmannshöfel	1	Jie dern nich sone Kingerrieen driewen.
jk	37035	Bollenbach	1	Jhr dürfa nit so Kindereia triba.
jk	37058	Le Hohwald	1	Ar dérfa ké sonigi Narheita triwa.
jk	3711	Warnick (Warniki)	1	Ji derren nich sone Kingerien driwen.
jk	37119	Buchenberg	1	Ihr därft net so när̄sch do̰a̰.
jk	37138	Rottweil	1	Ihar dürfat nit soigi Kindereia treiba.
jk	37153	Obernheim	1	Dr diafat it so Kendereia treiba.
jk	3722	Zaszczytowo	1	Jie derfen nich sohne Kindereien treiben.
jk	37302	Winterlingen	1	I͜ehr derfet net so Kendreia treiba.
jk	37314	Dürrenwaldstetten	1	Ihar deafat it so Kindereia treiba.
jk	37333	Hausen am Bussen	1	Ihr dḛafet kḛine solche Kindereia treiba.
jk	37354	Baustetten	1	Ihr däffet koine settege Kindereia treiba.
jk	37369	Illertissen	1	Ihr derfat it sätige Kendereia treiba.
jk	37388	Schenkenzell	1	r därfe kaini so Kindereie treiwe.
kl	37401	Aistaig	1	Ihar derfet net so Kendereia treiba̰.
kl	3744	Rudnica	1	Jie derfen nich so ne Kingereien treiwen.
kl	37555	Stetten bei Haigerloch	1	Ihr däffet koane so Kindereien treiba.
kl	37571	Salmendingen	1	Iar dearfat koine so Kindareia dreiba.
kl	37581	Bernloch	1	Ir därfet kojne sotte Kinda̰reia̰ macha̰.
kl	37598	Gundershofen	1	Ihr dörfet koine solche Kendereia mache.
kl	37607	Eggingen	1	Iar dḛ̀ffat it sèttige Kindḛreia treiba.
kl	37622	Holzheim	1	Ihr deffat net söttage Kindereia treiba.
kl	37658	Oberwaldach	1	Ihr dürfet ned so Kindereiḛ treiba̰.
kl	37802	Bondorf	1	Ihr därfet net so Kindereia̰ treiba̰.
kl	37825	Lustnau	1	Er dèrfet koane so Kindereia treiba.
kl	37855	Dettingen an der Erms	1	Ihr däffet koine so Kéndereia treiba.
kl	37862	Donnstetten	1	Ih(a)r däffat et soddige Kendereia treiba.
kl	37869	Radelstetten	1	Ihr däffet net sotege Kindereien treibe.
kl	37883	Ballendorf	1	Iår däffet ett sodde Kendåreiå treibå.
kl	37900	Obermedlingen	1	Ihãr därfãt kõine sotté Kinderaiã treibã.
kl	37902	Raumünzach	1	Ir derfe keine so Kindereie treibe (triebe).
kl	37947	Schönaich	1	A̰r(r) därfă̰t et so Kindă̰reiă̰ treibă̰.
kl	38044	Hünerberg	1	Iar durfet net sodde Kendereia treiba.
kl	38056	Gechingen	1	Ihr därfet koan Kindereie treibe. (net sotte)
kl	38095	Denkendorf	1	Ihèr därfet et sottige Kindereien̰ treiba̰.
kl	38116	Albershausen	1	Ihr därfet et sodde Kindereia Dreiba.
kl	38136	Winzingen	1	Ihr därfet koine sotte Kindèreia̰ treiba̰.
kl	38146	Zang	1	Sotte Kendereia derfet er net tribă.
kl	38155	Auernheim	1	U͜ir däffèt ét sodde Viecha̰reia̰ macha̰.
kl	38169	Dennach	1	Da̰r därft nĕt so Kenda̰reia̰ treiwa̰.
kl	38182	Tiefenbronn	1	Ihr derfet nett so Kindereie treiwe.
kl	38348	Schöckingen	1	Er derfet koane so Kindereia treiba.
kl	38373	Hegnach	1	Er dürfet et so Kenderei treiba.
kl	38407	Steinenberg	1	Da̰r därfet ko̰a sotte Kindereia̰ treiba̰.
kl	38422	Ruppertshofen	1	R derfet net so Kendereia treiba̰.
kl	38437	Fachsenfeld	1	Ihr dèrfet net sotte Kendereia̰ treiba̰.
kl	38448	Baldern	1	Ihr däffet net solche Kindereien treiba.
kl	38482	Kleinvillars	1	Iar därfad nedd so Kin̄areia dreiwa.
kl	38502	Hohenhaslach	1	Ihr därfet net solche Kindereien treina.
kl	38623	Nendingen	1	Er därfa̰t ko̰n̄ä̰ so Kindḛreia̰ treiba̰.
kl	38640	Rohrdorf	1	Ihr dèrfet ko̰ini so Kindereie treibe.
kl	38655	Völlkofen	1	Ihr dèrfet et solche Kindereia treiba!
kl	38666	Reichenbach	1	(I)ər dérfət it so Kindəreiə treibə.
kl	38682	Mittelbuch	1	Ihr deaffet kõine settige Kindereien treibɑ.
kl	38695	Unteropfingen	1	Ihr deafet koine söttige Kindlereia treiba.
kl	3871	Dreetz	1	Ji derw'n nich sönne Kindereien driewen.
kl	38720	Kicklingen	1	Ihr derft net solle Kindereurn treuba.
kl	38738	Westendorf	1	Ihar därfa̰t nit sottḭ Kindéreia̰ treiba̰.
kl	38764	Waidhofen	1	És dèrfts koané soichan Kindàrein dreim.
kl	38774	Eschelbach an der Ilm	1	Ös därfts net soiche Kinderein treibn.
kl	3880	Brunne	1	Jaei daerw'n nich sönne Kindereien drieew'n.
kl	38863	Pöttmes	1	Ihr derft et soicha Kindereien treim.
kl	3887	Sommerfeld	1	Jei därm nich sönne Kinderrei driwen.
kl	38899	Hebrontshausen	1	Es därft's nöt sechene Kindereien treibn.
kl	38912	Oberglaim	1	Ös därffts nöt solche Kindereien treibn!
kl	38935	Fronhofen	1	Uir därfa̰t koi solche Kendereia̰ treiba̰
kl	3896	Malz	1	Jie derben nich sone Kindereien moaken.
kl	38963	Stepperg	1	Es derfts koa sette Kindereia treib[n?].
kl	3901	Stolzenhagen	1	Ji derben nîch sönne Kîngereîen drîwen.
kl	3906	Prenden	1	Ji derfen nich sonne Kingerein triewan.
kl	39062	Hafenreut	1	Ihr dürft nit sölle Kindereie treiba!
kl	39089	Gerolfing	1	Eus derf'z nöt sötenn Kindereinn treib'n.
kl	39103	Irsching	1	Os döafts nöt so Kindreien treibn.
kl	39116	Siegenburg	1	Ös dearfts nöt sechanö Kindereian treibm.
kl	39126	Semerskirchen	1	Ös derfts nöt solche Kindereien treibm.
kl	39140	Hofkirchen	1	Ihr derftz nöt soichanö Kindereian dreibm.
kl	39160	Dürrenzimmern	1	Uir deffa net so kendisch sḛi.
kl	39179	Gundelsheim	1	Ihr därft ko sodi Kindereia treibn.
kl	3919	Trampe	1	Ihr dörft nicht sonne Kindereien trieben.
kl	39201	Walting	1	Es dèrfts koine seltern Kindereiern treim.
kl	39293	Bieswang	1	Ihr därft net setti Kindereia treibn.
kl	3931	Neureetz	1	Jie derwen nich sone Kingereien driewen.
kl	39317	Pondorf	1	Dez däfz no͜it söller Dum̄heitn treim.
